URL,Fully equipped kitchen,Garden Area,Surface of the land,Number of facades,Locality,Terrace,Swimming pool,Subtype of property,Living Area,Open fire,Type of property,Furnished,Price,State of the building,Garden,Terrace Area,Surface area of the plot of land,Number of rooms
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20301645,,,,4,4000 Liège,,,Apartment,,,Apartment,No,267500,Good,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20301751,,210,,4,4000 Liège,,,Apartment,,,Apartment,No,270000,Good,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20301749,,,,4,4000 Liège,,,Apartment,,,Apartment,No,270000,Good,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20301750,,,,4,4000 Liège,,,Apartment,,,Apartment,No,302500,Good,,19,,3
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20301752,,,,4,4000 Liège,,,Apartment,,,Apartment,No,322500,Good,,13,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20296950,Installed,,,,8400 Oostende,,,Apartment,,,Apartment,,220000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20297456,Semi equipped,,,,2018 ANTWERPEN,,,Apartment,,,Apartment,,229000,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20298575,Installed,,,3,8400 Oostende,,,Apartment,,,Apartment,No,440000,As new,,28,,3
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20314220,,,,,8420 De Haan,,,Apartment,,,Apartment,,89000,As new,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5500/20311745,,,,,5500 Dinant,,,Apartment,,,Apartment,,120000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/evergem/9940/20313722,,,,,9940 Evergem,,,Apartment,,,Apartment,,169000,Good,,12,,2
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20313685,,,,,2650 Edegem,,,Apartment,,,Apartment,,239000,As new,,11,,2
https://www.immoweb.be/en/classified/duplex/for-sale/halle/1500/20312638,Installed,,,2,1500 Halle,Yes,,Duplex,,,Duplex,,249000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20264454,Installed,,,2,9000 GENT,Yes,,Apartment,,,Apartment,,335000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20313343,Hyper equipped,,,2,8300 Knokke,,,Apartment,,,Apartment,No,895000,As new,,5,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/nieuwpoort/8620/11216303,,,,,8620 Nieuwpoort,,,Flat studio,,,Flat studio,Yes,85000,To be done up,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20291690,Semi equipped,,,,2020 ANTWERPEN,,,Apartment,,,Apartment,,195000,To be done up,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20291868,Installed,,,2,2018 Antwerpen,Yes,,Apartment,,,Apartment,,255000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20290835,Semi equipped,,,,2000 Antwerpen (2000),Yes,,Apartment,,,Apartment,No,289000,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/seraing/4100/20306560,Semi equipped,250,,2,4100 Seraing,,,Apartment,,,Apartment,No,119000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20308475,Installed,,,2,,,,Apartment,,,Apartment,,119000,Good,,3,,1
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20308800,Hyper equipped,,,2,8370 Blankenberge,,,Apartment,,,Apartment,No,144800,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/zelzate/9060/20308313,,,,,9060 ZELZATE,Yes,,Apartment,,,Apartment,,150000,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ottignies-louvain-la-neuve/1348/20306720,Installed,,,2,,,,Apartment,,,Apartment,,230000,Good,,12,,1
https://www.immoweb.be/en/classified/duplex/for-sale/steenhuffel/1840/20305972,,,,,1840 Steenhuffel,Yes,,Duplex,,,Duplex,,349000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20303748,,,,,9000 Gent,,,Apartment,,,Apartment,,795000,,,35,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/20303702,,,,,9000 Gent,,,Penthouse,,,Penthouse,,795000,,,35,,3
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20261212,Installed,,,2,2170 MERKSEM,,,Apartment,,,Apartment,,199900,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20260832,Installed,,,2,2170 MERKSEM,,,Apartment,,,Apartment,,199900,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20259026,Semi equipped,,,3,2600 BERCHEM,,,Apartment,,,Apartment,,225000,Good,,11,,2
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20258910,Semi equipped,,,2,2800 MECHELEN,,,Apartment,,,Apartment,,255000,As new,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20259500,Semi equipped,,,2,2600 BERCHEM,,,Apartment,,,Apartment,,289000,To renovate,,17,,2
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20186833,Hyper equipped,,,3,1030 Schaerbeek,,,Apartment,,,Apartment,No,390000,As new,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20275374,Installed,,,,8660 De Panne,,,Apartment,,,Apartment,No,119000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20275363,Installed,,,,8660 De Panne,,,Apartment,,,Apartment,No,119000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/denderleeuw/9470/20276618,,,,4,9470 DENDERLEEUW,Yes,,Apartment,,,Apartment,,200000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anvers/2018/11485628,Installed,,,2,2018 Anvers,,,Apartment,,,Apartment,No,327000,Good,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20275277,Hyper equipped,,,4,8300 Knokke,,,Apartment,,,Apartment,Yes,1345000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20275278,Hyper equipped,,,4,8301 Duinbergen,,,Apartment,,,Apartment,Yes,1345000,As new,,,,3
https://www.immoweb.be/en/classified/duplex/for-sale/evere/1140/20295207,Semi equipped,,,2,1140 Evere,,,Duplex,,,Duplex,No,165000,To renovate,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/libramont-chevigny/6800/20294355,Semi equipped,,,,6800 Libramont-Chevigny,,,Apartment,,,Apartment,No,199000,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20295801,Semi equipped,,,2,1800 Vilvoorde,,,Apartment,,,Apartment,No,249500,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294788,Semi equipped,,,2,9000 GENT,,,Apartment,,,Apartment,,259000,Good,,,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/andenne/5300/20311647,,,,4,5300 Andenne,Yes,,Ground floor,,,Ground floor,No,245000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20255545,,,,2,2930 BRASSCHAAT,Yes,,Apartment,,,Apartment,,215000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20255546,Installed,,,3,2930 BRASSCHAAT,,,Apartment,,,Apartment,,247000,Good,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/rumst/2840/20306768,Installed,,,,2840 Rumst,,,Apartment,,,Apartment,,248000,As new,,40,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/forest/1190/20168760,Installed,,,2,1190 Forest,,,Ground floor,,,Ground floor,No,325000,Good,,37,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/linkebeek/1630/20306412,USA hyper equipped,480,,2,1630 Linkebeek,,,Ground floor,,,Ground floor,,429000,As new,,35,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20289987,,,,,1000 Brussel,,,Apartment,,,Apartment,Yes,225000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/aywaille/4920/20289100,Semi equipped,,,2,4920 Aywaille,,,Apartment,,,Apartment,No,235000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostakker/9041/20289030,Semi equipped,,,3,9041 OOSTAKKER,,,Apartment,,,Apartment,,370000,To be done up,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306101,Installed,,,4,9300 AALST,,,Apartment,,,Apartment,,260250,,,8,,3
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306077,Installed,,,4,9300 AALST,,,Apartment,,,Apartment,,265250,,,7,,3
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306080,Installed,,,4,9300 AALST,,,Apartment,,,Apartment,,304000,,,12,,3
https://www.immoweb.be/en/classified/apartment/for-sale/mere/9420/20306064,Installed,,,3,9420 MERE,,,Apartment,,,Apartment,,430000,,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20304003,Hyper equipped,,,2,8300 Knokke-Heist,,,Apartment,,,Apartment,,349500,Good,,,,1
https://www.immoweb.be/en/classified/service-flat/for-sale/brugge/8000/11208280,Semi equipped,,,,8000 Brugge,Yes,,Service flat,,,Service flat,No,120000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/10988471,Installed,,,4,1030 Schaarbeek,,,Apartment,,,Apartment,,137500,Good,,2,,1
https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/20247161,Semi equipped,,,2,8530 HARELBEKE,Yes,,Apartment,,,Apartment,,148500,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20223091,,,,2,8780 OOSTROZEBEKE,,,Apartment,,,Apartment,,149000,Good,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20021150,Installed,,,2,2020 ANTWERPEN,,,Apartment,,,Apartment,,165000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20226078,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,169000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20205397,Semi equipped,,,2,2100 DEURNE,,,Apartment,,,Apartment,,179000,To be done up,,3,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/berchem/2600/20141050,Installed,,,2,2600 BERCHEM,,,Ground floor,,,Ground floor,,179000,To be done up,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deurne-2100/2100/20098166,Installed,,,,2100 Deurne (2100),,,Apartment,,,Apartment,,189000,Just renovated,,3,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20121588,Installed,,,2,8370 BLANKENBERGE,Yes,,Flat studio,,,Flat studio,Yes,189000,Good,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoevenen/2940/11356177,Installed,,,,2940 Hoevenen,,,Apartment,,,Apartment,,189999,Good,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20142658,Installed,,,2,2170 MERKSEM,,,Apartment,,,Apartment,,195000,Just renovated,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/20234874,Installed,,,3,5100 JAMBES,,,Apartment,,,Apartment,,195000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20051392,,,,,8400 Oostende,,,Apartment,,,Apartment,No,199000,To be done up,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/belsele/9111/20213104,Installed,,,4,9111 BELSELE,,,Apartment,,,Apartment,Yes,199000,To be done up,,15,,3
https://www.immoweb.be/en/classified/apartment/for-sale/tournai/7500/20239742,Installed,,,2,7500 TOURNAI,Yes,,Apartment,,,Apartment,,199890,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/11235976,Semi equipped,,,,1600 Sint-Pieters-Leeuw,,,Apartment,,,Apartment,No,200000,Good,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20111873,Installed,,,2,2170 MERKSEM,,,Apartment,,,Apartment,,210000,Just renovated,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20247191,USA installed,,,2,2610 WILRIJK,,,Apartment,,,Apartment,,214000,Good,,12,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20204033,Installed,,,,9800 Deinze,,,Apartment,,,Apartment,No,214000,To be done up,,74,,4
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20180536,USA installed,,,2,1000 BRUSSEL,,,Apartment,,,Apartment,Yes,215000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20084754,Installed,,,,2660 Hoboken,Yes,,Apartment,,,Apartment,,215000,Good,,,,1
https://www.immoweb.be/en/classified/kot/for-sale/leuven/3000/20203823,Installed,,,,3000 Leuven,,,Kot,,,Kot,,220000,Just renovated,,5,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11121845,,,,,8400 Oostende,,,Apartment,,,Apartment,No,220000,To renovate,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/puurs-sint-amands/2870/20193940,Installed,,,3,2870 PUURS-SINT-AMANDS,Yes,,Apartment,,,Apartment,,224000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/10857627,Semi equipped,,,2,2060 ANTWERPEN,Yes,,Apartment,,,Apartment,,229000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11098318,Not installed,,,4,1080 Molenbeek-Saint-Jean,,,Apartment,,,Apartment,No,230000,As new,,13,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11308513,,,,,8400 Oostende,,,Apartment,,,Apartment,No,230000,To be done up,,2,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/auderghem/1160/20234193,Installed,,,,1160 Auderghem,,,Flat studio,,,Flat studio,No,235000,Good,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20025877,Installed,,,,2660 HOBOKEN,,,Apartment,,,Apartment,,235000,As new,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10250928,Installed,,,2,1080 Molenbeek-Saint-Jean,,,Apartment,,,Apartment,No,239000,As new,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/11491902,Installed,,,,1600 Sint-Pieters-Leeuw,,,Apartment,,,Apartment,No,239000,Good,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2060/2060/20233365,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-borgerhout/2140/20029388,Installed,,,2,2140 Antwerpen Borgerhout,,,Apartment,,,Apartment,No,239900,As new,,1square meter,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20063474,,,,,8450 Bredene,,,Apartment,,,Apartment,No,240000,Just renovated,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20093951,Semi equipped,,,2,2600 BERCHEM,,,Apartment,,,Apartment,,245000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ukkel/1180/20060802,Installed,,,2,1180 Ukkel,,,Apartment,,,Apartment,No,249000,Good,,14,,2
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20064512,Installed,,,2,2610 WILRIJK,,,Apartment,,,Apartment,,255000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20242778,,,,,8400 Oostende,,,Apartment,,,Apartment,,260000,Good,,7,,2
https://www.immoweb.be/en/classified/apartment/for-sale/melle/9090/20019538,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kontich/2550/20206656,Installed,,,2,2550 KONTICH,,,Apartment,,,Apartment,No,265000,Just renovated,,8,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalst-9300/9300/20194913,Installed,,,,9300 Aalst (9300),,,Apartment,,,Apartment,,265000,Good,,20,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20103578,Not installed,,,2,1200 Woluwe-Saint-Lambert,,,Penthouse,,,Penthouse,No,269500,To be done up,,16,,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11476233,Installed,,,2,1190 Forest,,,Apartment,,,Apartment,No,275000,To be done up,,11,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11315754,Installed,,,2,1000 Bruxelles,,,Apartment,,,Apartment,No,285000,Good,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20141965,Installed,,,2,8620 NIEUWPOORT,,,Apartment,,,Apartment,Yes,295000,Good,,3,,2
https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9750/11065826,,,,2,9750 Kruisem,,,Apartment,,,Apartment,No,295000,Good,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/kluisbergen/9690/20204231,,,,2,9690 Kluisbergen,,,Apartment,,,Apartment,No,299000,Good,,6,,3
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20194372,Installed,,,2,1200 Woluwe-Saint-Lambert,,,Apartment,,,Apartment,No,315000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20084974,,,,,9040 Sint-Amandsberg,,,Apartment,,,Apartment,No,319000,Just renovated,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20143807,Installed,,,2,2020 ANTWERPEN,,,Apartment,,,Apartment,,325000,Just renovated,,,,4
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20243096,Hyper equipped,,,2,1180 Uccle,,,Ground floor,,,Ground floor,No,328000,Just renovated,,5,,1
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20149055,Installed,,,2,1180 Uccle,,,Apartment,,,Apartment,,330000,Good,,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20040694,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,340000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/heusden/9070/20184234,Installed,,,2,9070 HEUSDEN,Yes,,Apartment,,,Apartment,,340000,Good,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11293152,Not installed,,,2,1180 Uccle,,,Apartment,,,Apartment,No,345000,Good,,22,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20232258,Installed,,,,9000 GENT,,,Apartment,,,Apartment,,345000,Good,,5,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/mariakerke/9030/20238747,Installed,,,,9030 MARIAKERKE,,,Penthouse,,,Penthouse,,345000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/mariakerke/9030/20238746,Installed,,,,9030 MARIAKERKE,,,Apartment,,,Apartment,,345000,Good,,5,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/11415552,Installed,,,,1600 Sint-Pieters-Leeuw,,,Apartment,,,Apartment,,349000,Good,,7,,3
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20040348,Installed,,,2,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,,349000,Good,,,,2
https://www.immoweb.be/en/classified/service-flat/for-sale/gent/9000/11053072,Installed,,,,9000 Gent,,,Service flat,,,Service flat,No,349500,Good,,10,,2
https://www.immoweb.be/en/classified/apartment/for-sale/hemiksem/2620/20229525,USA installed,,,2,2620 Hemiksem,,,Apartment,,,Apartment,,359000,Good,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/ranst/2520/20068776,Installed,,,,2520 Ranst,,,Apartment,,,Apartment,,364000,Good,,7,,3
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20179803,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,365000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/20183900,,40,,,2630 Aartselaar,,,Apartment,,,Apartment,,369000,As new,,15,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20040698,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,374000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20089401,Installed,,,2,3000 LEUVEN,,,Apartment,,,Apartment,,375000,Just renovated,,6,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20160173,,,,,8400 Oostende,,,Apartment,,,Apartment,No,385000,To be done up,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20193253,Installed,,,2,1000 Bruxelles,,,Apartment,,,Apartment,,410000,As new,,4,,1
https://www.immoweb.be/en/classified/apartment/for-sale/melle/9090/20228271,Not installed,,,3,9090 MELLE,,,Apartment,,,Apartment,,415000,Just renovated,,50,,4
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20075752,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/overijse/3090/20217308,Installed,,,2,3090 Overijse,,,Apartment,,,Apartment,No,425000,Good,,8,,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20179805,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,425000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20062451,Hyper equipped,,,2,1180 Uccle,,,Apartment,,,Apartment,No,430000,As new,,18,,1
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20143681,Installed,,,2,2600 BERCHEM,,,Apartment,,,Apartment,,435000,Just renovated,,26,,6
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20246944,Installed,,,,8370 BLANKENBERGE,Yes,,Apartment,,,Apartment,Yes,439000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20194040,,125,,,9050 Gentbrugge,Yes,,Apartment,,,Apartment,No,445000,Good,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20223534,Installed,,,2,2018 ANTWERPEN,,,Apartment,,,Apartment,,449000,As new,,8,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20160585,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/werchter/3118/11273015,Installed,,,,3118 Werchter,,,Penthouse,,,Penthouse,No,453000,Good,,22,,2
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20075937,Installed,,,2,8301 Heist-aan-Zee,,,Apartment,,,Apartment,No,475000,Good,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/11361266,Installed,,,,2000 Antwerpen (2000),,,Apartment,,,Apartment,,545000,Good,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20207675,Installed,,,,2018 ANTWERPEN,,,Apartment,,,Apartment,,615000,Good,,11,,4
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20143808,Installed,,,3,2060 ANTWERPEN,,,Apartment,,,Apartment,,649000,Good,,79,,6
https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2060/20143805,Installed,,,3,2060 ANTWERPEN,,,Penthouse,,,Penthouse,,649000,Good,,79,,6
https://www.immoweb.be/en/classified/ground-floor/for-sale/knokke-heist/8300/11421989,Hyper equipped,85,,2,8300 Knokke-Heist,,,Ground floor,,,Ground floor,Yes,695000,As new,,15,,2
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen-2950/2950/20220047,Installed,,,,2950 Kapellen (2950),,,Apartment,,,Apartment,,699000,Good,,20,,3
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1040/20005376,Hyper equipped,,,2,1040 Bruxelles,,,Apartment,,,Apartment,No,740000,Good,,16,,3
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20239972,Installed,,,2,8301 Heist-aan-Zee,,,Apartment,,,Apartment,No,785000,Good,,14,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1040/20179826,Hyper equipped,,,2,1040 Bruxelles,,,Apartment,,,Apartment,No,795000,Good,,16,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostkamp/8020/20211154,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20143173,Hyper equipped,,,,8500 Kortrijk,,,Apartment,,,Apartment,No,880000,As new,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/hasselt/3500/20015992,Installed,,,,3500 Hasselt,,,Apartment,,,Apartment,,895000,Good,,18,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20089941,Hyper equipped,,,2,1000 Bruxelles,,,Apartment,,,Apartment,,1097500,Good,,19,,4
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20130286,,,,,2000 Antwerpen (2000),,,Apartment,,,Apartment,No,1240000,As new,,14,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10981439,Hyper equipped,,,2,8300 Knokke,,,Apartment,,,Apartment,Yes,1250000,Just renovated,,4,,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20114722,,,,,8400 Oostende,,,Apartment,,,Apartment,,1290000,Good,,30,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/zeebrugge/8380/11340942,Hyper equipped,,,4,8380 Zeebrugge,,,Penthouse,,,Penthouse,No,1425000,Good,,125,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/11291862,,,,,8300 Knokke-Zoute,Yes,,Apartment,,,Apartment,No,1985000,As new,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20008632,Hyper equipped,130,,3,8300 Knokke-Zoute,Yes,,Apartment,,,Apartment,No,2795000,Just renovated,,,,3
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/huy/4500/20305329,,,,,4500 HUY,,,Résidence Inès !,,,Résidence Inès !,,From220000To299000,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wetteren/9230/20306081,,,,,9230 WETTEREN,,,De Weverij,,,De Weverij,,From318000To465000,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20281793,,,,3,9300 AALST,,,Apartment,,,Apartment,,249000,Just renovated,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20281969,Semi equipped,,,,1000 BRUSSEL,,,Apartment,,,Apartment,,429000,Good,,14,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20226128,Hyper equipped,,,2,8300 Knokke-Heist,,,Apartment,,,Apartment,,529000,Just renovated,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/20293686,Hyper equipped,,,4,9890 Gavere,,,Apartment,,,Apartment,No,284200,As new,,11,,1
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8301/20293373,,,,2,8301 Knokke-Heist,,,Apartment,,,Apartment,,325000,As new,,21,,1
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20293508,,,,,8300 Knokke-Heist,Yes,,Apartment,,,Apartment,No,379000,To be done up,,,,2
