URL,Number of facades,Number of rooms,Terrace,Type of property,Swimming pool,Garden Area,Surface of the land,Locality,Living Area,Terrace Area,Fully equipped kitchen,State of the building,Furnished,Surface area of the plot of land,Garden,Open fire,Subtype of property,Price
https://www.immoweb.be/en/classified/exceptional-property/for-sale/brugge/8200/20310342,4,5,Yes,Exceptional property,,,,8200 Brugge,,,Hyper equipped,Good,No,,,,Exceptional property,1295000
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20221831,3,4,,House,,237,,4540 Amay,,,Semi equipped,To renovate,No,,,,House,150000
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20293524,2,4,,House,,180,,6700 Arlon,,30,Installed,Good,,,,,House,495000
https://www.immoweb.be/en/classified/country-cottage/for-sale/vresse-sur-semois/5550/20054162,3,2,,Country house,,,,5550 VRESSE-SUR-SEMOIS,,15,Installed,Good,,,,,Country house,219000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20209470,3,4,Yes,House,,,,9700 OUDENAARDE,,,Installed,To be done up,,,,,House,265000
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20241534,4,4,Yes,House,,,,9500 Geraardsbergen,,,,To renovate,No,,,,House,257000
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20246830,2,3,,House,,28,,2845 NIEL,,,Installed,Good,,,,,House,284000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/denderbelle/9280/11483835,3,4,Yes,Mixed-use building,,,,9280 DENDERBELLE,,,Semi equipped,To renovate,,,,,Mixed-use building,295000
https://www.immoweb.be/en/classified/house/for-sale/denderbelle/9280/11306791,3,4,Yes,House,,,,9280 DENDERBELLE,,,Semi equipped,To renovate,,,,,House,295000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20207139,4,3,Yes,House,,,,9700 Oudenaarde,,,,To renovate,No,,,,House,315000
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20172662,2,4,Yes,House,,,,9700 Oudenaarde,,,,Good,No,,,,House,335000
https://www.immoweb.be/en/classified/town-house/for-sale/merksem/2170/20246399,2,3,,Town-house,,53,,2170 MERKSEM,,,Installed,To be done up,,,,,Town-house,349000
https://www.immoweb.be/en/classified/house/for-sale/kieldrecht/9130/20156520,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/town-house/for-sale/edegem/2650/20193392,2,3,,Town-house,,98,,2650 EDEGEM,,,Installed,To renovate,,,,,Town-house,349500
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20017383,2,4,,House,,120,,4000 LI�GE,,30,Hyper equipped,Good,,,,,House,368000
https://www.immoweb.be/en/classified/house/for-sale/kortenberg/3078/20235479,3,5,Yes,House,,760,,3078 KORTENBERG,,,Semi equipped,To renovate,,,,,House,370000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2020/20049830,2,4,,House,,8,,2020 ANTWERPEN,,,,As new,,,,,House,380000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20112972,2,3,,House,,100,,9600 Ronse,,165,USA installed,As new,,,,,House,385000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20236558,2,3,,House,,19,,2018 ANTWERPEN,,5,Hyper equipped,Just renovated,,,,,House,389900
https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20236560,2,3,,House,,19,,2140 BORGERHOUT,,5,Hyper equipped,Just renovated,,,,,House,389900
https://www.immoweb.be/en/classified/house/for-sale/gent/9032/10908435,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/koekelberg/1081/20053566,2,2,,Mixed-use building,,,,1081 Koekelberg,,35,Semi equipped,Good,No,,,,Mixed-use building,420000
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20180578,3,3,Yes,House,,,,2830 WILLEBROEK,,,Hyper equipped,Good,,,,,House,435000
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20244275,2,4,Yes,House,,100,,8500 Kortrijk,,,Installed,Good,,,,,House,455000
https://www.immoweb.be/en/classified/house/for-sale/enines/1350/20234857,3,4,Yes,House,,,,1350 Enines,,,Installed,As new,,,,,House,465000
https://www.immoweb.be/en/classified/house/for-sale/beersel/1654/20213141,3,4,,House,,440,,1654 Beersel,,30,Installed,Good,,,,,House,465000
https://www.immoweb.be/en/classified/town-house/for-sale/vilvorde/1800/20147445,2,5,Yes,Town-house,,60,,1800 Vilvorde,,,Installed,Good,,,,,Town-house,525000
https://www.immoweb.be/en/classified/house/for-sale/forest/1190/20163788,2,3,,House,,60,,1190 Forest,,12,USA uninstalled,Good,No,,,,House,550000
https://www.immoweb.be/en/classified/house/for-sale/zemst/1980/11037536,3,2,,House,,400,,1980 Zemst,,60,,As new,,,,,House,575000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/herselt/2230/20041164,4,3,,Exceptional property,,14299,,2230 Herselt,,25,Installed,Good,,,,,Exceptional property,649000
https://www.immoweb.be/en/classified/house/for-sale/muizen/2812/20032334,3,3,Yes,House,,100,,2812 MUIZEN,,,Installed,Good,,,,,House,687000
https://www.immoweb.be/en/classified/villa/for-sale/maarkedal/9680/20053806,4,3,,Villa,,,,9680 Maarkedal,,17,,Good,No,,,,Villa,750000
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20258489,4,3,,Villa,,735,,2930 Brasschaat,,,Hyper equipped,Good,,,,,Villa,789000
https://www.immoweb.be/en/classified/manor-house/for-sale/lubbeek/3210/20200802,4,5,Yes,Manor house,,8376,,3210 LUBBEEK,,,,To be done up,,,,,Manor house,860000
https://www.immoweb.be/en/classified/villa/for-sale/lubbeek/3210/20200801,4,5,Yes,Villa,,8376,,3210 LUBBEEK,,,,To be done up,,,,,Villa,860000
https://www.immoweb.be/en/classified/apartment-block/for-sale/wavre/1300/20023961,2,9,,Apartment block,,,,1300 WAVRE,,,Installed,To renovate,No,,,,Apartment block,890000
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20200671,2,5,,House,,325,,1160 Auderghem,,48,Hyper equipped,As new,,,,,House,1675000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/20263837,4,4,,Exceptional property,,1800,,1180 Uccle,,60,USA installed,As new,,,,,Exceptional property,1680000
https://www.immoweb.be/en/classified/house/for-sale/gent-sint-amandsberg/9040/20302992,3,3,Yes,House,,177,,9040 Gent Sint-Amandsberg,,,Installed,,No,,,,House,480000
https://www.immoweb.be/en/classified/house/for-sale/gent-sint-amandsberg/9040/20302988,3,3,Yes,House,,177,,9040 Gent Sint-Amandsberg,,,Installed,,No,,,,House,480000
https://www.immoweb.be/en/classified/house/for-sale/quaregnon/7390/20306027,2,2,,House,,,,7390 QUAREGNON,,,Semi equipped,To renovate,No,,,,House,110000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-merksem/2170/20306322,2,2,,House,,27,,2170 Antwerpen Merksem,,22,Installed,To be done up,,,,,House,258000
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20307709,2,3,Yes,House,,,,1800 Vilvoorde,,,Hyper equipped,,No,,,,House,269000
https://www.immoweb.be/en/classified/house/for-sale/heers/3870/20308248,4,4,,House,,,,3870 HEERS,,,,,No,,,,House,279000
https://www.immoweb.be/en/classified/house/for-sale/lierneux/4990/20307276,4,4,Yes,House,,,,4990 Lierneux,,,Semi equipped,Good,No,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/aalst/9320/20305898,3,3,,House,,30,,9320 Aalst,,15,Hyper equipped,As new,No,,,,House,320000
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20305201,,3,,House,,,,8400 Oostende,,,,,No,,,,House,335000
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20306707,3,4,,House,,,,9400 NINOVE,,,Installed,As new,,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20306575,2,4,Yes,House,,,,9000 Gent,,,,As new,,,,,House,424000
https://www.immoweb.be/en/classified/house/for-sale/mariakerke/9030/20308036,,3,,House,,658,,9030 Mariakerke,,,Installed,As new,No,,,,House,930000
https://www.immoweb.be/en/classified/villa/for-sale/dendermonde/9200/20307862,4,5,Yes,Villa,,1605,,9200 Dendermonde,,,Installed,As new,No,,,,Villa,995000
https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/20306139,2,4,,House,,1square meter,,,,1square meter,Hyper equipped,As new,,,,,House,1095000
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288904,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20288864,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20288918,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288865,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/20287735,,4,,House,,331,,8550 Zwevegem,,,Installed,Good,,,,,House,230000
https://www.immoweb.be/en/classified/house/for-sale/tollembeek/1570/20288869,,3,,House,,,,1570 TOLLEMBEEK,,,Installed,To be done up,,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20290755,,2,,House,,,,9820 Merelbeke,,,Installed,To renovate,,,,,House,299000
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20290505,,3,,House,,,,2845 Niel,,18,,Good,No,,,,House,325000
https://www.immoweb.be/en/classified/house/for-sale/heusden-9070/9070/20290786,,3,,House,,,,9070 Heusden (9070),,,,To renovate,,,,,House,379000
https://www.immoweb.be/en/classified/house/for-sale/geetbets/3450/20290336,3,4,Yes,House,,,,3450 Geetbets,,,Hyper equipped,Good,No,,,,House,445000
https://www.immoweb.be/en/classified/house/for-sale/geetbets/3450/20290335,3,4,Yes,House,,,,3450 Geetbets,,,Hyper equipped,Good,No,,,,House,553000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/herzele/9550/20288957,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20288911,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20269210,2,3,,House,,,,9660 BRAKEL,,16,Installed,Good,,,,,House,225000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deurne/2100/20257882,3,2,,Mixed-use building,,,,2100 DEURNE,,3,Installed,Good,,,,,Mixed-use building,199000
https://www.immoweb.be/en/classified/house/for-sale/etalle-buzenol/6740/20257843,2,3,Yes,House,,900,,6740 �talle (Buzenol),,,Installed,Good,,,,,House,295000
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2140/20258423,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/fosses-la-ville/5070/20315335,3,3,,House,,,,5070 FOSSES-LA-VILLE,,,Semi equipped,,,,,,House,389000
https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/20257820,2,3,Yes,House,,533,,6740 �talle,,,Installed,As new,,,,,House,420000
https://www.immoweb.be/en/classified/house/for-sale/arlon-heinsch/6700/20257826,4,4,Yes,House,,1332,,6700 Arlon (Heinsch),,,Semi equipped,Good,,,,,House,435000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/habay-rulles/6720/20257819,4,3,Yes,Exceptional property,,5102,,6720 Habay (Rulles),,,Hyper equipped,As new,,,,,Exceptional property,495000
https://www.immoweb.be/en/classified/mansion/for-sale/kasteelbrakel/1440/20257485,3,6,Yes,Mansion,,,,1440 KASTEELBRAKEL,,,Hyper equipped,Good,,,,,Mansion,899000
https://www.immoweb.be/en/classified/mansion/for-sale/saintes/1480/20257484,3,6,Yes,Mansion,,,,1480 Saintes,,,Hyper equipped,Good,,,,,Mansion,899000
https://www.immoweb.be/en/classified/mansion/for-sale/halle/1500/20257482,3,6,Yes,Mansion,,,,1500 HALLE,,,Hyper equipped,Good,,,,,Mansion,899000
https://www.immoweb.be/en/classified/mansion/for-sale/lembeek/1502/20257481,3,6,Yes,Mansion,,,,1502 LEMBEEK,,,Hyper equipped,Good,,,,,Mansion,899000
https://www.immoweb.be/en/classified/farmhouse/for-sale/bottelare/9820/20315193,4,6,Yes,Farmhouse,,,,9820 Bottelare,,,,Good,,,,,Farmhouse,1350000
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20231746,3,3,Yes,House,,600,,1180 Uccle,,,Installed,To be done up,No,,,,House,1495000
https://www.immoweb.be/en/classified/house/for-sale/fleron/4621/20297842,3,3,,House,,60,,4621 Fl�ron,,16,Installed,As new,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/onkerzele/9500/20299561,2,4,,House,,,,9500 ONKERZELE,,,,As new,,,,,House,350000
https://www.immoweb.be/en/classified/house/for-sale/zedelgem/8211/20297782,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/beaufays/4052/20295115,4,4,,House,,668,,4052 Beaufays,,15,Installed,Good,,,,,House,450000
https://www.immoweb.be/en/classified/apartment-block/for-sale/courcelles/6180/20299615,2,7,,Apartment block,,700,,6180 Courcelles,,15,Installed,Good,Yes,,,,Apartment block,625000
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/nevele-hansbeke/9850/20309052,,,,Zandestraat 30,,,,9850 Nevele Hansbeke,,,,,,,,,Zandestraat 30,From410000To440000
https://www.immoweb.be/en/classified/house/for-sale/sint-amandsberg/9040/20201948,2,1,,House,,,,9040 Sint-Amandsberg,,,Installed,Good,No,,,,House,270000
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20277914,4,3,,House,,,,2845 NIEL,,12,Semi equipped,,,,,,House,284000
https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht/2070/20271974,2,3,,House,,122,,2070 ZWIJNDRECHT,,30,Installed,Good,,,,,House,299900
https://www.immoweb.be/en/classified/apartment-block/for-sale/buizingen/1501/20277764,2,3,,Apartment block,,32,,1501 BUIZINGEN,,3,Semi equipped,,,,,,Apartment block,445000
https://www.immoweb.be/en/classified/villa/for-sale/aartselaar/2630/20276295,4,2,Yes,Villa,,,,,,,Installed,Good,,,,,Villa,548000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/uccle/1180/20167928,2,4,,Mixed-use building,,,,1180 Uccle,,,Hyper equipped,As new,No,,,,Mixed-use building,999000
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20278334,4,4,Yes,House,,,,8300 Knokke-Heist,,,Hyper equipped,Just renovated,Yes,,,,House,2150000
https://www.immoweb.be/en/classified/apartment-block/for-sale/gentbrugge/9050/20309790,2,6,,Apartment block,,45,,9050 Gentbrugge,,10,Installed,To be done up,No,,,,Apartment block,600000
https://www.immoweb.be/en/classified/villa/for-sale/strombeek-bever/1853/20310266,4,4,,Villa,,,,1853 Strombeek-Bever,,31,,,No,,,,Villa,625000
https://www.immoweb.be/en/classified/villa/for-sale/sint-katelijne-waver/2860/20310041,4,5,Yes,Villa,,,,2860 Sint-Katelijne-Waver,,,Hyper equipped,As new,,,,,Villa,1490000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20104476,2,4,,Mixed-use building,,50,,1030 Schaerbeek,,25,Installed,Good,No,,,,Mixed-use building,680000
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/petegem-aan-de-schelde/9790/20305602,,,,Tussenwegel Chapter George,,,,9790 PETEGEM-AAN-DE-SCHELDE,,,,,,,,,Tussenwegel Chapter George,From438000To588000
https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/20227690,3,3,,House,,260,,1930 Zaventem,,13,Installed,Good,No,,,,House,470000
https://www.immoweb.be/en/classified/house/for-sale/erezee/6997/20148921,4,4,,House,,855,,6997 Erez�e,,58,Installed,Good,No,,,,House,369000
https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20249730,4,3,,Villa,,400,,1420 BRAINE-L'ALLEUD,,25,Semi equipped,To renovate,,,,,Villa,460000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20234879,2,,,House,,,,9600 Ronse,,16,USA installed,As new,,,,,House,389000
https://www.immoweb.be/en/classified/house/for-sale/rebaix/7804/20283931,3,3,Yes,House,,,,7804 REBAIX,,,Installed,Good,,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20303588,2,2,,House,,,,9900 EEKLO,,,Semi equipped,To renovate,,,,,House,125000
https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/20304790,2,3,,House,,265,,8430 Middelkerke,,,,To renovate,,,,,House,175000
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20305345,3,4,,House,,,,4420 SAINT-NICOLAS,,18,,Just renovated,,,,,House,239000
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20303471,3,3,,House,,812,,4540 Amay,,10,Semi equipped,Good,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20282681,,2,,House,,62,,1070 Anderlecht,,,Installed,To be done up,No,,,,House,280000
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20281848,4,3,,House,,160,,4420 SAINT-NICOLAS,,55,Semi equipped,Good,,,,,House,280000
https://www.immoweb.be/en/classified/house/for-sale/gent/9050/20303092,2,3,,House,,,,9050 Gent,,23,Installed,As new,,,,,House,317000
https://www.immoweb.be/en/classified/house/for-sale/de-pinte/9840/20303529,2,5,Yes,House,,280,,9840 De Pinte,,,Semi equipped,To renovate,No,,,,House,333000
https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/20280150,,3,,House,,,,8900 Ieper,,,,Good,No,,,,House,385000
https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/20252131,2,4,,House,,,,1020 Laeken,,24,Installed,Good,No,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/waremme/4300/20265676,4,4,,House,,300,,4300 Waremme,,17,Not installed,To be done up,No,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/wellen/3830/20305470,,4,,House,,,,3830 Wellen,,,Installed,,,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20304469,2,4,,House,,50,,1160 Auderghem,,20,,To restore,No,,,,House,550000
https://www.immoweb.be/en/classified/villa/for-sale/meise/1860/20280618,4,5,Yes,Villa,,,,1860 MEISE,,,Installed,Good,,,,,Villa,995000
https://www.immoweb.be/en/classified/villa/for-sale/kapellen/2950/20305510,4,5,,Villa,,,,2950 Kapellen,,60,Hyper equipped,As new,No,,,,Villa,1585000
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20286861,2,4,,House,,,,4020 Liege,,16,,Good,No,,,,House,135000
https://www.immoweb.be/en/classified/house/for-sale/bon-secours/7603/20286496,2,4,Yes,House,,,,7603 BON-SECOURS,,,Semi equipped,To be done up,,,,,House,135000
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20285751,2,3,,House,,32,,2800 MECHELEN,,,Semi equipped,To be done up,,,,,House,289000
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2610/20285723,2,4,,House,,8,,2610 Antwerpen,,,Installed,Good,No,,,,House,299900
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20287625,,3,Yes,House,,,,8800 Roeselare,,,Installed,Good,No,,,,House,335000
https://www.immoweb.be/en/classified/house/for-sale/linkebeek/1630/20287828,2,4,,House,,22,,1630 LINKEBEEK,,,Semi equipped,,,,,,House,350000
https://www.immoweb.be/en/classified/house/for-sale/reet/2840/20286373,,3,,House,,,,2840 Reet,,26,,Good,No,,,,House,360000
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20287679,,3,Yes,House,,,,8020 Oostkamp,,,Installed,Good,No,,,,House,475000
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20286907,4,4,,House,,506,,9260 WICHELEN,,22,Installed,,,,,,House,498000
https://www.immoweb.be/en/classified/country-cottage/for-sale/ruiselede/8755/20270619,4,2,,Country house,,750,,8755 Ruiselede,,32,Semi equipped,To be done up,,,,,Country house,295000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/seneffe-feluy/7181/20227653,4,4,Yes,Exceptional property,,,,7181 Seneffe Feluy,,,Installed,To be done up,No,,,,Exceptional property,648000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wilrijk/2610/20257885,3,2,,Mixed-use building,,,,2610 WILRIJK,,4,Installed,Good,,,,,Mixed-use building,215000
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20314353,4,3,Yes,House,,,,9100 Sint-Niklaas,,,,As new,,,,,House,276000
https://www.immoweb.be/en/classified/house/for-sale/le-roeulx/7070/20313365,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/hannut/4280/20244298,4,2,,House,,400,,4280 Hannut,,20,Installed,Good,No,,,,House,289000
https://www.immoweb.be/en/classified/house/for-sale/deurne/2100/20260384,2,4,,House,,24,,2100 DEURNE,,,Installed,Good,,,,,House,379000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/deurne/2100/20260385,2,4,,Exceptional property,,24,,2100 DEURNE,,,Installed,Good,,,,,Exceptional property,379000
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20259138,2,3,,House,,54,,2800 MECHELEN,,7,Installed,Good,,,,,House,398000
https://www.immoweb.be/en/classified/house/for-sale/nieuwpoort/8620/20314373,,4,Yes,House,,,,,,,Installed,Just renovated,No,,,,House,439000
https://www.immoweb.be/en/classified/house/for-sale/lasne/1380/20313016,4,4,,House,,,,,,38,Installed,To renovate,,,,,House,549000
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20295495,3,3,,House,,781,,5590 Ciney,,11,,Good,,,,,House,190000
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20294603,2,3,,House,,,,4500 HUY,,,Not installed,Good,,,,,House,195000
https://www.immoweb.be/en/classified/house/for-sale/desselgem/8792/20296976,2,2,,House,,,,8792 Desselgem,,,,,No,,,,House,247500
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20296184,2,3,,House,,,,8000 Brugge,,,Hyper equipped,Good,No,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/moerbeke/9180/20295591,3,3,Yes,House,,291,,9180 Moerbeke,,,Hyper equipped,As new,No,,,,House,425000
https://www.immoweb.be/en/classified/house/for-sale/wijtschate/8953/20295672,4,4,,House,,,,8953 Wijtschate,,40,Installed,As new,No,,,,House,640000
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20275993,,4,Yes,House,,,,8870 Izegem,,,Semi equipped,To renovate,,,,,House,219000
https://www.immoweb.be/en/classified/house/for-sale/leuven/3000/20279055,2,2,,House,,,,3000 LEUVEN,,24,,,,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20279414,3,3,,House,,,,9940 EVERGEM,,25,,Good,,,,,House,419000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/saint-hubert/6870/20278919,2,7,,Exceptional property,,415,,6870 Saint-Hubert,,18,Installed,Just renovated,No,,,,Exceptional property,495000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20278647,,4,,House,,33,,9000 Gent,,,Installed,Good,No,,,,House,595000
https://www.immoweb.be/en/classified/house/for-sale/ben-ahin-huy/4500/20309624,3,4,,House,,,,4500 Ben-Ahin (Huy),,,,,No,,,,House,309000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20308697,,4,,House,,,,9000 Gent,,,,To renovate,,,,,House,339000
https://www.immoweb.be/en/classified/house/for-sale/baardegem/9310/20307656,3,,Yes,House,,,,9310 Baardegem,,,,As new,,,,,House,349000
https://www.immoweb.be/en/classified/bungalow/for-sale/ternat/1740/20309532,4,4,Yes,Bungalow,,1800,,1740 Ternat,,,Not installed,To renovate,,,,,Bungalow,398000
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20309771,4,7,Yes,House,,,,2930 Brasschaat,,,,Good,,,,,House,2185000
https://www.immoweb.be/en/classified/house/for-sale/tielrode/9140/20292013,,3,Yes,House,,,,9140 Tielrode,,,,Good,,,,,House,525000
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20267528,,3,Yes,House,,,,9660 Brakel,,,Installed,To renovate,,,,,House,279000
https://www.immoweb.be/en/classified/mansion/for-sale/gosselies/6041/20266199,2,4,,Mansion,,1280,,6041 GOSSELIES,,35,Installed,To be done up,,,,,Mansion,295000
https://www.immoweb.be/en/classified/villa/for-sale/erpe-mere/9420/20266772,4,4,Yes,Villa,,800,,9420 Erpe-Mere,,,,To renovate,No,,,,Villa,429000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20200696,2,4,,House,,,,1150 Woluwe-Saint-Pierre,,25,Semi equipped,To renovate,No,,,,House,495000
https://www.immoweb.be/en/classified/house/for-sale/noorderwijk/2200/20316142,3,3,,House,,,,2200 NOORDERWIJK,,20,Installed,,,,,,House,385000
https://www.immoweb.be/en/classified/house/for-sale/tremelo/3120/20315311,3,4,,House,,170,,3120 Tremelo,,28,,As new,,,,,House,399000
https://www.immoweb.be/en/classified/house/for-sale/bachte-maria-leerne/9800/20315198,3,4,Yes,House,,,,9800 Bachte-Maria-Leerne,,,,Good,,,,,House,495000
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-latem/9830/20315180,4,3,,Villa,,,,9830 Sint-Martens-Latem,,24,,Good,,,,,Villa,975000
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20294391,2,3,,House,,,,9570 Lierde,,24,Installed,As new,No,,,,House,398175
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20294372,2,3,,House,,,,9570 Lierde,,24,Installed,As new,No,,,,House,398175
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20294381,3,3,,House,,,,9570 Lierde,,23,Installed,As new,No,,,,House,431925
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20294373,3,3,,House,,,,9570 Lierde,,23,Installed,As new,No,,,,House,431925
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20294382,3,4,Yes,House,,,,9800 Deinze Astene,,,Hyper equipped,As new,No,,,,House,435000
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20294385,3,4,Yes,House,,,,9800 Deinze Astene,,,Hyper equipped,As new,No,,,,House,435000
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20294388,3,4,Yes,House,,,,9800 Deinze Astene,,,Hyper equipped,As new,No,,,,House,437000
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20294390,3,4,Yes,House,,,,9800 Deinze Astene,,,Hyper equipped,As new,No,,,,House,445000
https://www.immoweb.be/en/classified/house/for-sale/deinze-astene/9800/20294380,3,4,Yes,House,,,,9800 Deinze Astene,,,Hyper equipped,As new,No,,,,House,446000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20302174,2,3,Yes,House,,,,,,,,,,,,,House,340000
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9111/20300868,4,5,,House,,580,,9111 Sint-Niklaas,,40,Hyper equipped,Good,No,,,,House,415000
https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/20302131,4,3,Yes,Villa,,200,,,,,Installed,Good,,,,,Villa,555000
https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/20299152,4,4,Yes,House,,,,9255 Buggenhout,,,,As new,No,,,,House,615000
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20167634,2,2,,House,,,,9600 Ronse,,16,Hyper equipped,Good,No,,,,House,145000
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20284426,2,5,,House,,,,4020 Li�ge,,64,Not installed,To renovate,No,,,,House,151000
