URL,Number of facades,Number of rooms,Terrace,Type of property,Swimming pool,Garden Area,Surface of the land,Locality,Living Area,Terrace Area,Fully equipped kitchen,State of the building,Furnished,Surface area of the plot of land,Garden,Open fire,Subtype of property,Price
https://www.immoweb.be/en/classified/apartment-block/for-sale/arlon-stockem/6700/20257823,2,4,,Apartment block,,413,,6700 Arlon (Stockem),,,Installed,Good,,,,,Apartment block,395000
https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20315115,3,4,,House,,,,8930 Menen,,,Installed,As new,,,,,House,425000
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20316546,,3,,House,,,,8790 WAREGEM,,,Semi equipped,To renovate,,,,,House,435000
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20316414,2,5,,House,,,,9500 Geraardsbergen,,125,,,No,,,,House,499000
https://www.immoweb.be/en/classified/villa/for-sale/petegem-aan-de-leie/9800/20317241,4,3,,Villa,,,,,,,Installed,As new,,,,,Villa,580000
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/20315996,2,5,,House,,285,,,,30,Installed,Good,,,,,House,1280000
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1050/20315995,2,5,,House,,285,,,,30,Installed,Good,,,,,House,1280000
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1170/20315994,2,5,,House,,285,,,,30,Installed,Good,,,,,House,1280000
https://www.immoweb.be/en/classified/house/for-sale/beerse/2340/20315413,4,5,Yes,House,,,,,,,Hyper equipped,As new,No,,,,House,2200000
https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/20315191,4,7,Yes,Villa,,,,9831 Deurle,,,,To renovate,,,,,Villa,2275000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/ottignies/1340/20316278,4,6,,Exceptional property,,,,,,,Installed,Good,,,,,Exceptional property,2500000
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20254453,2,3,,House,,135,,4420 SAINT-NICOLAS,,25,Installed,Good,,,,,House,199000
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20298969,4,4,,House,,760,,6900 Marche-en-Famenne,,20,,Good,,,,,House,260000
https://www.immoweb.be/en/classified/villa/for-sale/hastiere/5540/20297716,4,5,,Villa,,673,,5540 Hasti�re,,18,,Good,,,,,Villa,295000
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20297145,,3,Yes,House,,,,8400 Oostende,,,,,No,,,,House,325000
https://www.immoweb.be/en/classified/house/for-sale/hamois/5360/20299045,4,3,,House,,1599,,5360 Hamois,,15,,Good,,,,,House,340000
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20299053,4,4,,House,,428,,5590 Ciney,,33,,Just renovated,,,,,House,349000
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20297475,3,3,,House,,260,,2930 Brasschaat,,20,Hyper equipped,Good,No,,,,House,390000
https://www.immoweb.be/en/classified/house/for-sale/glabbeek/3380/20299158,4,3,Yes,House,,,,3380 Glabbeek,,,Hyper equipped,Good,,,,,House,599000
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/20287809,4,3,,Villa,,560,,8300 Knokke-Heist,,130,USA installed,As new,,,,,Villa,895000
https://www.immoweb.be/en/classified/house/for-sale/bissegem/8501/20277802,2,4,,House,,,,8501 Bissegem,,,Hyper equipped,Just renovated,,,,,House,349500
https://www.immoweb.be/en/classified/house/for-sale/ranst/2520/20276072,3,2,,House,,,,2520 RANST,,20,,Good,,,,,House,410000
https://www.immoweb.be/en/classified/house/for-sale/puurs-sint-amands/2870/20293326,,3,,House,,,,2870 PUURS-SINT-AMANDS,,,Semi equipped,Good,,,,,House,349000
https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/20293455,3,3,,Apartment block,,,,9000 Gent,,,Semi equipped,To renovate,No,,,,Apartment block,699000
https://www.immoweb.be/en/classified/house/for-sale/dison/4820/20205853,4,5,Yes,House,,920,,4820 Dison,,,Installed,As new,,,,,House,580000
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/nassogne/6950/20264845,,,,Nassogne-Rue Saint-Monon,,,,6950 Nassogne,,,,,,,,,Nassogne-Rue Saint-Monon,From334900To349900
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20143525,3,5,Yes,House,,1500,,1150 Woluwe-Saint-Pierre,,,Not installed,To be done up,No,,,,House,1315000
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20123413,2,4,,House,,50,,1030 Schaerbeek,,,Installed,Good,No,,,,House,440000
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1120/20252859,3,4,,House,,,,1120 Bruxelles,,27,Hyper equipped,As new,No,,,,House,770000
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20282385,2,3,,House,,,,9230 WETTEREN,,4,Installed,Just renovated,,,,,House,250000
https://www.immoweb.be/en/classified/house/for-sale/schriek/2223/20302780,,4,,House,,,,2223 Schriek,,,,,,,,,House,269000
https://www.immoweb.be/en/classified/house/for-sale/sint-truiden/3800/20304229,4,3,Yes,House,,1500,,3800 Sint-Truiden,,,,To be done up,No,,,,House,289000
https://www.immoweb.be/en/classified/house/for-sale/namur/5001/20265144,4,4,,House,,300,,5001 Namur,,36,Installed,Good,No,,,,House,389000
https://www.immoweb.be/en/classified/house/for-sale/gent-sint-amandsberg/9040/20303989,2,3,,House,,45,,9040 Gent Sint-Amandsberg,,,Installed,As new,No,,,,House,469000
https://www.immoweb.be/en/classified/house/for-sale/asse/1730/20302514,4,5,Yes,House,,140,,,,,Hyper equipped,As new,,,,,House,549000
https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20304443,,4,,House,,,,1325 CHAUMONT-GISTOUX,,,,Just renovated,,,,,House,675000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/habay-habay-la-neuve/6720/20303048,4,6,Yes,Exceptional property,,1138,,,,,Hyper equipped,As new,,,,,Exceptional property,940000
https://www.immoweb.be/en/classified/mansion/for-sale/sint-amands/2890/20304566,2,6,,Mansion,,,,2890 Sint-Amands,,,,Good,,,,,Mansion,1095000
https://www.immoweb.be/en/classified/mansion/for-sale/saint-gilles/1060/20303962,2,5,,Mansion,,230,,1060 SAINT-GILLES,,50,Installed,Good,,,,,Mansion,1150000
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20303159,4,6,Yes,Villa,,,,2930 Brasschaat,,,,As new,,,,,Villa,1995000
https://www.immoweb.be/en/classified/house/for-sale/oostrozebeke/8780/20286807,,3,Yes,House,,,,8780 Oostrozebeke,,,Installed,Good,,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20287628,,3,Yes,House,,,,9000 Gent,,,,Good,No,,,,House,249000
https://www.immoweb.be/en/classified/house/for-sale/beaufays/4052/20286486,4,3,Yes,House,,,,4052 BEAUFAYS,,,Semi equipped,Good,,,,,House,489000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20285522,,4,Yes,House,,,,9000 Gent,,,Installed,Good,,,,,House,765000
https://www.immoweb.be/en/classified/house/for-sale/grembergen/9200/20272160,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20167234,4,5,,House,,911,,6900 Marche-en-Famenne,,45,Installed,Good,No,,,,House,525000
https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20312593,3,3,,House,,198,,4400 Fl�malle,,38,,To renovate,,,,,House,40000
https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/20311392,3,3,,House,,,,5570 BEAURAING,,,,To restore,,,,,House,109000
https://www.immoweb.be/en/classified/house/for-sale/berneau/4607/20313617,2,4,,House,,127,,4607 Berneau,,,,To renovate,,,,,House,165000
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20311405,2,3,Yes,House,,,,2845 Niel,,,Installed,Good,No,,,,House,279000
https://www.immoweb.be/en/classified/apartment-block/for-sale/leuven/3010/20312992,2,6,,Apartment block,,,,3010 Leuven,,,,,No,,,,Apartment block,445000
https://www.immoweb.be/en/classified/villa/for-sale/zoersel/2980/20313817,4,3,Yes,Villa,,,,2980 Zoersel,,,Hyper equipped,,,,,,Villa,669000
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20313825,2,4,,House,,308,,,,20,Hyper equipped,To be done up,No,,,,House,850000
https://www.immoweb.be/en/classified/villa/for-sale/nieuwpoort/8620/20312228,,3,,Villa,,,,,,,Installed,To renovate,Yes,,,,Villa,975000
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20243127,2,4,,House,,84,,4100 Seraing,,10,Installed,Good,No,,,,House,199000
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20295689,2,4,,House,,,,4000 LI�GE,,,Semi equipped,To be done up,,,,,House,265000
https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/20289714,3,3,,House,,300,,1650 BEERSEL,,,Semi equipped,To renovate,,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/20296144,4,3,,House,,,,1470 Genappe,,25,,To renovate,No,,,,House,349000
https://www.immoweb.be/en/classified/house/for-sale/la-bruyere/5080/20242227,4,3,,House,,1400,,5080 La Bruy�re,,20,Hyper equipped,Good,No,,,,House,385000
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20261269,4,5,,House,,,,9340 LEDE,,,,Good,,,,,House,399850
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/borgerhout/2140/20260392,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oostakker/9041/20295175,3,3,,House,,407,,9041 Oostakker,,,Installed,Good,No,,,,House,450000
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20296957,,3,,House,,770,,9340 Lede,,,,Good,No,,,,House,469523
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20295505,2,3,,House,,,,2800 MECHELEN,,12,Installed,Good,,,,,House,539000
https://www.immoweb.be/en/classified/house/for-sale/aalter-bellem/9881/20295813,4,5,Yes,House,,1520,,9881 Aalter Bellem,,,Hyper equipped,Good,No,,,,House,595000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/dendermonde/9200/20295157,2,5,,Mixed-use building,,237,,9200 Dendermonde,,60,Hyper equipped,As new,No,,,,Mixed-use building,692000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/dendermonde/9200/20295158,2,5,,Exceptional property,,237,,9200 Dendermonde,,60,Hyper equipped,As new,No,,,,Exceptional property,692000
https://www.immoweb.be/en/classified/exceptional-property/for-sale/sprimont/4140/20165102,4,7,Yes,Exceptional property,,10669,,4140 Sprimont,,,Installed,Good,No,,,,Exceptional property,990000
https://www.immoweb.be/en/classified/villa/for-sale/lombardsijde/8434/11406957,,6,Yes,Villa,,,,8434 Lombardsijde,,,,Good,,,,,Villa,759000
https://www.immoweb.be/en/classified/house/for-sale/wenduine/8420/20071155,,3,Yes,House,,,,8420 Wenduine,,,Installed,To be done up,No,,,,House,395000
https://www.immoweb.be/en/classified/apartment-block/for-sale/ixelles/1050/20266786,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/charleroi-couillet/6010/20309638,2,4,Yes,Exceptional property,,215,,6010 Charleroi Couillet,,,Installed,As new,,,,,Exceptional property,449000
https://www.immoweb.be/en/classified/house/for-sale/obaix/6230/20291740,3,3,,House,,350,,6230 Obaix,,,Installed,To be done up,No,,,,House,240000
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20291281,2,5,,House,,,,4040 Herstal,,76,Installed,Good,No,,,,House,499000
https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/20291496,4,3,,House,,915,,8310 Sint-Kruis,,,Installed,To renovate,No,,,,House,499000
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20290241,4,4,,House,,400,,9200 Dendermonde,,25,Installed,As new,,,,,House,479000
https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/20188376,2,6,,Mansion,,120,,1050 Ixelles,,40,Installed,As new,No,,,,Mansion,1320000
https://www.immoweb.be/en/classified/house/for-sale/oostrozebeke/8780/20267014,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/kortrijk/8500/20267383,,4,,Mansion,,,,8500 Kortrijk,,30,,To renovate,No,,,,Mansion,319000
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20108270,2,5,,House,,175,,1950 Kraainem,,18,Hyper equipped,As new,No,,,,House,1070000
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20241989,3,3,Yes,House,,170,,9230 Wetteren,,,Hyper equipped,Good,,,,,House,295000
https://www.immoweb.be/en/classified/villa/for-sale/malle/2390/20255201,4,4,Yes,Villa,,1300,,2390 MALLE,,,,Just renovated,,,,,Villa,599900
https://www.immoweb.be/en/classified/house/for-sale/lichtaart/2460/20254116,4,4,Yes,House,,,,2460 LICHTAART,,,Semi equipped,Good,,,,,House,669000
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20301857,2,4,Yes,House,,133,,9630 Zwalm,,,Installed,Good,No,,,,House,240000
https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/20302034,2,2,Yes,House,,,,8540 DEERLIJK,,,Semi equipped,To be done up,,,,,House,270000
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20299629,,3,Yes,House,,,,8800 Roeselare,,,,,,,,,House,370000
https://www.immoweb.be/en/classified/apartment-block/for-sale/vottem/4041/20301327,2,2,,Apartment block,,,,4041 VOTTEM,,51,,,,,,,Apartment block,390000
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20300915,2,4,,House,,,,2800 Mechelen,,,Installed,Good,,,,,House,550000
https://www.immoweb.be/en/classified/apartment-block/for-sale/zwijnaarde/9052/20300223,,,,Apartment block,,,,9052 Zwijnaarde,,,,,,,,,Apartment block,660000
https://www.immoweb.be/en/classified/house/for-sale/kortrijk-marke/8510/20301041,4,4,Yes,House,,,,8510 Kortrijk Marke,,,Hyper equipped,Good,No,,,,House,849000
https://www.immoweb.be/en/classified/villa/for-sale/duffel/2570/20300517,,5,Yes,Villa,,,,2570 DUFFEL,,,Installed,Good,,,,,Villa,889000
https://www.immoweb.be/en/classified/house/for-sale/duffel/2570/20300516,,5,Yes,House,,,,2570 DUFFEL,,,Installed,Good,,,,,House,889000
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20302019,2,,,Apartment block,,,,1030 SCHAERBEEK,,2,,,,,,,Apartment block,945000
https://www.immoweb.be/en/classified/villa/for-sale/ohain/1380/20302586,4,5,Yes,Villa,,,,,,,Installed,Good,,,,,Villa,1770000
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20300341,4,5,Yes,Villa,,,,,,,,As new,No,,,,Villa,1795000
https://www.immoweb.be/en/classified/house/for-sale/bouillon-ucimont/6833/20250169,3,3,Yes,House,,30,,6833 Bouillon Ucimont,,,,To renovate,No,,,,House,59900
https://www.immoweb.be/en/classified/house/for-sale/liege-chenee/4032/20276541,3,1,,House,,50,,4032 Li�ge Ch�n�e,,,Installed,Good,No,,,,House,115000
https://www.immoweb.be/en/classified/house/for-sale/lo-reninge/8647/20285303,,4,Yes,House,,,,8647 Lo-Reninge,,,Semi equipped,To renovate,No,,,,House,149000
https://www.immoweb.be/en/classified/house/for-sale/remicourt/4350/20227017,2,4,Yes,House,,730,,4350 Remicourt,,,Semi equipped,To renovate,No,,,,House,210000
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20283497,2,2,,House,,,,8000 Brugge,,,Installed,Good,,,,,House,245000
https://www.immoweb.be/en/classified/bungalow/for-sale/houthulst/8650/20285305,,3,,Bungalow,,,,8650 Houthulst,,,Semi equipped,To renovate,No,,,,Bungalow,249000
https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20250649,2,4,,House,,,,4420 Saint-Nicolas,,,Installed,Good,No,,,,House,250000
https://www.immoweb.be/en/classified/house/for-sale/ruisbroek-2870/2870/10929269,3,2,,House,,,,2870 Ruisbroek (2870),,,,To renovate,,,,,House,259000
https://www.immoweb.be/en/classified/apartment-block/for-sale/trois-ponts/4980/20250409,2,3,,Apartment block,,69,,4980 Trois-ponts,,15,Semi equipped,To be done up,No,,,,Apartment block,275000
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20284593,2,3,Yes,House,,66,,9800 Deinze,,,Installed,Good,No,,,,House,279000
https://www.immoweb.be/en/classified/house/for-sale/gingelom/3890/20265119,3,3,Yes,House,,280,,3890 Gingelom,,,Not installed,Good,No,,,,House,285000
https://www.immoweb.be/en/classified/house/for-sale/lede/9340/20277191,2,3,Yes,House,,,,9340 Lede,,,Hyper equipped,As new,,,,,House,299000
https://www.immoweb.be/en/classified/bungalow/for-sale/faimes/4317/20276004,4,3,,Bungalow,,1900,,4317 Faimes,,40,Not installed,Good,No,,,,Bungalow,310000
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20221886,2,3,,House,,,,9300 Aalst,,17,Installed,Good,,,,,House,339000
https://www.immoweb.be/en/classified/house/for-sale/libin-villance/6890/20219843,4,6,,House,,280,,"6890 Libin, Villance",,25,Installed,,No,,,,House,369000
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20257994,2,2,,House,,,,1160 Auderghem,,50,Installed,To renovate,No,,,,House,375000
https://www.immoweb.be/en/classified/mansion/for-sale/tournai/7500/20158502,2,5,,Mansion,,164,,7500 Tournai,,17,Hyper equipped,Good,No,,,,Mansion,375000
https://www.immoweb.be/en/classified/house/for-sale/baardegem/9310/20229800,4,4,,House,,,,9310 Baardegem,,,,To be done up,No,,,,House,375000
https://www.immoweb.be/en/classified/house/for-sale/steinbach/6670/20188592,3,4,Yes,House,,203,,6670 Steinbach,,,Installed,Good,Yes,,,,House,379000
https://www.immoweb.be/en/classified/bungalow/for-sale/merelbeke/9820/20283630,,3,Yes,Bungalow,,,,9820 MERELBEKE,,,Semi equipped,Good,,,,,Bungalow,460000
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20283629,,3,Yes,House,,,,9820 MERELBEKE,,,Semi equipped,Good,,,,,House,460000
https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/20243925,3,3,,House,,250,,9120 Beveren,,20,Hyper equipped,As new,No,,,,House,529000
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gent/9000/20275715,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/ronse/9600/20242282,2,7,,Apartment block,,,,9600 Ronse,,69,Installed,Good,No,,,,Apartment block,579000
https://www.immoweb.be/en/classified/house/for-sale/staden/8840/20285309,,5,Yes,House,,,,8840 Staden,,,Installed,Good,No,,,,House,649000
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20242476,4,3,Yes,House,,,,8870 Izegem,,,,Good,,,,,House,655000
https://www.immoweb.be/en/classified/country-cottage/for-sale/gingelom/3890/20218527,4,6,,Country house,,,,3890 Gingelom,,,,To renovate,,,,,Country house,768000
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20285232,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/halle/1500/20283570,2,4,Yes,Mansion,,,,1500 Halle,,,Hyper equipped,Good,No,,,,Mansion,945000
https://www.immoweb.be/en/classified/mansion/for-sale/sint-pieters-leeuw/1600/20283569,2,4,Yes,Mansion,,,,1600 Sint-Pieters-Leeuw,,,Hyper equipped,Good,No,,,,Mansion,945000
https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/20265369,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/de-haan/8420/20243568,3,4,Yes,House,,,,8420 De Haan,,,,Good,,,,,House,1195000
https://www.immoweb.be/en/classified/villa/for-sale/sint-truiden/3800/20206029,4,4,Yes,Villa,,,,3800 Sint-Truiden,,,Hyper equipped,As new,No,,,,Villa,1300000
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20142419,2,4,Yes,House,,,,8300 Knokke-Heist,,,Hyper equipped,Just renovated,,,,,House,1495000
https://www.immoweb.be/en/classified/apartment-block/for-sale/elsene/1050/20231551,2,,,Apartment block,,,,1050 Elsene,,,Hyper equipped,As new,Yes,,,,Apartment block,4000000
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20275454,,4,,House,,,,9620 Zottegem,,,,To renovate,,,,,House,215000
https://www.immoweb.be/en/classified/house/for-sale/evere/1140/20275005,2,4,,House,,74,,1140 Evere,,,Not installed,To renovate,No,,,,House,290000
https://www.immoweb.be/en/classified/house/for-sale/beernem/8730/20275346,,3,Yes,House,,,,8730 Beernem,,,Installed,Good,,,,,House,290000
https://www.immoweb.be/en/classified/house/for-sale/sirault/7332/20261264,4,6,,House,,931,,7332 SIRAULT,,,Installed,Good,,,,,House,345000
https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20273452,4,4,,House,,,,9160 LOKEREN,,,Semi equipped,To renovate,,,,,House,395000
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20273941,2,5,,House,,50,,1200 Woluwe-Saint-Lambert,,14,Hyper equipped,As new,No,,,,House,790000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20310537,,2,,House,,,,9000 Gent,,,Installed,Good,No,,,,House,299000
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20310443,,3,,House,,,,9000 Gent,,,,To renovate,No,,,,House,310000
