URL,Type of property,Terrace,Open fire,Price,Garden Area,Surface of the land,Terrace Area,Number of rooms,Subtype of property,Fully equipped kitchen,State of the building,Locality,Living Area,Number of facades,Surface area of the plot of land,Swimming pool,Garden,Furnished
https://www.immoweb.be/en/classified/house/for-sale/aubange-halanzy/6792/20283751,House,,,270000,40,,40,3,House,,Good,6792 Aubange Halanzy,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/aubange-halanzy/6792/20283724,House,Yes,,435000,900,,,3,House,,Good,6792 Aubange Halanzy,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7330/20310515,House,,,325000,,,10,3,House,Hyper equipped,As new,7330 Saint-Ghislain,,2,,,,No
https://www.immoweb.be/en/classified/exceptional-property/for-sale/gent/9000/20310818,Exceptional property,,,700000,,,30,5,Exceptional property,Installed,To renovate,9000 Gent,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/grivegnee/4030/20294036,House,,,248000,155,,12,2,House,Installed,Good,4030 GRIVEGNEE,,3,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wetteren/9230/20286906,COOPPALLAAN WETTEREN,,,From406000To450000,,,,,COOPPALLAAN WETTEREN,,,9230 WETTEREN,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20308510,House,,,185000,,,20,4,House,,Just renovated,9600 RONSE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20308209,House,Yes,,249000,,,,4,House,Not installed,To renovate,9420 Erpe-Mere,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20307256,House,,,269000,100,,,3,House,Hyper equipped,As new,9600 Ronse,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20307983,House,Yes,,369000,,,,5,House,,Good,9050 Gentbrugge,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/ronse/9600/20308506,Villa,Yes,,450000,,,,3,Villa,Installed,Good,9600 RONSE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20308859,House,,,850000,88,,18,5,House,Hyper equipped,Good,1160 Auderghem,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20307699,House,,,875000,,,21,4,House,Hyper equipped,To be done up,1040 Etterbeek,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20307701,House,,,875000,,,21,4,House,Hyper equipped,To be done up,1050 Ixelles,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/sint-idesbald/8670/20305882,House,,,875000,,,,4,House,Installed,To renovate,8670 Sint-Idesbald,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20288711,House,,,299000,103,,,2,House,Installed,As new,2610 WILRIJK,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20313828,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20313832,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20313829,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20315897,House,Yes,,149900,140,,,2,House,,Good,9630 Zwalm,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/sleidinge/9940/20316465,House,,,225000,,,,2,House,Installed,To be done up,9940 Sleidinge,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/moerkerke/8340/20312239,House,Yes,,275000,,,,2,House,,,8340 Moerkerke,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/20312293,House,,,318000,,,,3,House,,Good,9880 Aalter,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ertvelde/9940/20316087,House,Yes,,329000,,,,2,House,Installed,Good,9940 ERTVELDE,,3,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20316823,Apartment block,,,400000,,,10,4,Apartment block,Installed,Good,1030 Schaerbeek,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/raeren/4730/20317009,House,,,1590000,,,,6,House,,Good,4730 Raeren,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20300392,House,,,229000,500,,15,4,House,Semi equipped,Good,9600 Ronse,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/heverlee/3001/20298946,House,,,269000,,,7,2,House,,To renovate,3001 HEVERLEE,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20298713,House,,,289000,,,80,5,House,Installed,Good,4101 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/20297598,House,,,380000,,,137,3,House,,Good,8020 Ruddervoorde,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20297037,House,,,445000,,,,3,House,Installed,Good,9660 Brakel,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9000/20294413,Apartment block,,,625000,,,,4,Apartment block,Installed,To be done up,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/town-house/for-sale/uccle/1180/20297787,Town-house,,,699000,85,,3,4,Town-house,Installed,To renovate,1180 Uccle,,2,,,,No
https://www.immoweb.be/en/classified/town-house/for-sale/affligem/1790/20309091,Town-house,,,415000,,,20,3,Town-house,Hyper equipped,As new,1790 Affligem,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/deinze/9800/20291312,Villa,,,695000,1105,,124,3,Villa,Hyper equipped,Good,9800 Deinze,,4,,,,No
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/20304007,Mixed-use building,,,189000,,,38,4,Mixed-use building,Not installed,Good,4100 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wingene/8750/20301875,House,Yes,,395000,,,,3,House,Installed,Good,8750 Wingene,,,,,,No
https://www.immoweb.be/en/classified/apartment-block/for-sale/geraardsbergen/9500/20304142,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20304121,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/lochristi/9080/20303680,House,Yes,,449000,,,,4,House,,To renovate,9080 Lochristi,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20304150,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/habay-orsinfaing/6724/20304457,Exceptional property,,,749000,1200,,130,5,Exceptional property,Installed,Good,6724 Habay Orsinfaing,,3,,,,Yes
https://www.immoweb.be/en/classified/house/for-sale/fleurus/6220/20314262,House,,,169000,,,6,2,House,Semi equipped,To be done up,6220 FLEURUS,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20312364,House,,,195000,,,,3,House,Installed,To renovate,9230 Wetteren,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312763,House,,,285000,,,,3,House,Semi equipped,To renovate,6700 ARLON,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20310956,House,,,335000,,,,3,House,Installed,Good,9240 Zele,,3,,,,No
https://www.immoweb.be/en/classified/apartment-block/for-sale/gent/9040/20313363,Apartment block,,,390000,,,2,4,Apartment block,,,9040 GENT,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20312448,House,,,749000,405,,25,6,House,Hyper equipped,As new,9990 Maldegem,,4,,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/villers-la-ville/1495/20312470,Exceptional property,,,947000,1674,,100,5,Exceptional property,Installed,As new,,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312744,House,,,990000,,,,5,House,Installed,Good,6700 ARLON,,4,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-nicolas/4420/20295733,Mixed-use building,Yes,,210000,,,,2,Mixed-use building,Semi equipped,Good,4420 SAINT-NICOLAS,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20295336,House,,,220000,,,,3,House,,To renovate,1300 Wavre,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20295539,House,,,299000,35,,,3,House,Semi equipped,To be done up,1800 Vilvoorde,,2,,,,No
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/sint-katelijne-waver/2860/20295086,Mixed-use building,,,365000,41,,48,4,Mixed-use building,Installed,Good,2860 SINT-KATELIJNE-WAVER,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/20296979,House,,,365000,,,20,2,House,,Good,9280 Lebbeke,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20295481,House,,,379000,115,,18,2,House,Installed,Good,4000 LIÈGE,,3,,,,
https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1330/20295617,Villa,,,430000,450,,,3,Villa,Semi equipped,To renovate,1330 Rixensart,,4,,,,No
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/vilvoorde/1800/20308117,De Drie Fonteinen,,,488000,,,,,De Drie Fonteinen,,,1800 Vilvoorde,,,,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/oupeye/4683/20167079,Bungalow,,,299000,100,,20,3,Bungalow,Installed,Good,4683 Oupeye,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20309167,House,,,229000,8,,6,3,House,Hyper equipped,As new,8500 Kortrijk,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20309697,House,,,398000,265,,26,4,House,Semi equipped,,9230 WETTEREN,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20299830,House,,,89000,,,10,2,House,Installed,To renovate,4102 Seraing,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ichtegem/8480/20302606,House,Yes,,179000,,,,4,House,Semi equipped,To renovate,8480 Ichtegem,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wielsbeke/8710/20302375,House,Yes,,249000,,,,5,House,,To renovate,8710 Wielsbeke,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20301612,House,Yes,,289000,,,,3,House,Hyper equipped,Good,9420 Erpe-Mere,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20300172,House,Yes,,299000,,,,2,House,Installed,Good,8530 Harelbeke,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/staden/8840/20302607,House,Yes,,299000,,,,4,House,Installed,Good,8840 Staden,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/sleidinge/9940/20300911,House,,,325000,,,,3,House,Semi equipped,To renovate,9940 SLEIDINGE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/borgerhout/2140/20301812,House,,,359000,78,,20,2,House,Installed,Good,2140 BORGERHOUT,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9050/20302680,House,,,399000,,,10,4,House,Hyper equipped,Good,9050 GENT,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/pont-a-celles/6230/20301161,House,,,400000,,,144,3,House,,Good,6230 Pont-à-Celles,,,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20301622,Villa,Yes,,1290000,,,,3,Villa,Hyper equipped,Good,1180 Uccle,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/saint-leger/6747/20283697,House,,,99000,90,,,3,House,Not installed,To renovate,6747 Saint-Léger,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/virton/6760/20283700,House,,,135000,,,10,3,House,Not installed,To renovate,6760 Virton,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/aubange-rachecourt/6792/20283740,House,,,290000,1100,,,4,House,Not installed,To renovate,6792 Aubange Rachecourt,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/duffel/2570/20284739,House,,,292000,140,,14,3,House,Semi equipped,To renovate,2570 DUFFEL,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/virton-ethe/6760/20283742,House,,,555000,700,,20,7,House,USA installed,Good,6760 Virton Ethe,,4,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/20284882,Apartment block,,,920000,45,,18,8,Apartment block,Hyper equipped,Good,4000 LIÈGE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20309966,House,,,348000,,,,3,House,,Good,9620 Zottegem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20310771,House,Yes,,435000,,,,3,House,Installed,As new,9000 Gent,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/rosee/5620/20305855,House,,,160000,120,,,4,House,Installed,Good,5620 Rosée,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/baudour/7331/20234250,House,Yes,,225000,,,,2,House,Semi equipped,Good,7331 BAUDOUR,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/tollembeek/1570/20307706,House,,,269000,230,,32,3,House,Semi equipped,To renovate,1570 TOLLEMBEEK,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20306656,House,,,305000,,,,4,House,,As new,2845 Niel,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/oostakker/9041/20308204,House,,,375000,,,,3,House,,To renovate,9041 OOSTAKKER,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/20307316,House,,,398000,330,,60,4,House,Installed,Good,4530 VILLERS-LE-BOUILLET,,3,,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/merelbeke/9820/20307417,Bungalow,,,399000,,,,2,Bungalow,Installed,To renovate,9820 Merelbeke,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20306579,House,Yes,,435000,,,,4,House,,To renovate,8000 Brugge,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/kontich/2550/20308247,Villa,Yes,,570000,496,,,5,Villa,Hyper equipped,Good,2550 Kontich,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20305788,House,Yes,,580000,800,,,4,House,Installed,Good,9240 Zele,,4,,,,No
https://www.immoweb.be/en/classified/country-cottage/for-sale/hertsberge/8020/20306517,Country house,Yes,,1690000,,,,3,Country house,,To be done up,8020 Hertsberge,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/bassenge/4690/20288142,House,,,299000,280,,50,3,House,Hyper equipped,As new,4690 Bassenge,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20287732,House,Yes,,398000,,,,3,House,,Good,9700 Oudenaarde,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/sleidinge/9940/20316466,House,,,180000,,,,2,House,Installed,To renovate,9940 Sleidinge,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20315917,House,,,199000,84,,20,3,House,,To renovate,8820 Torhout,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20316953,House,Yes,,199000,,,,2,House,,Good,9320 EREMBODEGEM,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20315576,House,,,310000,,,14,3,House,Installed,To renovate,9000 Gent,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/walhain/1457/20315455,House,,,479000,555,,31,3,House,Hyper equipped,Good,1457 Walhain,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/nevele/9850/20313500,House,Yes,,615000,,,,4,House,Installed,,9850 Nevele,,,,,,No
https://www.immoweb.be/en/classified/exceptional-property/for-sale/liege/4020/20316768,Exceptional property,,,950000,150,,120,10,Exceptional property,Installed,Good,4020 Liège,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20299618,House,,,447500,124,,46,4,House,Hyper equipped,Good,9230 Wetteren,,4,,,,No
https://www.immoweb.be/en/classified/farmhouse/for-sale/vilvoorde/1800/20297336,Farmhouse,,,449000,,,,3,Farmhouse,Installed,To be done up,1800 Vilvoorde,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20297445,House,,,495000,,,,3,House,Semi equipped,To be done up,8930 Menen,,2,,,,
https://www.immoweb.be/en/classified/villa/for-sale/nieuwenhove/9506/20299774,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/borsbeek/2150/20311128,House,,,430000,120,,,5,House,Installed,Good,2150 Borsbeek,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7330/20309830,House,,,350000,,,10,3,House,Hyper equipped,As new,7330 Saint-Ghislain,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7330/20309829,House,,,350000,,,10,3,House,Hyper equipped,As new,7330 Saint-Ghislain,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/hoevenen/2940/20310080,House,,,359000,,,,3,House,Semi equipped,To be done up,2940 HOEVENEN,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/onze-lieve-vrouw-waver/2861/20309750,House,,,835000,,,,5,House,,Good,2861 Onze-Lieve-Vrouw-Waver,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/komen-waasten/7780/20285359,,,,259000,,,,,,,,7780 Komen-Waasten,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20164966,House,,,289000,190,,7,2,House,Semi equipped,To renovate,1300 WAVRE,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/bierges/1301/20161776,House,,,289000,190,,7,2,House,Semi equipped,To renovate,1301 BIERGES,,3,,,,No
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/leopoldsburg/3970/20283224,Sparrenstraat HOB,,,From327000To330000,,,,,Sparrenstraat HOB,,,3970 LEOPOLDSBURG,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/paal/3583/20283222,The One's garden,,,From346067To412638,,,,,The One's garden,,,3583 PAAL,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/leopoldsburg/3970/20255074,"Burgerlijk wonen, vlakbij het centrum!",,,From349500To369500,,,,,"Burgerlijk wonen, vlakbij het centrum!",,,3970 Leopoldsburg,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/antwerpen/2050/20285069,Het Weel - woningen,,,From417500To439500,,,,,Het Weel - woningen,,,2050 ANTWERPEN,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/bruxelles/1130/20277482,LES JARDINS DE HAREN,,,From481000To521000,,,,,LES JARDINS DE HAREN,,,1130 BRUXELLES,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/machelen/1830/20261307,LES JARDINS DE HAREN,,,From481000To521000,,,,,LES JARDINS DE HAREN,,,1830 Machelen,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/woluwe-saint-lambert/1200/20246411,"""Servais-Kinet""",,,995000,,,,,"""Servais-Kinet""",,,1200 Woluwe-Saint-Lambert,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wezembeek-oppem/1970/20177096,"""Elitea""",,,1155000,,,,,"""Elitea""",,,1970 Wezembeek-Oppem,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ixelles/1050/20139480,"""Spring Gardens - Maisons""",,,From1200000To1375000,,,,,"""Spring Gardens - Maisons""",,,1050 Ixelles,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20304661,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20281583,House,Yes,,325000,,,,3,House,Installed,Good,9600 RONSE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/ename/9700/20305230,House,Yes,,425000,,,,2,House,Installed,Good,9700 Ename,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9050/20303527,House,,,449000,23,,30,2,House,Installed,Good,9050 Gent,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/berchem-2600/2600/20304305,House,,,475000,30,,15,3,House,Installed,Good,2600 Berchem (2600),,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/20305210,House,Yes,,629000,,,,2,House,Hyper equipped,Just renovated,8550 Zwevegem,,4,,,,No
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/20303481,Mixed-use building,Yes,,950000,,,,5,Mixed-use building,Semi equipped,To renovate,1030 Schaerbeek,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20302265,House,Yes,,1790000,,,,5,House,Installed,,1180 Uccle,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20311466,House,,,299850,,,7,3,House,Installed,Good,9320 EREMBODEGEM,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20312288,House,,,320000,400,,50,4,House,,To renovate,2300 Turnhout,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/wommelgem/2160/20311577,House,Yes,,329000,405,,,3,House,Semi equipped,To renovate,2160 Wommelgem,,2,,,,No
https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/20313009,House,,,389000,,,,4,House,Installed,Good,8370 BLANKENBERGE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20312758,House,,,395000,,,,3,House,Installed,Good,6790 AUBANGE,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20311375,Villa,Yes,,597500,,,,5,Villa,,,1420 Braine-l'Alleud,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20296352,House,,,249000,,,,3,House,Installed,To renovate,9230 Wetteren,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/eke/9810/20294241,House,,,419000,,,3,3,House,,Good,9810 Eke,,2,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/sint-lievens-houtem/9520/20295807,Villa,Yes,,549000,,,,4,Villa,Installed,Good,9520 Sint-Lievens-Houtem,,4,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/sint-lievens-houtem/9520/20295563,Villa,Yes,,549000,,,,4,Villa,Installed,Good,9520 Sint-Lievens-Houtem,,4,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/fosses-la-ville/5070/20296607,Villa,,,630000,,,,5,Villa,Installed,Just renovated,5070 FOSSES-LA-VILLE,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/20294921,Villa,,,895000,1400,,30,4,Villa,Not installed,To be done up,1640 Rhode-Saint-Genèse,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/angleur/4031/20309366,House,Yes,,275000,,,,2,House,Semi equipped,To be done up,4031 ANGLEUR,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20308043,House,,,290000,,,,3,House,Installed,Just renovated,9100 Sint-Niklaas,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20308678,House,,,399000,,,,2,House,,Good,9000 Gent,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20290913,House,Yes,,452000,,,,2,House,,Good,9630 Zwalm,,4,,,,No
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20291728,Villa,Yes,,1250000,1085,,,4,Villa,Hyper equipped,To renovate,1180 Uccle,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/genk/3600/20316226,Villa,,,695000,,,,3,Villa,,Good,3600 Genk,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/20302603,House,Yes,,349500,,,,3,House,Installed,Good,8650 Houthulst,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/nazareth/9810/20301030,House,Yes,,535000,,,,3,House,Hyper equipped,Good,9810 Nazareth,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/schelle/2627/20302013,House,Yes,,625000,,,,4,House,Installed,Good,2627 SCHELLE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-leger/6747/20283753,House,,,155000,100,,,3,House,Not installed,To renovate,6747 Saint-Léger,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/20310706,House,,,120000,,,40,3,House,Not installed,To renovate,5570 BEAURAING,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-ghislain/7330/20309782,House,,,350000,,,10,3,House,Hyper equipped,As new,7330 Saint-Ghislain,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/herent/3020/20310558,House,,,630000,203,,25,4,House,,,3020 HERENT,,,,,,
https://www.immoweb.be/en/classified/mansion/for-sale/sint-niklaas/9100/20293955,Mansion,,,389000,110,,50,5,Mansion,Installed,Good,9100 SINT-NIKLAAS,,2,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/turnhout/2300/20303535,BEN-woningen Harmoniestraat Turnhout,,,369000,,,,,BEN-woningen Harmoniestraat Turnhout,,,2300 TURNHOUT,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/nieuwpoort/8620/20282631,,,,From485000To512000,,,,,,,,8620 Nieuwpoort,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wezembeek-oppem/1970/20177222,"VILLAS ""ELITEA""",,,1155000,,,,,"VILLAS ""ELITEA""",,,1970 Wezembeek-Oppem,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/meigem/9800/20304663,House,Yes,,685000,,,,3,House,,Good,9800 Meigem,,,,,,No
https://www.immoweb.be/en/classified/house/for-sale/zulte/9870/20308735,House,,,849000,,,,4,House,Installed,Good,9870 ZULTE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/gavere-dikkelvenne/9890/20286576,House,,,417250,314,,40,4,House,Hyper equipped,To be done up,9890 Gavere Dikkelvenne,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20313833,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/jamagne/5600/20316905,House,,,260000,,,,3,House,Installed,Good,5600 JAMAGNE,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20315876,House,,,300000,,,18,3,House,Hyper equipped,As new,9550 Herzele,,3,,,,No
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20315457,House,,,310000,158,,15,2,House,Installed,,5590 CINEY,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/haren-bru/1130/20315032,House,Yes,,499000,,,,5,House,Hyper equipped,,1130 HAREN (BRU.),,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/liedekerke/1770/20316831,House,Yes,,499000,,,,5,House,Hyper equipped,Good,1770 LIEDEKERKE,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20297143,House,Yes,,239000,,,,3,House,Installed,Good,8770 Ingelmunster,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/neufchateau/6840/20297962,House,,,289500,,,,3,House,Installed,Good,6840 Neufchâteau,,4,,,,No
https://www.immoweb.be/en/classified/house/for-sale/staden/8840/20297072,House,Yes,,459000,,,,4,House,Installed,Good,8840 Staden,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20297815,House,,,710000,,,,3,House,Installed,As new,1400 NIVELLES,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/bonheiden/2820/20299784,Villa,,,1165000,400,,75,3,Villa,Installed,Good,2820 BONHEIDEN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/bonheiden/2820/20299781,House,,,1165000,400,,75,3,House,Installed,Good,2820 BONHEIDEN,,4,,,,
https://www.immoweb.be/en/classified/house/for-sale/zeebrugge/8380/20309858,House,Yes,,345000,,,,3,House,,Good,8380 Zeebrugge,,2,,,,
