URL,Number of rooms,Surface area of the plot of land,State of the building,Type of property,Garden Area,Fully equipped kitchen,Price,Garden,Surface of the land,Locality,Subtype of property,Living Area,Furnished,Number of facades,Terrace,Open fire,Terrace Area,Swimming pool
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20163630,,,,"Le Parc du Lion ""Douglas""",,,From372400To699000,,,,"Le Parc du Lion ""Douglas""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/11337212,,,,MERLO 145,,,From372921To630740,,,1180 Uccle,MERLO 145,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zeveneken/9080/20008286,,,,Douro - Stijlvol wonen!,,,From372957To479916,,,9080 Zeveneken,Douro - Stijlvol wonen!,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brasschaat/2930/20113329,,,,Residentie Hemelrijck,,,375000,,,2930 Brasschaat,Residentie Hemelrijck,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/merelbeke/9820/20160177,,,,,,,From375000To560000,,,9820 Merelbeke,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostkamp/8020/20124881,,,,Residentie ECho,,,From379000To985000,,,8020 Oostkamp,Residentie ECho,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/haasrode/3053/20208119,,,,ElsenPOORT,,,From380000To425000,,,3053 Haasrode,ElsenPOORT,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20144197,,,,LES 1 CHAMBRE DU CARRE COGHEN,,,From350000To385000,,,1180 Uccle,LES 1 CHAMBRE DU CARRE COGHEN,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/11385507,,,,,,,388000,,,8300 Knokke-Heist,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/20203044,,,,,,,393396,,,8300 Knokke,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/9099087,,,,Flora,,,394500,,,9000 Gent,Flora,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20032820,,,,"""Metropolitan""",,,From395000To1650000,,,1000 Bruxelles,"""Metropolitan""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/20024447,,,,Residentie Cornelia,,,From395000To520000,,,8000 Brugge,Residentie Cornelia,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/11421827,,,,Residentie Gendarmerie,,,From395000To695000,,,8000 Brugge,Residentie Gendarmerie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/11169011,,,,Residentie De Gendarmerie - Volume B,,,From395000To695000,,,8000 Brugge,Residentie De Gendarmerie - Volume B,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/aalst-9300/9300/11426422,,,,Residentie Carlton,,,From386000To439000,,,9300 Aalst (9300),Residentie Carlton,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/elewijt/1982/20243386,,,,Residentie Ilex,,,From396500To537720,,,1982 Elewijt,Residentie Ilex,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20026110,,,,Utopia Brussel,,,From399000To510000,,,1000 Brussel,Utopia Brussel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/11208536,,,,UTOPIA,,,From399000To510000,,,1000 Bruxelles,UTOPIA,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ukkel/1180/11201206,,,,,,,From399000To650000,,,1180 Ukkel,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/11225765,,,,The W,,,From399000To1449000,,,1200 Woluwe-Saint-Lambert,The W,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen-2000/2000/20177000,,,,The Roastery,,,From399000To975000,,,2000 Antwerpen (2000),The Roastery,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/20040994,,,,De Zeeschorre,,,From399000To1170000,,,8301 Heist-aan-Zee,De Zeeschorre,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussel/1000/20042445,,,,Tour & Taxis Park lane Scarlet,,,From407000To449000,,,1000 Brussel,Tour & Taxis Park lane Scarlet,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/10711757,,,,Residentie Marguerite,,,From407000To764500,,,3000 Leuven,Residentie Marguerite,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/10944879,,,,Marguerite,,,From407000To764500,,,3000 Leuven,Marguerite,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-st-lambert/1200/10991459,,,,Woluxe,,,From410000To960000,,,1200 Woluwe-St-Lambert,Woluxe,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bilzen/3740/10955028,,,,,,,From410000To434000,,,3740 Bilzen,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11430220,,,,Gloria - Gent,,,From419000To425000,,,9000 Gent,Gloria - Gent,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brugge/8000/9586559,,,,Queen's Tower,,,From419850To519000,,,8000 Brugge,Queen's Tower,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/melle/9090/20229857,,,,Nidus,,,From420000To560000,,,9090 Melle,Nidus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zottegem/9620/11428279,,,,Residentie 10-12,,,From420000To510000,,,9620 Zottegem,Residentie 10-12,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bierbeek/3360/20121046,,,,Sint Vincentius,,,From422180To750546,,,3360 Bierbeek,Sint Vincentius,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/20239862,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11457514,,,,Dockside Gardens,,,From430000To442000,,,9000 Gent,Dockside Gardens,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kortrijk/8500/11052908,,,,,,,From440000To481000,,,8500 Kortrijk,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2018/10083851,,,,Antwerp Tower,,,From441730To1712581,,,,Antwerp Tower,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/10190368,,,,Residentie Baelskaai 26,,,From445000To950000,,,8400 Oostende,Residentie Baelskaai 26,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20146845,,,,TWIN FALLS,,,From449000To1095000,,,1200 Woluwe Saint Lambert,TWIN FALLS,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20146330,,,,"""Twin Falls""",,,From449000To1095000,,,1200 Woluwe-Saint-Lambert,"""Twin Falls""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/10292729,,,,R!VERT,,,From449900To1855000,,,,R!VERT,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20055772,,,,"""Alsemberg""",,,450000,,,1180 Uccle,"""Alsemberg""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostduinkerke/8670/11027631,,,,LAYLINE RESIDENCE,,,From450000To1190000,,,,LAYLINE RESIDENCE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen-2050/2050/20021302,,,,RIVO,,,From455900To756400,,,2050 Antwerpen (2050),RIVO,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/nieuwpoort/8620/20186989,,,,,,,458000,,,8620 Nieuwpoort,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20032610,,,,"""Mirage""",,,From465000To490000,,,1140 Evere,"""Mirage""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zoersel/2980/20123945,,,,Residentie Begijnenstraat,,,465000,,,2980 Zoersel,Residentie Begijnenstraat,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20301996,4,,,Apartment,,Installed,465000,,,9000 GENT,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/11430938,,,,"Le Parc du Lion ""Frêne""",,,465600,,,1420 Braine-l'Alleud,"Le Parc du Lion ""Frêne""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/11207211,,,,"Le Parc du Lion ""Frêne""",,,From465600To503000,,,,"Le Parc du Lion ""Frêne""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20027139,,,,"""Woluvert""",,,From475000To995000,,,1150 Woluwe-Saint-Pierre,"""Woluvert""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/schoten/2900/20117311,,,,Residentie Polus,,,From475000To550000,,,2900 SCHOTEN,Residentie Polus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/braine-lalleud/1420/20101667,,,,Alliance - Chapitre 4,,,476200,,,1420 Braine-l'Alleud,Alliance - Chapitre 4,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oudergem/1160/11138277,,,,,,,From480000To655000,,,1160 Oudergem,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/10895591,,,,Saint Job - Uccle,,,From485000To972000,,,1180 Uccle,Saint Job - Uccle,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/9400574,,,,Monument Apartments,,,485000,,,,Monument Apartments,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sint-idesbald/8670/20068724,,,,,,,From485000To695000,,,8670 Sint-Idesbald,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/10041932,,,,Hertog II Hertogensite,,,From486000To586000,,,3000 Leuven,Hertog II Hertogensite,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/10811497,,,,Belliard,,,495000,,,,Belliard,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20156635,,,,"""The W""",,,From495000To1449000,,,1200 Woluwe-Saint-Lambert,"""The W""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/20147891,,,,Fiere Margriet,,,From504463To816226,,,3000 Leuven,Fiere Margriet,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/rixensart/1330/20023745,,,,"""Trium Residence""",,,From505000To610000,,,1330 Rixensart,"""Trium Residence""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20158619,,,,"AZANDE ""Colonel Chaltin""",,,From515000To945000,,,,"AZANDE ""Colonel Chaltin""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waterloo/1410/20157884,,,,Les Jardins de la Station,,,From517750To594200,,,1410 Waterloo,Les Jardins de la Station,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waterloo/1410/9803834,,,,Les Jardins de la Station,,,From517750To594200,,,,Les Jardins de la Station,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/10952586,,,,Les Papillons d'Eden,,,From522500To542500,,,1200 Woluwe-Saint-Lambert,Les Papillons d'Eden,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20182408,,,,VANCOUVER,,,From536500To826500,,,1200 Woluwe-Saint-Lambert,VANCOUVER,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20223518,,,,"""Bemel""",,,539000,,,1150 Woluwe-Saint-Pierre,"""Bemel""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waterloo/1410/20042229,,,,"""WoW RISE""",,,550000,,,1410 Waterloo,"""WoW RISE""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ingelmunster/8770/9551782,,,,Residentie Valora,,,From550000To575000,,,8770 Ingelmunster,Residentie Valora,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/11224833,,,,,,,From554893To618750,,,9000 Gent,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/9441834,,,,Omnia,,,559700,,,8430 Middelkerke,Omnia,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/9979266,,,,Burenberg Parkvilla,,,From561375To1883621,,,3000 LEUVEN,Burenberg Parkvilla,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/11053353,,,,,,,From566998To675405,,,3000 Leuven,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/genappe/1470/20163901,,,,Les Jardins de Saint-Géry,,,590000,,,1470 Genappe,Les Jardins de Saint-Géry,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/genappe/1470/11102639,,,,Les Jardins de Saint-Géry,,,590000,,,1470 Genappe,Les Jardins de Saint-Géry,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20144216,,,,LES 2 CHAMBRES DU CARRE COGHEN,,,From595000To980000,,,1180 Uccle,LES 2 CHAMBRES DU CARRE COGHEN,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/9400586,,,,Garden Apartments,,,599000,,,,Garden Apartments,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20186633,,,,MEYMO,,,649000,,,1000 Bruxelles,MEYMO,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1080/20186635,,,,MEYMO,,,649000,,,1080 Bruxelles,MEYMO,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerpen/2000/10171873,,,,The Vault,,,From650000To685000,,,,The Vault,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10713793,,,,Alphonse,,,From660000To685000,,,,Alphonse,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kapellen/2950/9729847,,,,EIKENHOF,,,661980,,,,EIKENHOF,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-lambert/1200/20139482,,,,"""Mai 76""",,,From680000To735000,,,1200 Woluwe-Saint-Lambert,"""Mai 76""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/afsnee/9051/10883872,,,,CASCADE,,,689000,,,9051 Afsnee,CASCADE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20162339,,,,Tervuren Square,,,From690000To863000,,,1150 Woluwe-Saint-Pierre,Tervuren Square,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20139483,,,,"""Tervuren Square""",,,From690000To750000,,,1150 Woluwe-Saint-Pierre,"""Tervuren Square""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/20003195,,,,"""Delta Penthouses""",,,From725000To830000,,,1160 Auderghem,"""Delta Penthouses""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de-panne/8660/9875543,,,,Residentie Ter Elst,,,From799000To1099000,,,8660 De Panne,Residentie Ter Elst,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/20066625,,,,House 1783,,,From735000To875000,,,8301 Heist-aan-Zee,House 1783,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/20053717,,,,House 1783,,,From735000To875000,,,8301 Heist-aan-Zee,House 1783,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/11068639,,,,Quantum,,,From785000To925000,,,8301 Heist-aan-Zee,Quantum,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waterloo/1410/10911322,,,,WELLINGTON HOUSE,,,From799500To982700,,,1410 Waterloo,WELLINGTON HOUSE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/11062184,,,,Spring Gardens - 6% - EPC A++ - Geothermie,,,810000,,,1050 Ixelles,Spring Gardens - 6% - EPC A++ - Geothermie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20214012,,,,Les Lofts de Molière,,,From850000To895000,,,1190 Forest,Les Lofts de Molière,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/11132324,,,,South View,,,869000,,,8300 Knokke-Heist,South View,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10930802,,,,South View,,,870000,,,8300 Knokke-Heist,South View,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/10722009,,,,The Tower,,,From875000To2650000,,,8300 Knokke,The Tower,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kraainem/1950/20056052,,,,"""Astrid 337""",,,890000,,,1950 Kraainem,"""Astrid 337""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sterrebeek/1933/11033004,,,,STEREA - LIVING ON THE GREEN,,,From891000To1890000,,,1933 Sterrebeek,STEREA - LIVING ON THE GREEN,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10010459,,,,Cosmopolite,,,895000,,,8300 Knokke-Heist,Cosmopolite,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20029482,,,,"""Churchill""",,,1160000,,,1180 Uccle,"""Churchill""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20028800,,,,Parc Montjoie,,,1160000,,,1180 Uccle,Parc Montjoie,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/10268472,,,,The Sixty,,,From1195000To2350000,,,,The Sixty,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/11462667,,,,Domaine de l'Observatoire,,,From1200000To1445000,,,1180 Uccle,Domaine de l'Observatoire,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/20190204,,,,Kusama,,,From1225000To1450000,,,8301 Heist-aan-Zee,Kusama,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de-panne/8660/20149586,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20159821,,,,OBSERVATOIRE,,,From1295000To3300000,,,1180 Uccle,OBSERVATOIRE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/10203219,,,,Asteria 3,,,1295000,,,1180 uccle,Asteria 3,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/20160225,,,,,,,From1300000To1925000,,,8300 Knokke,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/11172012,,,,Le Clos du Halley,,,From1490000To2350000,,,1180 UCCLE,Le Clos du Halley,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/10617079,,,,Clos du Halley,,,From1490000To2350000,,,1180 Uccle,Clos du Halley,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/10588767,,,,Le Cond'Or,,,From1537000To3324000,,,,Le Cond'Or,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/elsene/1050/9200665,,,,Cond'Or,,,1537000,,,1050 Elsene,Cond'Or,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/woluwe-saint-pierre/1150/20032134,,,,VILLA LOBAR,,,From1700000To2375000,,,1150 Woluwe-Saint-Pierre,VILLA LOBAR,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/la-hulpe/1310/11439435,,,,La Hulpe I Laurel,,,From1838000To2099000,,,1310 La Hulpe,La Hulpe I Laurel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/9838928,,,,Res Duinbergen,,,From1950000To3595000,,,8300 Knokke-Heist,Res Duinbergen,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/oostende/8400/9911117,,,,Residentie Central Park Tower,,,2200000,,,8400 Oostende,Residentie Central Park Tower,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/11391834,,,,,,,2950000,,,8300 Knokke-Heist,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20257836,1,,Good,Apartment,,Semi equipped,169000,,,6700 Arlon,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20257887,2,,Good,Apartment,,Installed,199000,,,2100 DEURNE,Apartment,,,3,,,3,
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20316456,2,,As new,Apartment,,Hyper equipped,185000,,,8800 Roeselare,Apartment,,No,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20312329,1,,Good,Apartment,,Installed,225000,,,,Apartment,,Yes,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zelzate/9060/20316017,3,,To be done up,Apartment,,Semi equipped,275000,,,9060 Zelzate,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/beernem/8730/20275479,2,,As new,Duplex,,,295000,,,8730 Beernem,Duplex,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20274049,2,,Just renovated,Apartment,,Installed,349000,,,2930 Brasschaat,Apartment,,,2,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20231390,3,,Good,Apartment,,Hyper equipped,450000,,,1200 Woluwe-Saint-Lambert,Apartment,,No,2,,,15,
https://www.immoweb.be/en/classified/apartment/for-sale/oostduinkerke/8670/20316619,2,,As new,Apartment,,Hyper equipped,690000,,,,Apartment,,No,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20219569,2,,As new,Apartment,,USA hyper equipped,300000,,,1070 Anderlecht,Apartment,,No,2,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20317222,3,,As new,Apartment,,Hyper equipped,750000,,,1040 Etterbeek,Apartment,,,2,,,6,
https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20317221,2,,As new,Penthouse,,Hyper equipped,800000,,,1040 Etterbeek,Penthouse,,,2,,,42,
https://www.immoweb.be/en/classified/apartment/for-sale/heist-op-den-berg/2220/20292062,2,,,Apartment,,Hyper equipped,270000,,,2220 Heist-op-den-Berg,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20293575,2,,As new,Apartment,,Installed,399000,,,8420 De Haan,Apartment,,Yes,,,,15,
https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/20309166,1,,As new,Apartment,,Semi equipped,179000,,,5100 Jambes,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20309423,1,,Good,Apartment,,Installed,269000,,,1050 Ixelles,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20139105,2,,Good,Apartment,,Installed,475000,,,2000 Antwerpen,Apartment,,,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20268649,3,,Good,Apartment,,Semi equipped,238000,,,2660 Hoboken,Apartment,,,2,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/zolder/3550/20269817,2,,Good,Apartment,,,265000,,,3550 Zolder,Apartment,,No,,Yes,,,
https://www.immoweb.be/en/classified/duplex/for-sale/nazareth/9810/20269890,1,,Good,Duplex,,Installed,325000,,,9810 NAZARETH,Duplex,,,4,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20212415,1,,As new,Apartment,,Installed,165000,,,1080 Molenbeek-Saint-Jean,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20267054,2,,Good,Apartment,,Installed,189000,,,1070 Anderlecht,Apartment,,No,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/libramont-chevigny/6800/20280282,1,,As new,Apartment,,Installed,189500,,,6800 Libramont-Chevigny,Apartment,,No,,,,6,
https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/20259746,,,Good,Flat studio,,Hyper equipped,205000,,,1180 Uccle,Flat studio,,No,4,,,18,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20234942,2,,To be done up,Apartment,,Semi equipped,215000,,,4000 Liège,Apartment,,,2,,,10,
https://www.immoweb.be/en/classified/apartment/for-sale/libramont-chevigny/6800/20231384,3,,Just renovated,Apartment,,Hyper equipped,269000,,,6800 Libramont-Chevigny,Apartment,,No,,,,40,
https://www.immoweb.be/en/classified/apartment/for-sale/libramont-chevigny/6800/20228655,3,,Just renovated,Apartment,,Hyper equipped,269000,,,6800 Libramont-Chevigny,Apartment,,No,,,,20,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20231179,2,,As new,Apartment,,Not installed,355000,,,1150 Woluwe-Saint-Pierre,Apartment,,No,3,,,7,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20231790,2,,Good,Apartment,,Hyper equipped,375000,,,1000 Brussel,Apartment,,No,2,,,13,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20222725,2,,As new,Apartment,,Hyper equipped,385000,,,1000 Bruxelles,Apartment,,No,2,,,7,
https://www.immoweb.be/en/classified/duplex/for-sale/anderlecht/1070/20282829,1,,As new,Duplex,,Hyper equipped,385000,,,1070 Anderlecht,Duplex,,No,2,,,27,
