URL,Number of rooms,Surface area of the plot of land,State of the building,Type of property,Garden Area,Fully equipped kitchen,Price,Garden,Surface of the land,Locality,Subtype of property,Living Area,Furnished,Number of facades,Terrace,Open fire,Terrace Area,Swimming pool
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20264602,3,,Good,Apartment,,,499000,,,1000 Bruxelles,Apartment,,No,,,,25,
https://www.immoweb.be/en/classified/loft/for-sale/bruxelles/1000/20264601,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20260335,3,,Just renovated,Apartment,,Hyper equipped,595000,,,1060 Saint-Gilles,Apartment,,No,3,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20301160,2,,As new,Apartment,,Hyper equipped,395000,,,1420 Braine-l'Alleud,Apartment,,No,2,,,15,
https://www.immoweb.be/en/classified/apartment/for-sale/seraing/4100/20297495,2,,To be done up,Apartment,,Installed,190000,,,4100 Seraing,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-leger-saint-leger/6747/20297594,2,,,Apartment,,,248000,,,6747 Saint-Léger (Saint-Léger),Apartment,,No,3,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20299315,2,,Good,Apartment,,Installed,335000,,,1030 SCHAARBEEK,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20296873,3,,,Apartment,,Installed,495000,,,3000 Leuven,Apartment,,,,,,33,
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20311635,2,,Good,Apartment,10000,Semi equipped,159000,,,1400 Nivelles,Apartment,,No,4,,,13,
https://www.immoweb.be/en/classified/apartment/for-sale/oudegem/9200/20264359,2,,Good,Apartment,,Installed,199000,,,9200 OUDEGEM,Apartment,,,,,,7,
https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/20314985,,,Good,Flat studio,,,235000,,,9000 Gent,Flat studio,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/waterloo/1410/20311736,3,,Good,Apartment,,Installed,345000,,,,Apartment,,,3,,,14,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20278927,2,,To be done up,Apartment,,,360000,,,9000 Gent,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/linden/3210/20279357,3,,Good,Penthouse,,Installed,748000,,,3210 Linden,Penthouse,,No,,,,98,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20290766,1,,To be done up,Apartment,,,130000,,,8370 Blankenberge,Apartment,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20290229,4,,Good,Apartment,,Hyper equipped,499900,,,2018 Antwerpen,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tielt-8700/8700/20247787,,,,,,,From222174To330415,,,8700 Tielt (8700),,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/seraing/4100/20306890,2,,Good,Ground floor,300,Semi equipped,109000,,,4100 Seraing,Ground floor,,No,2,,,80,
https://www.immoweb.be/en/classified/apartment/for-sale/gerpinnes/6280/20307236,2,,As new,Apartment,,,239000,,,,Apartment,,,3,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/wijnegem/2110/20308311,2,,,Apartment,90,,285000,,,2110 WIJNEGEM,Apartment,,,,,,20,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20309025,2,,To be done up,Apartment,,USA hyper equipped,299000,,,1000 Brussel,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20307376,,,Just renovated,Flat studio,,Installed,335000,,,1000 Bruxelles,Flat studio,,No,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20307225,1,,As new,Apartment,,Hyper equipped,395000,,,1050 Ixelles,Apartment,,,3,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/berchem/2600/20261434,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20258704,2,,Good,Apartment,,Installed,345000,,,9000 Gent,Apartment,,No,,,,10,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2018/2018/20275300,1,,To renovate,Apartment,,,195000,,,2018 Antwerpen (2018),Apartment,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20277728,2,,Just renovated,Apartment,,Installed,199000,,,2100 DEURNE,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-eloois-vijve/8793/20275310,2,,Good,Apartment,,,259000,,,8793 Sint-Eloois-Vijve,Apartment,,No,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20275860,2,,Good,Apartment,,Semi equipped,295000,,,9700 OUDENAARDE,Apartment,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/nieuwpoort/8620/20275451,3,,Just renovated,Apartment,,Installed,549000,,,8620 Nieuwpoort,Apartment,,No,,Yes,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2000/20277730,1,,As new,Ground floor,93,Installed,649000,,,2000 ANTWERPEN,Ground floor,,,2,,,18,
https://www.immoweb.be/en/classified/loft/for-sale/antwerpen/2000/20277729,1,,As new,Loft,93,Installed,649000,,,2000 ANTWERPEN,Loft,,,2,,,18,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20272142,1,,As new,Apartment,93,Installed,649000,,,2000 ANTWERPEN,Apartment,,,2,,,18,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20275238,3,,Just renovated,Apartment,,Hyper equipped,845000,,,8300 Knokke-Heist,Apartment,,Yes,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20298639,1,,As new,Apartment,,Hyper equipped,290000,,,1420 Braine-l'Alleud,Apartment,,No,2,,,19,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20298858,2,,As new,Apartment,,Hyper equipped,395000,,,1420 Braine-l'Alleud,Apartment,,No,2,,,13,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20298641,3,,As new,Apartment,,Hyper equipped,450000,,,1420 Braine-l'Alleud,Apartment,,No,3,,,20,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20295803,1,,Good,Apartment,,Installed,169000,,,1050 Ixelles,Apartment,,No,2,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-borgerhout/2140/20295588,3,,To be done up,Apartment,,Installed,184900,,,2140 Antwerpen Borgerhout,Apartment,,No,2,,,22,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20295024,2,,Good,Apartment,,Installed,265000,,,1030 SCHAERBEEK,Apartment,,,2,,,15,
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20296734,2,,To be done up,Apartment,,Semi equipped,319000,,,1160 Auderghem,Apartment,,No,2,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20295406,3,,As new,Apartment,,Hyper equipped,399000,,,1060 SAINT-GILLES,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20294890,2,,Good,Apartment,,Installed,399000,,,1180 Uccle,Apartment,,No,2,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311554,1,,Good,Apartment,,,184000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/andenne/5300/20311556,1,,Good,Ground floor,,,189000,,,5300 Andenne,Ground floor,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311455,1,,Good,Apartment,,,189000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/andenne/5300/20311570,1,,Good,Ground floor,,,194000,,,5300 Andenne,Ground floor,,No,4,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311452,1,,Good,Apartment,,,196000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311643,2,,Good,Apartment,,,235000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/andenne/5300/20311648,2,,Good,Ground floor,,,245000,,,5300 Andenne,Ground floor,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311645,2,,Good,Apartment,,,245000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311642,2,,Good,Apartment,,,245000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/andenne/5300/20311558,2,,Good,Ground floor,,,245000,,,5300 Andenne,Ground floor,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311457,2,,Good,Apartment,,,245000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311644,2,,Good,Apartment,,,250000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311560,2,,Good,Apartment,,,250000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311557,2,,Good,Apartment,,,250000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311454,2,,Good,Apartment,,,255000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311562,2,,Good,Apartment,,,260000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311456,2,,Good,Apartment,,,260000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/andenne/5300/20311646,2,,Good,Ground floor,,,265000,,,5300 Andenne,Ground floor,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311450,2,,Good,Apartment,,,270000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311561,2,,Good,Apartment,,,275000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311453,2,,Good,Apartment,,,275000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/andenne/5300/20311563,2,,Good,Apartment,,,295000,,,5300 Andenne,Apartment,,No,4,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/andenne/5300/20311559,2,,Good,Penthouse,,,345000,,,5300 Andenne,Penthouse,,No,4,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/andenne/5300/20311451,3,,Good,Penthouse,,,375000,,,5300 Andenne,Penthouse,,No,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20310569,2,,Good,Apartment,,Installed,275000,,,2140 ANTWERPEN,Apartment,,,,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20270976,1,,Just renovated,Apartment,,USA installed,199000,,,2060 ANTWERPEN,Apartment,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20270054,2,,Just renovated,Apartment,,Hyper equipped,1190000,,,8300 Knokke-Zoute,Apartment,,No,3,Yes,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/turnhout/2300/20289928,2,,,Penthouse,,Hyper equipped,980000,,,2300 TURNHOUT,Penthouse,,,4,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20306084,2,,,Apartment,228,Installed,289580,,,9300 AALST,Apartment,,,4,,,16,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20308011,1,,As new,Apartment,,Hyper equipped,365000,,,1060 Saint-Gilles,Apartment,,No,2,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20308008,2,,As new,Apartment,,Hyper equipped,490000,,,1060 Saint-Gilles,Apartment,,No,2,,,7,
https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20303554,1,,,Apartment,,Installed,219000,,,2160 Wommelgem,Apartment,,,2,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20303556,2,,,Apartment,,Installed,289000,,,2160 Wommelgem,Apartment,,,2,,,4,
https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20302506,3,,To renovate,Duplex,,Semi equipped,300000,,,1190 Forest,Duplex,,No,2,,,32,
https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20303555,3,,,Apartment,,Installed,329000,,,2160 Wommelgem,Apartment,,,2,,,9,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20303480,2,,As new,Apartment,,Hyper equipped,350000,,,,Apartment,,No,4,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20302135,1,,As new,Apartment,,Not installed,445000,,,,Apartment,,No,2,,,80,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20302372,2,,As new,Apartment,,Installed,595000,,,9000 Gent,Apartment,,No,,,,,
https://www.immoweb.be/en/classified/loft/for-sale/bruxelles/1000/20302132,3,,As new,Loft,,Hyper equipped,895000,,,,Loft,,No,3,,,10,
https://www.immoweb.be/en/classified/loft/for-sale/molenbeek-saint-jean/1080/20302134,3,,As new,Loft,,Hyper equipped,895000,,,,Loft,,No,3,,,10,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20083690,1,,To be done up,Apartment,,Hyper equipped,139500,,,1070 Anderlecht,Apartment,,No,2,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20151621,1,,To be done up,Apartment,,Not installed,139900,,,2060 ANTWERPEN,Apartment,,,3,,,2,
https://www.immoweb.be/en/classified/flat-studio/for-sale/borgerhout/2140/20105266,1,,To be done up,Flat studio,,Semi equipped,149900,,,2140 BORGERHOUT,Flat studio,,,2,,,8,
https://www.immoweb.be/en/classified/flat-studio/for-sale/oostende/8400/20181127,,,Just renovated,Flat studio,,Installed,150000,,,8400 Oostende,Flat studio,,,1,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20016425,2,,Good,Apartment,,Semi equipped,160000,,,4020 Liège,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20228934,2,,Good,Apartment,,Semi equipped,169000,,,4000 Liège,Apartment,,No,2,,,3,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20189302,2,,To be done up,Apartment,,Semi equipped,175000,,,2600 BERCHEM,Apartment,,,2,,,12,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2610/20217219,1,,To renovate,Apartment,,Semi equipped,175000,,,2610 ANTWERPEN,Apartment,,,2,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20105270,2,,Good,Apartment,,Semi equipped,184900,,,2140 BORGERHOUT,Apartment,,,2,,,17,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20240348,1,,Good,Apartment,,Installed,210000,,,1000 BRUSSEL,Apartment,,Yes,2,,,3,
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/20193964,2,,To be done up,Apartment,,Semi equipped,225000,,,2830 WILLEBROEK,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/10419257,2,,As new,Apartment,,Installed,239000,,,1082 Berchem-Sainte-Agathe,Apartment,,No,3,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20242568,3,,Good,Apartment,,Installed,249000,,,2140 BORGERHOUT,Apartment,,,2,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20149840,2,,Good,Apartment,,Semi equipped,249000,,,2600 BERCHEM,Apartment,,,,,,5,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20185558,5,,Good,Apartment,,Installed,249000,,,4000 Liège,Apartment,,No,2,,,12,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4032/20185559,5,,Good,Apartment,,Installed,249000,,,4032 Liège,Apartment,,No,2,,,12,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20106674,2,,As new,Apartment,,Installed,259000,,,2660 HOBOKEN,Apartment,,,2,,,10,
https://www.immoweb.be/en/classified/ground-floor/for-sale/gerpinnes/6280/20156527,2,,As new,Ground floor,,USA installed,270000,,,6280 GERPINNES,Ground floor,,,2,,,37,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11478845,1,,As new,Apartment,,Hyper equipped,279000,,,1070 Anderlecht,Apartment,,No,3,,,17,
https://www.immoweb.be/en/classified/apartment/for-sale/bornem/2880/11187683,2,,Good,Apartment,,Hyper equipped,297000,,,2880 BORNEM,Apartment,,,3,,,22,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11467450,2,,To be done up,Apartment,,Hyper equipped,299000,,,1180 Uccle,Apartment,,No,2,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20201272,2,,Good,Apartment,,Installed,299000,,,2600 BERCHEM,Apartment,,,2,,,17,
https://www.immoweb.be/en/classified/apartment/for-sale/bornem/2880/20014129,2,,Good,Apartment,,Hyper equipped,324000,,,2880 BORNEM,Apartment,,,2,,,9,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11179448,1,,As new,Apartment,,Hyper equipped,325000,,,1200 Woluwe-Saint-Lambert,Apartment,,No,4,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20218592,2,,As new,Apartment,,Hyper equipped,335000,,,1070 Anderlecht,Apartment,,No,2,,,21,
https://www.immoweb.be/en/classified/apartment/for-sale/zellik/1731/11422551,3,,As new,Apartment,,Hyper equipped,365000,,,1731 ZELLIK,Apartment,,,2,,,30,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/11355923,2,,Good,Apartment,,Hyper equipped,375000,,,1000 Brussel,Apartment,,,2,,,2,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2018/2018/20236289,2,,Good,Apartment,,Installed,375000,,,2018 ANTWERPEN 2018,Apartment,,,,,,20,
https://www.immoweb.be/en/classified/penthouse/for-sale/heist-aan-zee/8301/11085758,3,,Good,Penthouse,,Installed,549000,,,8301 Heist-aan-Zee,Penthouse,,No,2,,,16,
https://www.immoweb.be/en/classified/service-flat/for-sale/woluwe-saint-pierre/1150/11118372,2,,Good,Service flat,,Installed,550000,,,1150 Woluwe-Saint-Pierre,Service flat,,No,2,,,44,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11468607,3,,Good,Apartment,,Hyper equipped,550000,,,1200 Woluwe-Saint-Lambert,Apartment,,No,2,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/11440090,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20154889,3,,Good,Apartment,,Hyper equipped,639000,,,1180 Uccle,Apartment,,No,2,,,38,
https://www.immoweb.be/en/classified/apartment/for-sale/waterloo/1410/20067543,2,,As new,Apartment,,Hyper equipped,685000,,,1410 Waterloo,Apartment,,No,3,,,16,
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20243744,3,,Just renovated,Apartment,,Installed,685000,,,8301 Heist-aan-Zee,Apartment,,No,2,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20198126,4,,Good,Apartment,,Hyper equipped,1250000,,,1180 Uccle,Apartment,,No,,,,29,
https://www.immoweb.be/en/classified/apartment/for-sale/muizen/2812/20265428,2,,Good,Apartment,,Semi equipped,272000,,,2812 MUIZEN,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20266820,2,,Just renovated,Apartment,,Installed,769000,,,2000 Antwerpen,Apartment,,,2,,,22,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20281780,3,,Just renovated,Apartment,,Installed,395000,,,2610 WILRIJK,Apartment,,,2,,,5,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20281782,3,,Just renovated,Apartment,,Installed,425000,,,2610 WILRIJK,Apartment,,,2,,,5,
https://www.immoweb.be/en/classified/apartment/for-sale/lustin/5170/20236386,2,,Just renovated,Apartment,,Semi equipped,220000,,,5170 LUSTIN,Apartment,,,4,,,6,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4031/20312956,2,,As new,Apartment,,USA installed,259000,,,4031 Liège,Apartment,,,1,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11435800,2,,As new,Apartment,,Hyper equipped,895000,,,8300 Knokke-Heist,Apartment,,No,2,,,11,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20260249,3,,As new,Penthouse,,USA hyper equipped,1199000,,,1000 Bruxelles,Penthouse,,,3,,,12,
https://www.immoweb.be/en/classified/apartment/for-sale/asse/1731/20293957,1,,To renovate,Apartment,100,Not installed,199000,,,1731 Asse,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-amandsberg/9040/20292128,2,,Good,Apartment,,Installed,265000,,,9040 Gent Sint-Amandsberg,Apartment,,No,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20310036,2,,Good,Apartment,,Installed,169000,,,8400 Oostende,Apartment,,No,2,,,4,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-zuid/2018/20310114,1,,As new,Apartment,,Installed,219000,,,2018 Antwerpen-Zuid,Apartment,,Yes,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20305169,3,,As new,Apartment,,Hyper equipped,1160000,,,1180 Uccle,Apartment,,No,2,,,27,
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20278587,2,,Good,Apartment,,Semi equipped,169900,,,8780 Oostrozebeke,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20278349,2,,Good,Apartment,,Installed,249000,,,8380 Zeebrugge,Apartment,,,2,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/haaltert/9450/20041721,2,,Good,Apartment,,,265000,,,9450 Haaltert,Apartment,,No,,,,8,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20278563,2,,Good,Apartment,,,1250000,,,8300 Knokke,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20276769,3,,As new,Apartment,,,1370000,,,8300 Knokke,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20278566,2,,Just renovated,Apartment,,,2595000,,,8300 Knokke,Apartment,,No,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20276778,3,,As new,Apartment,,,2990000,,,8300 Knokke,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20276759,2,,Just renovated,Apartment,,,3950000,,,8300 Knokke,Apartment,,,,Yes,,,
https://www.immoweb.be/en/classified/service-flat/for-sale/lichtervelde/8810/20283312,2,,Good,Service flat,,,295000,,,8810 Lichtervelde,Service flat,,,,,,14,
https://www.immoweb.be/en/classified/service-flat/for-sale/lichtervelde/8810/20285529,2,,Good,Service flat,,,304000,,,8810 Lichtervelde,Service flat,,,,,,18,
https://www.immoweb.be/en/classified/apartment/for-sale/lichtervelde/8810/20283830,2,,Good,Apartment,,,304000,,,8810 Lichtervelde,Apartment,,,,,,18,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20285194,2,,Just renovated,Apartment,,Hyper equipped,695000,,,8300 Knokke-Zoute,Apartment,,Yes,2,Yes,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/middelkerke/8430/11465275,,,,,,,From25000To392000,,,8430 Middelkerke,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/9879367,,,,I Love Hungaria,,,From32000To732021,,,3000 Leuven,I Love Hungaria,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/nieuwpoort/8620/11303319,,,,Residentie Oude Veurnevaart,,,From40000To450000,,,,Residentie Oude Veurnevaart,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/westende/8434/10489033,,,,Cenakel,,,From65000To550000,,,8434 Westende,Cenakel,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wenduine/8420/10750743,,,,Residentie Lauhaz,,,From95000To345000,,,8420 Wenduine,Residentie Lauhaz,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/namur/5000/20230590,,,,Université,,,From117800To189800,,,5000 Namur,Université,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/seraing/4100/20237641,,,,Gastronomia,,,From133000To335000,,,4100 SERAING,Gastronomia,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/luik-4020/4020/11238883,,,,,,,From143000To536400,,,4020 Luik (4020),,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/20033053,,,,"""Carré Coghen""",,,From150000To980000,,,1180 Uccle,"""Carré Coghen""",,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/waregem/8790/10446604,,,,Parkresidentie Juline,,,From150000To525000,,,8790 Waregem,Parkresidentie Juline,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/koekelare/8680/11034424,,,,Residentie Angulus,,,From155750To518500,,,8680 Koekelare,Residentie Angulus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/hasselt/3500/20224186,,,,B-hive,,,From156784To875830,,,3500 Hasselt,B-hive,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/boncelles/4100/11420983,,,,Bol d'Air III,,,From157500To449550,,,4100 BONCELLES,Bol d'Air III,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/jambes/5100/10830096,,,,Résidence GAMEDA,,,From160000To420000,,,,Résidence GAMEDA,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ath/7800/10740542,,,,Ath - Les Jardins de Roselle,,,From163000To289000,,,7800 ATH,Ath - Les Jardins de Roselle,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/11060546,,,,Maison Duysburgh,,,From164500To695000,,,8370 Blankenberge,Maison Duysburgh,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/la-louviere/7100/11224801,,,,LES APPARTEMENTS DE LA MALOGNE,,,From169000To399000,,,,LES APPARTEMENTS DE LA MALOGNE,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zwevegem/8550/10077737,,,,Residentie Sint-Amandus,,,From169955To549722,,,8550 Zwevegem,Residentie Sint-Amandus,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/arlon/6700/20195523,,,,BLANCS PRES - RESIDENCE LAVANDIERE,,,From175000To450000,,,6700 ARLON,BLANCS PRES - RESIDENCE LAVANDIERE,,,,,,,
