URL,Subtype of property,Number of facades,Number of rooms,Price,Living Area,State of the building,Furnished,Terrace,Open fire,Terrace Area,Surface area of the plot of land,Swimming pool,Garden Area,Surface of the land,Garden,Locality,Type of property,Fully equipped kitchen
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/galmaarden/1570/20288930,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/20288873,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2000/20290246,Mixed-use building,2,1,209000,,Good,,,,,,,,,,2000 ANTWERPEN,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/leuven/3000/20289057,House,2,1,245000,,To be done up,No,,,,,,,,,3000 Leuven,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20285823,House,,3,329000,,Good,,Yes,,,,,,,,8800 Roeselare,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wakken/8720/20290772,House,,3,345000,,Good,No,Yes,,,,,,,,8720 Wakken,House,
https://www.immoweb.be/en/classified/country-cottage/for-sale/glabbeek/3384/20288617,Country house,4,3,475000,,To renovate,No,Yes,,,,,384,,,3384 Glabbeek,Country house,Semi equipped
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/zulte/9870/20290695,,,,From485000To535000,,,,,,,,,,,,9870 Zulte,,
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20289990,House,4,3,674000,,Good,No,Yes,,,,,,,,8790 Waregem,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/de-pinte/9840/20287769,House,,3,765000,,Good,No,Yes,,,,,521,,,9840 De Pinte,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/fleron/4620/20267303,House,3,3,229000,,Good,No,,,50,,,200,,,4620 Fl�ron,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20268057,House,3,2,269000,,Just renovated,No,,,25,,,30,,,4680 Oupeye,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/sombreffe/5140/20210853,House,3,4,324000,,Just renovated,,,,,,,340,,,5140 SOMBREFFE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/la-louviere-houdeng-goegnies/7110/20317216,House,2,3,89000,,To be done up,No,Yes,,,,,,,,7110 La Louvi�re Houdeng-Goegnies,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/la-louviere-houdeng-goegnies/7110/20317047,House,3,2,115000,,To be done up,No,Yes,,,,,,,,7110 La Louvi�re Houdeng-Goegnies,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20316037,House,2,2,139000,,Good,No,,,4,,,,,,9500 Geraardsbergen,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/geluwe/8940/20315395,House,,2,175000,,Good,,Yes,,,,,,,,8940 Geluwe,House,
https://www.immoweb.be/en/classified/house/for-sale/assebroek/8310/20315222,House,4,2,219000,,Good,,,,,,,,,,8310 Assebroek,House,
https://www.immoweb.be/en/classified/house/for-sale/assebroek/8310/20315221,House,4,2,229000,,Good,,,,,,,,,,8310 Assebroek,House,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20315699,House,2,2,235000,,Good,,,,,,,,,,9900 EEKLO,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/herentals/2200/20315930,House,3,3,299000,,,No,Yes,,,,,,,,2200 Herentals,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/20316048,House,3,6,369000,,To be done up,,Yes,,,,,,,,1650 Beersel,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/oosteeklo/9968/20315702,House,2,4,475000,,,,,,,,,,,,9968 OOSTEEKLO,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/willebroek/2830/20316356,Villa,4,8,749000,,Good,,,,,,,,,,2830 Willebroek,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-latem/9830/20315181,Villa,4,5,845000,,To renovate,,,,20,,,,,,9830 Sint-Martens-Latem,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/de-pinte/9840/20315186,Villa,4,4,1240000,,As new,,,,20,,,,,,9840 De Pinte,Villa,
https://www.immoweb.be/en/classified/villa/for-sale/deurle/9831/20315184,Villa,4,4,1295000,,As new,,,,30,,,,,,9831 Deurle,Villa,
https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20297350,House,4,5,479000,,Good,No,,,25,,,,,,6800 Libramont-Chevigny,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/haaltert/9450/20299557,House,4,3,499000,,Just renovated,,Yes,,,,,,,,9450 HAALTERT,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/20299068,Mixed-use building,2,,525000,,Good,,,,10,,,,,,1000 Bruxelles,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20278234,House,2,3,349000,,Good,,Yes,,,,,17,,,2800 MECHELEN,House,Installed
https://www.immoweb.be/en/classified/bungalow/for-sale/halle/1501/20225370,Bungalow,4,2,395000,,Good,,Yes,,,,,500,,,1501 Halle,Bungalow,
https://www.immoweb.be/en/classified/villa/for-sale/heffen/2801/20277814,Villa,4,4,715000,,Good,,,,80,,,1100,,,2801 HEFFEN,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20309728,House,3,2,179000,,Good,,Yes,,,,,,,,8600 Diksmuide,House,
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20310278,House,3,3,524000,,,No,,,,,,,,,1970 Wezembeek-Oppem,House,
https://www.immoweb.be/en/classified/house/for-sale/angreau/7387/20309884,House,4,3,620000,,Just renovated,No,,,100,,,5000,,,,House,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/20310040,Villa,4,5,687500,,To be done up,,,,28,,,,,,1410 Waterloo,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/vottem/4041/20292132,House,3,3,249000,,To renovate,,,,14,,,318,,,4041 Vottem,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/welle/9473/20293312,House,3,4,475000,,As new,,,,30,,,115,,,9473 Welle,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1853/20307755,House,3,3,385000,,To be done up,,,,13,,,245,,,1853 Grimbergen,House,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/schelle/2627/20254354,,,,From379000To388966,,,,,,,,,,,,2627 Schelle,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/opwijk/1745/20253763,,,,From397820To409890,,,,,,,,,,,,1745 Opwijk,,
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/oud-turnhout/2360/20254636,Parkdomein Neerhof - woningen,,,From450000To499000,,,,,,,,,,,,2360 OUD-TURNHOUT,Parkdomein Neerhof - woningen,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20282265,House,2,3,170000,,To renovate,No,,,,,,,,,9500 Geraardsbergen,House,
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20300776,House,2,3,319000,,To renovate,,,,,,,148,,,,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/berendrecht/2040/20282629,House,,3,335000,,Good,,,,,,,300,,,2040 Berendrecht,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20304695,House,2,2,339000,,To renovate,No,Yes,,,,,58,,,2930 Brasschaat,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/lievegem/9950/20281515,House,3,3,393000,,Good,,Yes,,,,,93,,,9950 LIEVEGEM,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20281319,House,,3,475000,,Good,,Yes,,,,,,,,2580 PUTTE,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/woluwe-saint-lambert/1200/20216003,Mixed-use building,2,1,485000,,Good,No,,,10,,,,,,1200 Woluwe-Saint-Lambert,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/20305370,House,3,4,485000,,Just renovated,No,,,50,,,335,,,1570 Galmaarden,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20304189,House,4,3,649000,,,,,,,,,,,,9800 DEINZE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/koekelberg/1081/20305685,House,2,4,795000,,,No,,,9,,,192,,,1081 Koekelberg,House,
https://www.immoweb.be/en/classified/house/for-sale/aarsele/8700/20287603,House,,3,198000,,To renovate,No,Yes,,,,,,,,8700 Aarsele,House,Semi equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20286868,Mixed-use building,3,4,275000,,To renovate,No,,,,,,550,,,9700 Oudenaarde,Mixed-use building,Not installed
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20285431,House,,3,279000,,To be done up,No,,,,,,,,,9900 Eeklo,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/ronse/9600/20286055,Villa,4,4,629000,,Good,,Yes,,,,,,,,9600 RONSE,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20287220,House,3,4,950000,,As new,No,,,1square meter,,,150,,,1180 Uccle,House,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/niel/2845/20270610,Exceptional property,4,5,764000,,Good,,Yes,,,,,668,,,2845 NIEL,Exceptional property,Installed
https://www.immoweb.be/en/classified/house/for-sale/hal/1500/20316552,House,2,3,295000,,Good,,,,17,,,150,,,1500 Hal,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/marchienne-au-pont/6030/20313262,House,2,2,155000,,Good,No,,,10,,,,,,6030 Marchienne-au-pont,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20312081,House,2,4,169000,,To be done up,No,,,,,,112,,,4000 Li�ge,House,
https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/20313736,House,3,3,235000,,As new,,Yes,,,,,,,,8680 Koekelare,House,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20314114,House,2,1,259000,,As new,,,,,,,27,,,8000 Brugge,House,
https://www.immoweb.be/en/classified/house/for-sale/sint-kruis/8310/20311536,House,,4,297000,,,,,,,,,,,,8310 Sint-Kruis,House,
https://www.immoweb.be/en/classified/house/for-sale/mariakerke/9030/20314270,House,2,4,300000,,To renovate,No,,,,,,225,,,9030 Mariakerke,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/20313733,House,4,3,349000,,To be done up,,,,,,,,,,8680 Koekelare,House,
https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/20314416,House,4,2,387000,,To renovate,,,,,,,,,,8680 Koekelare,House,
https://www.immoweb.be/en/classified/house/for-sale/kortemark/8610/20312175,House,4,3,390000,,Good,,Yes,,,,,,,,8610 Kortemark,House,
https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/20311544,House,3,3,399000,,Good,No,Yes,,,,,,,,1840 Londerzeel,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20312375,House,4,4,499000,,Good,,Yes,,,,,,,,9000 Gent,House,
https://www.immoweb.be/en/classified/house/for-sale/laarne/9270/20312434,House,4,3,545000,,,,Yes,,,,,,,,9270 LAARNE,House,Installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-bruxelles/1000/20314356,Apartment block,2,,675000,,,No,,,,,,,,,1000 Bruxelles (Bruxelles),Apartment block,
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312756,House,4,5,800000,,,,,,,,,,,,6700 ARLON,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/20312748,House,4,5,800000,,,,,,,,,,,,6740 ETALLE,House,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/wepion/5100/20312547,Exceptional property,4,8,899000,,Good,,Yes,,,,,,,,,Exceptional property,Installed
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20312845,House,4,8,1245000,,As new,,Yes,,,,,,,,2500 Lier,House,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20313859,Villa,4,6,1700000,,As new,No,Yes,,,,,,,,2930 Brasschaat,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/ocquier/4560/20297217,House,3,1,119000,,To be done up,,Yes,,,,,,,,4560 OCQUIER,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20295502,House,2,3,299000,,Good,,,,,,,,,,2830 WILLEBROEK,House,
https://www.immoweb.be/en/classified/house/for-sale/egem/8740/20294740,House,3,3,440000,,As new,,,,42,,,305,,,8740 Egem,House,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/tournai/7500/20295302,Mixed-use building,,8,585000,,Good,,,,,,,,,,7500 TOURNAI,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/tournai/7500/20295303,House,,8,585000,,Good,,,,,,,,,,7500 TOURNAI,House,Installed
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen-2060/2060/20297008,Apartment block,,,2350000,,Good,Yes,,,,,,,,,2060 Antwerpen (2060),Apartment block,
https://www.immoweb.be/en/classified/house/for-sale/gougnies/6280/20309723,House,3,3,180000,,Good,,,,,,,,,,6280 GOUGNIES,House,
https://www.immoweb.be/en/classified/house/for-sale/eernegem/8480/20309348,House,2,3,299000,,Good,,Yes,,,,,165,,,8480 Eernegem,House,
https://www.immoweb.be/en/classified/house/for-sale/rhode-saint-genese/1640/20309663,House,3,3,399000,,As new,,,,52,,,415,,,,House,Installed
https://www.immoweb.be/en/classified/bungalow/for-sale/affligem/1790/20309557,Bungalow,4,3,465000,,As new,,Yes,,,,,,,,1790 Affligem,Bungalow,Hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/knokke-heist/8300/20309054,Apartment block,2,4,750000,,To restore,No,,,,,,,,,8300 Knokke-Heist,Apartment block,Not installed
https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/20308889,House,2,3,1950000,,As new,No,Yes,,,,,136,,,1050 Ixelles,House,
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20309710,Villa,4,7,2185000,,Just renovated,No,,,68,,,2114,,,2930 Brasschaat,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/cuesmes/7033/20246955,House,3,3,245000,,Just renovated,,Yes,,,,,269,,,7033 Cuesmes,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/vivegnis/4683/20300979,House,2,2,150000,,To renovate,,,,,,,740,,,4683 VIVEGNIS,House,
https://www.immoweb.be/en/classified/house/for-sale/jambes/5100/20300041,House,2,3,250000,,To restore,,,,12,,,219,,,5100 Jambes,House,
https://www.immoweb.be/en/classified/house/for-sale/villers-le-temple/4550/20301617,House,2,2,295000,,Just renovated,No,,,15,,,350,,,4550 Villers-le-temple,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8972/20301123,House,2,3,320000,,As new,,,,,,,638,,,8972 Poperinge,House,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20302863,House,2,2,399000,,As new,No,Yes,,,,,,,,9300 Aalst,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20300229,House,,2,445000,,,,Yes,,,,,,,,2580 Putte,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/gent/9041/20301098,House,3,3,524000,,As new,No,Yes,,,,,373,,,9041 Gent,House,Hyper equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/eeklo/9900/20301401,Mixed-use building,3,3,650000,,Good,,Yes,,,,,,,,9900 Eeklo,Mixed-use building,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/schaarbeek/1030/20302573,House,,3,699000,,To renovate,,,,,,,,,,1030 Schaarbeek,House,Semi equipped
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/20219625,Mixed-use building,2,1,120000,,Good,No,,,8,,,,,,4100 Seraing,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/saint-hubert/6870/20284252,House,3,4,124000,,Good,,,,,,,,,,6870 Saint-Hubert,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/saint-leger-meixle-tige/6747/20283730,House,2,3,140000,,To renovate,,,,,,,490,,,6747 Saint-L�ger Meixle-Tige,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20223501,House,2,3,169000,,Good,No,,,13,,,128,,,4102 Seraing,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20184278,House,3,5,179000,,To be done up,No,,,20,,,200,,,9600 Ronse,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20275240,House,2,4,199000,,Just renovated,No,,,9,,,,,,4100 Seraing,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/geer/4250/20154721,House,4,3,220000,,To renovate,No,Yes,,,,,600,,,4250 Geer,House,
https://www.immoweb.be/en/classified/house/for-sale/durbuy/6941/20266127,House,4,3,239000,,To renovate,No,Yes,,,,,,,,6941 Durbuy,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/helecine/1357/20244573,House,4,2,249000,,To renovate,No,,,11,,,813,,,1357 H�l�cine,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/20244572,House,4,2,249000,,To renovate,No,,,11,,,813,,,1370 Jodoigne,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/chaudfontaine/4051/20283342,House,2,3,249000,,As new,No,Yes,,,,,36,,,4051 Chaudfontaine,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/han-sur-lesse/5580/20241168,House,2,8,249000,,To renovate,No,,,30,,,520,,,5580 Han-sur-Lesse,House,Semi equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/han-sur-lesse/5580/20241167,Apartment block,2,8,249000,,To renovate,No,,,30,,,520,,,5580 Han-sur-Lesse,Apartment block,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/hotton/6990/20284336,House,4,5,249000,,To renovate,No,Yes,,,,,,,,6990 Hotton,House,Not installed
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20234099,House,3,6,298500,,To be done up,No,,,20,,,350,,,9600 Ronse,House,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/ninove/9402/20275971,House,3,3,335000,,Good,,Yes,,,,,75,,,9402 Ninove,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20273686,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20280347,House,2,5,395000,,Good,No,,,15,,,75,,,9400 Ninove,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/neigem/9403/20266293,House,2,5,395000,,Good,No,,,15,,,75,,,9403 Neigem,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2140/20283664,House,2,4,399900,,To renovate,,,,,,,4,,,2140 ANTWERPEN,House,Semi equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2140/20283662,Apartment block,2,4,399900,,To renovate,,,,,,,4,,,2140 ANTWERPEN,Apartment block,Semi equipped
https://www.immoweb.be/en/classified/house/for-sale/huldenberg/3040/20215300,House,4,3,425000,,To be done up,No,Yes,,,,,900,,,3040 Huldenberg,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/messancy-habergy/6782/20283705,House,2,4,480000,,Just renovated,,,,30,,,,,,6782 Messancy Habergy,House,
https://www.immoweb.be/en/classified/house/for-sale/messancy-habergy/6782/20283715,House,2,4,480000,,Just renovated,,,,30,,,,,,6782 Messancy Habergy,House,
https://www.immoweb.be/en/classified/villa/for-sale/malmedy/4960/20228489,Villa,4,4,485000,,Good,No,,,40,,,1500,,,4960 Malmedy,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/werbomont/4190/20280415,House,4,3,515000,,As new,No,Yes,,,,,2600,,,4190 Werbomont,House,Hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/court-st-etienne/1490/20261248,Apartment block,4,6,519000,,To renovate,No,,,100,,,1500,,,1490 Court-St.-�tienne,Apartment block,Installed
https://www.immoweb.be/en/classified/exceptional-property/for-sale/court-st-etienne/1490/20167751,Exceptional property,4,6,519000,,To renovate,No,,,100,,,1500,,,1490 Court-St.-�tienne,Exceptional property,Installed
https://www.immoweb.be/en/classified/house/for-sale/messancy-habergy/6782/20283714,House,3,4,520000,,Just renovated,,,,30,,,,,,6782 Messancy Habergy,House,
https://www.immoweb.be/en/classified/house/for-sale/messancy-habergy/6782/20283728,House,4,4,520000,,Just renovated,,,,35,,,,,,6782 Messancy Habergy,House,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20283680,House,2,4,665000,,Good,No,Yes,,,,,200,,,1180 Uccle,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/meise/1860/20265768,Villa,4,6,790000,,As new,No,,,80,,,170,,,1860 Meise,Villa,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/watermael-boitsfort/1170/20268571,Villa,4,3,795000,,Good,No,,,42,,,350,,,1170 Watermael-Boitsfort,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20254390,House,2,5,825000,,Good,No,,,18,,,60,,,1030 Schaerbeek,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20268955,House,3,5,880000,,Good,No,,,25,,,260,,,1970 Wezembeek-Oppem,House,Semi equipped
https://www.immoweb.be/en/classified/villa/for-sale/laeken-bru/1020/20233589,Villa,4,4,990000,,Good,No,Yes,,,,,,,,1020 LAEKEN (BRU.),Villa,Hyper equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/woluwe-saint-lambert/1200/20271897,Apartment block,2,11,1390000,,To renovate,No,,,50,,,450,,,1200 Woluwe-Saint-Lambert,Apartment block,Not installed
https://www.immoweb.be/en/classified/house/for-sale/oupeye/4683/20178070,House,2,6,299000,,Good,No,,,26,,,320,,,4683 Oupeye,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/hombeek/2811/20272818,House,3,3,340000,,Good,,,,,,,135,,,2811 Hombeek,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/de-pinte/9840/20309791,Villa,4,4,765000,,As new,No,,,,,,,,,9840 De Pinte,Villa,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20249750,House,3,5,815000,,As new,No,,,20,,,175,,,1150 Woluwe-Saint-Pierre,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20310032,House,2,4,185000,,To renovate,,Yes,,,,,,,,9900 Eeklo,House,
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20310622,House,2,3,215000,,To be done up,,,,,,,40,,,2830 Willebroek,House,
https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/20294304,House,4,3,349000,,,No,,,,,,1200,,,4470 Saint-Georges-sur-Meuse,House,
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20293554,House,,4,469000,,Good,No,,,45,,,640,,,8400 Oostende,House,
https://www.immoweb.be/en/classified/bungalow/for-sale/zottegem/9620/20245396,Bungalow,4,4,349000,,To renovate,No,,,16,,,390,,,9620 Zottegem,Bungalow,Hyper equipped
https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ninove/9400/20247946,,,,From349000To399000,,,,,,,,,,,,9400 Ninove,,
https://www.immoweb.be/en/classified/house/for-sale/vresse-sur-semois/5550/11469196,House,3,2,169000,,Good,,,,20,,,,,,5550 Vresse-sur-Semois,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/libin/6890/20192026,Villa,4,7,360000,,To be done up,,Yes,,,,,500,,,6890 LIBIN,Villa,Semi equipped
https://www.immoweb.be/en/classified/town-house/for-sale/hoboken/2660/20177338,Town-house,2,4,365000,,To be done up,,,,3,,,94,,,2660 HOBOKEN,Town-house,
https://www.immoweb.be/en/classified/apartment-block/for-sale/borgerhout/2140/20181218,Apartment block,2,4,499900,,To be done up,,,,,,,12,,,2140 BORGERHOUT,Apartment block,Installed
https://www.immoweb.be/en/classified/villa/for-sale/sint-pieters-leeuw/1600/20057838,Villa,4,4,769000,,Good,,Yes,,,,,1800,,,1600 SINT-PIETERS-LEEUW,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20056295,House,2,4,795000,,Good,No,,,28,,,50,,,1200 Woluwe-Saint-Lambert,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/laeken/1020/20219724,House,3,6,679000,,Good,No,,,50,,,150,,,1020 Laeken,House,Installed
https://www.immoweb.be/en/classified/villa/for-sale/geraardsbergen/9500/20279616,Villa,4,4,1250000,,Good,No,,,75,,,,,,9500 Geraardsbergen,Villa,
https://www.immoweb.be/en/classified/house/for-sale/bredene/8450/20305268,House,,3,219000,,,,,,,,,,,,8450 Bredene,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20306588,House,2,3,240000,,To renovate,No,,,10,,,84,,,9300 Aalst,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/othee/4340/20306744,House,2,3,249000,,,,,,30,,,105,,,4340 OTH�E,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20307454,House,2,4,274000,,Good,,Yes,,,,,,,,4500 Huy,House,Semi equipped
https://www.immoweb.be/en/classified/apartment-block/for-sale/huy/4500/20307453,Apartment block,2,4,274000,,Good,,Yes,,,,,,,,4500 Huy,Apartment block,Semi equipped
https://www.immoweb.be/en/classified/villa/for-sale/rumillies/7540/20305826,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20305578,House,,4,495000,,,,,,,,,,,,2580 Putte,House,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20307463,House,2,2,549000,,Good,No,,,29,,,278,,,2800 Mechelen,House,Hyper equipped
https://www.immoweb.be/en/classified/villa/for-sale/grembergen/9200/20308840,Villa,,5,995000,,,,Yes,,,,,1605,,,9200 GREMBERGEN,Villa,Installed
https://www.immoweb.be/en/classified/villa/for-sale/grembergen/9200/20308831,Villa,,5,995000,,,,Yes,,,,,1605,,,9200 GREMBERGEN,Villa,Installed
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20288508,House,2,2,185000,,Just renovated,No,,,28,,,,,,9600 Ronse,House,Hyper equipped
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20288232,House,,4,395000,,Just renovated,,,,,,,,,,9400 NINOVE,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/merelbeke/9820/20290756,House,,3,395000,,To renovate,No,,,,,,,,,9820 Merelbeke,House,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/zwalm/9630/20288970,Mixed-use building,4,6,495000,,Good,,,,,,,,,,9630 ZWALM,Mixed-use building,Installed
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20288967,House,4,6,495000,,Good,,,,,,,,,,9630 ZWALM,House,Installed
https://www.immoweb.be/en/classified/house/for-sale/itegem/2222/20289421,House,4,3,518000,,,,,,50,,,475,,,2222 ITEGEM,House,Installed
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/beersel/1653/20288958,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/beersel/1653/20288941,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/beersel/1653/20288890,,,,,,,,,,,,,,,,,,
