URL,Terrace Area,Living Area,State of the building,Price,Swimming pool,Type of property,Open fire,Furnished,Terrace,Garden,Number of facades,Number of rooms,Subtype of property,Fully equipped kitchen,Locality,Garden Area,Surface of the land,Surface area of the plot of land
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20281471,,,Good,675000,,House,,No,Yes,,2,3,House,Hyper equipped,1180 Uccle,,,
https://www.immoweb.be/en/classified/house/for-sale/maldegem-middelburg/9992/20236515,,,As new,849000,,House,,,Yes,,2,4,House,Hyper equipped,9992 Maldegem Middelburg,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/messancy/6780/20163519,,,Good,1050000,,Apartment block,,No,,,3,9,Apartment block,Installed,6780 Messancy,100,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/lasne/1380/20205355,91,,Good,1480000,,Exceptional property,,No,,,4,10,Exceptional property,Hyper equipped,1380 Lasne,3530,,
https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20265738,,,As new,1980000,,Villa,,,,,4,4,Villa,Hyper equipped,2970 Schilde,,,
https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20275519,,,To restore,180000,,House,,,,,2,3,House,,1500 HALLE,,,
https://www.immoweb.be/en/classified/town-house/for-sale/grivegnee/4030/20107989,,,Just renovated,279000,,Town-house,,No,Yes,,2,2,Town-house,Semi equipped,4030 GRIVEGNEE,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2180/20300884,15,,To be done up,310000,,House,,,,,2,2,House,Installed,2180 Antwerpen,90,,
https://www.immoweb.be/en/classified/house/for-sale/roosdaal/1760/20273519,,,To renovate,329000,,House,,,Yes,,3,5,House,Semi equipped,1760 ROOSDAAL,,,
https://www.immoweb.be/en/classified/house/for-sale/lochristi/9080/20271189,15,,Good,519000,,House,,,,,4,4,House,Installed,9080 Lochristi,700,,
https://www.immoweb.be/en/classified/house/for-sale/lochristi/9080/20272923,10,,,649000,,House,,No,,,,3,House,,9080 Lochristi,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20275480,,,As new,675000,,House,,,Yes,,,3,House,,8000 Brugge,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/gavere/9890/20272904,,,To renovate,749000,,Mixed-use building,,No,Yes,,2,5,Mixed-use building,,9890 Gavere,,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20310728,,,Just renovated,393000,,House,,No,,,3,3,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8301/20260634,,,As new,669000,,House,,,Yes,,2,4,House,,8301 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/chastre/1450/11423158,24,,To be done up,65000+780permonth,,House,,No,,,3,2,House,,1450 Chastre,397,,
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20188582,,,To renovate,65000,,House,,No,,,3,3,House,Not installed,4460 Grace-Hollogne,40,,
https://www.immoweb.be/en/classified/house/for-sale/baudour/7331/11379400,,,Good,79000,,House,,,,,2,2,House,Installed,7331 BAUDOUR,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20069793,8,,To renovate,99000,,House,,No,,,2,4,House,Not installed,4100 Seraing,,,
https://www.immoweb.be/en/classified/house/for-sale/quievrain/7380/11339758,,,To restore,104000,,House,,,,,2,2,House,Semi equipped,7380 QUIÉVRAIN,117,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20160984,30,,To renovate,109000,,House,,No,,,2,3,House,Not installed,4102 Seraing,172,,
https://www.immoweb.be/en/classified/house/for-sale/weillen/5523/20213318,,,To renovate,110000,,House,,,Yes,,4,3,House,Semi equipped,5523 WEILLEN,1346,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20099398,5,,To renovate,120000,,House,,,,,2,4,House,Semi equipped,4100 SERAING,450,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20201497,,,To renovate,145000,,House,,No,,,4,2,House,,9600 Ronse,,,
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20013955,,,To renovate,149000,,House,,No,,,3,4,House,Not installed,4540 Amay,269,,
https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/20091769,20,,To be done up,150000,,House,,,,,2,3,House,USA semi equipped,5570 BEAURAING,,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20109698,,,To renovate,159000,,House,,,Yes,,,2,House,,8870 Izegem,,,
https://www.immoweb.be/en/classified/house/for-sale/tamines/5060/20187893,9,,Good,160000,,House,,,,,2,2,House,Semi equipped,5060 TAMINES,,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20240055,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20010413,,,Just renovated,165000,,House,,,,,2,3,House,Semi equipped,4100 SERAING,63,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/paliseul/6850/20071764,3,,To renovate,165900,,Mixed-use building,,No,,,2,3,Mixed-use building,,6850 Paliseul,,,
https://www.immoweb.be/en/classified/house/for-sale/warzee/4590/20202993,70,,To renovate,169000,,House,,,,,3,3,House,Semi equipped,4590 WARZÉE,650,,
https://www.immoweb.be/en/classified/house/for-sale/geluwe/8940/20242735,,,To renovate,169000,,House,,,Yes,,,3,House,Installed,8940 Geluwe,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20201113,22,,Good,169000,,House,,,,,2,2,House,Semi equipped,9230 WETTEREN,108,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20179945,,,To renovate,170000,,House,,No,,,,3,House,Installed,8770 Ingelmunster,,,
https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/11402390,,,To renovate,175000,,House,,,,,3,2,House,Semi equipped,4470 SAINT-GEORGES-SUR-MEUSE,120,,
https://www.immoweb.be/en/classified/house/for-sale/lessines/7860/20245628,,,To be done up,175000,,House,,,Yes,,2,3,House,,7860 LESSINES,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ollignies/7866/20226861,,,To be done up,176000,,Mixed-use building,,,,,,2,Mixed-use building,Semi equipped,7866 OLLIGNIES,40,,
https://www.immoweb.be/en/classified/house/for-sale/jemeppe/4101/10829680,15,,To renovate,179000,,House,,,,,,4,House,Semi equipped,4101 JEMEPPE,45,,
https://www.immoweb.be/en/classified/house/for-sale/vodelee/5680/20209848,,,To renovate,180000,,House,,,Yes,,3,3,House,Not installed,5680 Vodelée,900,,
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/20206441,45,,Good,220000,,House,,,,,3,4,House,Installed,4480 ENGIS,136,,
https://www.immoweb.be/en/classified/house/for-sale/doornik/7500/20190719,,,To renovate,225000,,House,,No,Yes,,4,1,House,,7500 Doornik,,,
https://www.immoweb.be/en/classified/house/for-sale/ans/4430/20110731,40,,Good,230000,,House,,No,,,2,4,House,Installed,4430 Ans,380,,
https://www.immoweb.be/en/classified/house/for-sale/lomprez/6924/11439599,,,To renovate,239000,,House,,,,,4,3,House,Semi equipped,6924 LOMPREZ,,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20166370,,,,239000,,House,,No,Yes,,2,3,House,,9660 Brakel,,,
https://www.immoweb.be/en/classified/house/for-sale/seneffe-arquennes/7181/11324180,,,Good,245000,,House,,No,Yes,,4,2,House,Installed,7181 Seneffe Arquennes,421,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20204219,,,Good,245000,,House,,,Yes,,,3,House,Installed,8870 Izegem,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/izegem/8870/20203535,,,Good,245000,,Apartment block,,,Yes,,,3,Apartment block,Installed,8870 Izegem,,,
https://www.immoweb.be/en/classified/house/for-sale/zeebrugge/8380/20191694,,,To renovate,248000,,House,,No,Yes,,1,3,House,,8380 Zeebrugge,,,
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/20139190,,,To renovate,249000,,House,,,,,2,3,House,,2830 Willebroek,,,
https://www.immoweb.be/en/classified/house/for-sale/soumagne/4630/20213496,60,,As new,249000,,House,,No,,,2,4,House,Installed,4630 Soumagne,60,,
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/11480120,,,To be done up,249000,,House,,No,Yes,,4,5,House,Not installed,6900 Marche-en-Famenne,2185,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20068412,,,Good,249000,,House,,,,,4,3,House,,9600 Ronse,,,
https://www.immoweb.be/en/classified/house/for-sale/kruisem/9750/11451707,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/10970672,,,To be done up,250000,,House,,,,,4,1,House,Installed,1470 GENAPPE,915,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/11354363,,,Good,260000,,House,,No,Yes,,,2,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/bassevelde/9968/11273274,,,To renovate,269000,,House,,No,Yes,,,3,House,Installed,9968 Bassevelde,,,
https://www.immoweb.be/en/classified/house/for-sale/laarne/9270/20160711,,,To renovate,270000,,House,,,Yes,,4,3,House,Semi equipped,9270 LAARNE,,,
https://www.immoweb.be/en/classified/house/for-sale/wanfercee-baulet/6224/20194157,18,,Good,279000,,House,,,,,3,4,House,Semi equipped,6224 WANFERCÉE-BAULET,368,,
https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/20196352,40,,Just renovated,285000,,House,,,,,2,3,House,Installed,4460 GRÂCE-HOLLOGNE,160,,
https://www.immoweb.be/en/classified/house/for-sale/hotton/6990/11489594,50,,Good,289000,,House,,No,,,4,2,House,Hyper equipped,6990 Hotton,1406,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geetbets/3450/20020265,,,Good,290000,,Mixed-use building,,No,,,2,4,Mixed-use building,Hyper equipped,3450 Geetbets,37,,
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20247858,,,Good,293000,,House,,No,,,,2,House,Installed,9660 Brakel,,,
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20002959,,,To renovate,295000,,House,,,,,2,4,House,Installed,2610 WILRIJK,45,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4030/20187998,40,,As new,295000,,House,,No,,,2,3,House,Installed,4030 Liege,96,,
https://www.immoweb.be/en/classified/house/for-sale/aye/6900/20072613,,,Good,295000,,House,,,Yes,,3,4,House,Installed,6900 Aye,470,,
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20214744,,,Good,295000,,House,,,,,,3,House,Installed,8790 Waregem,,,
https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20232197,,,Just renovated,295000,,House,,No,,,2,2,House,Installed,9050 Gentbrugge,,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/11410316,,,To renovate,298000,,House,,No,,,,2,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/niel/2845/20152511,,,Good,299000,,House,,,Yes,,2,3,House,Installed,2845 Niel,,,
https://www.immoweb.be/en/classified/house/for-sale/ruisbroek-2870/2870/20143106,,,To renovate,329000,,House,,,,,2,2,House,,2870 Ruisbroek (2870),,,
https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20035974,,,Good,335000,,House,,,Yes,,3,2,House,Installed,9300 Aalst,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-kwintens-lennik/1750/20212167,,,To renovate,349000,,House,,,Yes,,2,3,House,Semi equipped,1750 SINT-KWINTENS-LENNIK,,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/11444155,20,,Good,349000,,House,,No,,,4,2,House,Installed,4000 Liège,360,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20215705,10,,Just renovated,349000,,House,,,,,4,3,House,Not installed,9230 WETTEREN,26,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20002332,,,Good,350000,,House,,,Yes,,,3,House,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/wachtebeke/9185/20125003,,,Good,355000,,House,,No,,,2,3,House,,9185 Wachtebeke,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2140/20225064,,,To renovate,365000,,Mixed-use building,,,,,2,,Mixed-use building,,2140 ANTWERPEN,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/11381645,50,,Just renovated,365000,,House,,No,,,3,3,House,Installed,9500 Geraardsbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20218773,6,,To be done up,369000,,House,,,,,2,7,House,,2060 ANTWERPEN,,,
https://www.immoweb.be/en/classified/house/for-sale/rotselaar/3110/20160121,,,Good,369000,,House,,,,,,4,House,Installed,3110 Rotselaar,630,,
https://www.immoweb.be/en/classified/house/for-sale/marchin/4570/20130111,,,As new,369000,,House,,No,Yes,,4,2,House,Installed,4570 Marchin,,,
https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20226497,,,To renovate,369000,,House,,No,Yes,,3,4,House,,9630 Zwalm,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/11257296,,,To renovate,370000,,Mixed-use building,,No,,,2,5,Mixed-use building,,9700 Oudenaarde,,,
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/11464522,,,Good,374900,,House,,,Yes,,3,3,House,Semi equipped,9420 Erpe-Mere,,,
https://www.immoweb.be/en/classified/house/for-sale/laakdal/2431/20053093,,,Good,375000,,House,,,,,4,4,House,,2431 LAAKDAL,,,
https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/10683120,7,,To renovate,375000,,House,,,,,4,3,House,Semi equipped,2830 WILLEBROEK,,,
https://www.immoweb.be/en/classified/house/for-sale/laarne/9270/20139542,,,Good,375000,,House,,,Yes,,4,2,House,Semi equipped,9270 LAARNE,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/zwalm/9630/20146261,,,As new,375000,,Mixed-use building,,No,,,4,6,Mixed-use building,,9630 Zwalm,,,
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/11404440,8,,Good,385000,,House,,No,,,2,4,House,Hyper equipped,1800 Vilvoorde,10,,
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20154694,40,,To renovate,395000,,House,,,,,3,3,House,Semi equipped,2800 MECHELEN,455,,
https://www.immoweb.be/en/classified/house/for-sale/dworp/1653/20270959,15,,Good,399000,,House,,,,,4,3,House,Installed,1653 Dworp,204,,
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20050114,27,,Good,399000,,House,,No,,,2,4,House,Installed,1800 Vilvoorde,95,,
https://www.immoweb.be/en/classified/town-house/for-sale/oostende/8400/20058958,,,As new,399000,,Town-house,,,Yes,,2,3,Town-house,,8400 Oostende,131,,
https://www.immoweb.be/en/classified/house/for-sale/oostrozebeke/8780/20188560,,,Good,399000,,House,,,,,,4,House,Installed,8780 Oostrozebeke,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9506/11448864,,,Good,399000,,House,,,Yes,,3,3,House,Installed,9506 Geraardsbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20192546,14,,To renovate,399900,,House,,No,,,4,2,House,Installed,2930 Brasschaat,370,,
https://www.immoweb.be/en/classified/house/for-sale/heffen/2801/20214452,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20106362,40,,To be done up,419000,,House,,No,,,,6,House,Installed,9240 Zele,950,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/11038640,,,Good,420000,,House,,No,,,2,3,House,Semi equipped,2018 Antwerpen,7,,
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20109708,,,Good,420000,,House,,No,Yes,,3,7,House,,9260 Wichelen,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4020/20091119,,,To renovate,430000,,Apartment block,,No,,,2,4,Apartment block,,4020 Liège,,,
https://www.immoweb.be/en/classified/house/for-sale/sint-denijs-westrem/9051/20182476,18,,Good,435000,,House,,No,,,,2,House,Installed,9051 Sint-Denijs-Westrem,351,,
https://www.immoweb.be/en/classified/bungalow/for-sale/gavere/9890/20157274,,,Good,440000,,Bungalow,,No,Yes,,4,3,Bungalow,Installed,9890 Gavere,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/blanden/3052/20039444,,,To renovate,445000,,Country house,,,,,3,4,Country house,Semi equipped,3052 BLANDEN,,,
https://www.immoweb.be/en/classified/house/for-sale/diegem/1831/20228280,,,To be done up,449000,,House,,,,,3,3,House,Semi equipped,1831 DIEGEM,,,
https://www.immoweb.be/en/classified/house/for-sale/de-haan/8420/20214758,,,To renovate,449000,,House,,No,Yes,,,3,House,,8420 De Haan,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/11041426,,,As new,449000,,House,,No,,,3,6,House,USA hyper equipped,9550 Herzele,365,,
https://www.immoweb.be/en/classified/villa/for-sale/kruisem/9770/20216192,,,,449000,,Villa,,No,Yes,,4,4,Villa,,9770 Kruisem,,,
https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20110090,82,,Good,450000,,House,,,,,2,4,House,Installed,6790 AUBANGE,,,
https://www.immoweb.be/en/classified/house/for-sale/assebroek/8310/20096054,45,,Just renovated,465000,,House,,No,,,3,3,House,Installed,8310 Assebroek,,,
https://www.immoweb.be/en/classified/house/for-sale/heusden/9070/20199418,,,To renovate,465000,,House,,,Yes,,4,2,House,Installed,9070 HEUSDEN,,,
https://www.immoweb.be/en/classified/town-house/for-sale/hoboken/2660/20233088,,,As new,475000,,Town-house,,,,,3,3,Town-house,Installed,2660 HOBOKEN,,,
https://www.immoweb.be/en/classified/house/for-sale/ternat/1740/11423561,43,,As new,485000,,House,,No,,,2,4,House,Hyper equipped,1740 Ternat,55,,
https://www.immoweb.be/en/classified/mansion/for-sale/aarschot/3200/11407859,,,Good,485000,,Mansion,,,,,3,4,Mansion,Semi equipped,3200 AARSCHOT,,,
https://www.immoweb.be/en/classified/house/for-sale/toernich/6700/20164070,15,,Good,495000,,House,,,,,4,3,House,Installed,6700 TOERNICH,1000,,
https://www.immoweb.be/en/classified/mansion/for-sale/assebroek/8310/20175976,,,To renovate,495000,,Mansion,,,Yes,,2,5,Mansion,Installed,8310 ASSEBROEK,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2000/2000/20117096,,,Good,498000,,House,,,,,,3,House,Installed,2000 ANTWERPEN 2000,,,
https://www.immoweb.be/en/classified/villa/for-sale/waregem/8790/20237411,,,Good,499000,,Villa,,,Yes,,4,3,Villa,Installed,8790 WAREGEM,,,
https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/11361135,,,Good,499000,,House,,,Yes,,4,6,House,Installed,9550 HERZELE,,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4000/20164779,,,Good,510000,,House,,,Yes,,2,7,House,Installed,4000 LIÈGE,,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/11325998,,,Good,510000,,House,,,Yes,,2,7,House,Installed,4020 LIÈGE,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/aalst/9300/11410564,,,Good,525000,,Bungalow,,No,Yes,,4,4,Bungalow,Installed,9300 Aalst,,,
https://www.immoweb.be/en/classified/bungalow/for-sale/aalst-gijzegem/9308/11415874,,,Good,525000,,Bungalow,,No,Yes,,4,4,Bungalow,Installed,9308 Aalst Gijzegem,,,
https://www.immoweb.be/en/classified/house/for-sale/ukkel/1180/20093866,15,,Good,545000,,House,,No,,,2,3,House,Installed,1180 Ukkel,78,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/11374113,,,To be done up,549000,,Apartment block,,No,,,2,6,Apartment block,Not installed,1080 Molenbeek-Saint-Jean,50,,
https://www.immoweb.be/en/classified/house/for-sale/reet/2840/20214085,,,Good,549000,,House,,No,Yes,,,5,House,,2840 Reet,,,
https://www.immoweb.be/en/classified/house/for-sale/heron/4217/20228632,70,,Good,549000,,House,,,,,4,4,House,Semi equipped,4217 HERON,12300,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/lapscheure/8340/10957137,,,Good,549000,,Farmhouse,,,Yes,,4,3,Farmhouse,Installed,8340 LAPSCHEURE,,,
https://www.immoweb.be/en/classified/house/for-sale/beernem/8730/20113778,,,Good,550000,,House,,,Yes,,,2,House,,8730 Beernem,200,,
https://www.immoweb.be/en/classified/villa/for-sale/saint-hubert/6870/20214651,20,,As new,570000,,Villa,,,,,4,6,Villa,Installed,6870 SAINT-HUBERT,,,
https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/20110379,,,As new,575000,,House,,,,,4,4,House,Installed,2870 PUURS,765,,
https://www.immoweb.be/en/classified/house/for-sale/lovendegem/9920/11490308,,,To be done up,579000,,House,,,,,,4,House,Not installed,9920 LOVENDEGEM,,,
https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/20214737,,,,580000,,Villa,,No,Yes,,4,4,Villa,,9700 Oudenaarde,,,
https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve-ottignies/1340/20127840,50,,As new,595000,,House,,No,,,4,3,House,Hyper equipped,1340 Ottignies-Louvain-la-Neuve Ottignies,700,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/lambusart/6220/20231479,,,Good,595000,,Apartment block,,,Yes,,4,4,Apartment block,Installed,6220 LAMBUSART,,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/11338661,7,,Good,598000,,House,,No,,,2,3,House,Not installed,1150 Woluwe-Saint-Pierre,30,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/thoricourt/7830/20217612,60,,,625000,,Country house,,,,,3,5,Country house,,7830 THORICOURT,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/cambron-saint-vincent/7870/20217611,60,,,625000,,Country house,,,,,3,5,Country house,,7870 CAMBRON-SAINT-VINCENT,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/brugelette/7940/20217613,60,,,625000,,Country house,,,,,3,5,Country house,,7940 BRUGELETTE,,,
https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/20174109,,,Good,635000,,House,,,Yes,,4,3,House,Installed,2870 PUURS,,,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20150691,,,To renovate,645000,,House,,,,,,8,House,Semi equipped,9230 WETTEREN,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/overijse/3090/11097193,,,Good,650000,,Apartment block,,No,Yes,,3,5,Apartment block,Semi equipped,3090 Overijse,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/herent/3020/11405928,50,,,695000,,Mixed-use building,,,,,4,5,Mixed-use building,,3020 HERENT,2493,,
https://www.immoweb.be/en/classified/villa/for-sale/herent/3020/11405927,50,,,695000,,Villa,,,,,4,5,Villa,,3020 HERENT,2493,,
https://www.immoweb.be/en/classified/mansion/for-sale/tienen/3300/11318600,,,,695000,,Mansion,,,,,2,5,Mansion,,3300 TIENEN,382,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/tienen/3300/11318599,,,,695000,,Mixed-use building,,,,,2,5,Mixed-use building,,3300 TIENEN,382,,
https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/20070811,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/gistel/8470/20103401,40,,Good,719000,,Farmhouse,,,,,,5,Farmhouse,,8470 Gistel,400,,
https://www.immoweb.be/en/classified/house/for-sale/gistel/8470/20103399,40,,Good,719000,,House,,,,,,5,House,,8470 Gistel,400,,
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/11122383,,,To be done up,725000,,House,,No,,,2,4,House,Hyper equipped,1970 Wezembeek-Oppem,257,,
https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20183861,,,Good,745000,,House,,No,Yes,,,5,House,Installed,8600 Diksmuide,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/gembloux/5031/20159195,,,As new,749000,,Country house,,No,Yes,,4,5,Country house,Installed,5031 Gembloux,518,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/herne/1540/11339663,,,Good,750000,,Exceptional property,,,,,4,4,Exceptional property,Semi equipped,1540 Herne,6900,,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/11107351,,,Good,750000,,House,,,Yes,,,7,House,Installed,8770 Ingelmunster,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2018/20190978,,,Good,795000,,Mixed-use building,,,Yes,,2,6,Mixed-use building,Installed,2018 ANTWERPEN,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2018/2018/20082020,12,,Just renovated,795000,,House,,No,,,,5,House,Installed,2018 Antwerpen (2018),15,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20207856,,,As new,795000,,House,,Yes,Yes,,2,3,House,Hyper equipped,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/11475968,2,,To be done up,800000,,Apartment block,,No,,,2,6,Apartment block,,1060 Saint-Gilles,35,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/antwerpen/2060/11093166,,,Just renovated,800000,,Apartment block,,,,,2,4,Apartment block,Installed,2060 ANTWERPEN,,,
https://www.immoweb.be/en/classified/villa/for-sale/brecht/2960/20207182,,,Good,850000,,Villa,,,,,,5,Villa,,2960 Brecht,560,,
https://www.immoweb.be/en/classified/house/for-sale/herenthout/2270/20194758,,,Just renovated,895000,,House,,,Yes,,3,3,House,Hyper equipped,2270 HERENTHOUT,,,
https://www.immoweb.be/en/classified/mansion/for-sale/herenthout/2270/20194760,,,Just renovated,895000,,Mansion,,,Yes,,3,3,Mansion,Hyper equipped,2270 HERENTHOUT,,,
https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/10799372,15,,As new,945000,,House,,No,,,2,5,House,Hyper equipped,1160 Auderghem,62,,
https://www.immoweb.be/en/classified/house/for-sale/wommelgem/2160/11440849,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/lasne/1380/11397487,50,,As new,990000,,Villa,,No,,,4,3,Villa,Hyper equipped,1380 Lasne,1100,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10462599,15,,As new,995000,,House,,No,,,3,4,House,Installed,1150 Woluwe-Saint-Pierre,145,,
https://www.immoweb.be/en/classified/villa/for-sale/neerpelt/3910/20006476,,,Good,995000,,Villa,,,,,4,5,Villa,,3910 Neerpelt,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/10662611,,,Good,1000000,,Apartment block,,No,,,2,8,Apartment block,Installed,1080 Molenbeek-Saint-Jean,,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20163443,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/11304034,23,,Good,1295000,,Villa,,No,,,4,5,Villa,Hyper equipped,1180 Uccle,490,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/merksem/2170/20123453,10,,Good,1295000,,Apartment block,,,,,2,12,Apartment block,Installed,2170 MERKSEM,,,
https://www.immoweb.be/en/classified/house/for-sale/wachtebeke/9185/11446089,,,Good,1299000,,House,,,Yes,,,3,House,Installed,9185 Wachtebeke,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wachtebeke/9185/11446091,,,Good,1299000,,Mixed-use building,,,Yes,,,3,Mixed-use building,Installed,9185 Wachtebeke,,,
