URL,Terrace Area,Living Area,State of the building,Price,Swimming pool,Type of property,Open fire,Furnished,Terrace,Garden,Number of facades,Number of rooms,Subtype of property,Fully equipped kitchen,Locality,Garden Area,Surface of the land,Surface area of the plot of land
https://www.immoweb.be/en/classified/exceptional-property/for-sale/bever/1547/20222214,125,,As new,1295000,,Exceptional property,,No,,,4,4,Exceptional property,Hyper equipped,1547 Bever,4200,,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20226422,,,Good,1375000,,House,,No,Yes,,4,5,House,Hyper equipped,1150 Woluwe-Saint-Pierre,,,
https://www.immoweb.be/en/classified/villa/for-sale/grobbendonk/2280/11402202,,,Good,1495000,,Villa,,,,,4,2,Villa,,2280 Grobbendonk,785,,
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/10856019,1square meter,,Just renovated,1495000,,Villa,,,,,4,4,Villa,USA hyper equipped,2930 Brasschaat,1square meter,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20243792,,,Good,1495000,,House,,No,Yes,,2,7,House,Hyper equipped,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/villa/for-sale/grimbergen/1850/20150064,40,,As new,1550000,,Villa,,,,,4,5,Villa,,1850 Grimbergen,1200,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20046519,,,As new,1595000,,House,,No,Yes,,4,4,House,Hyper equipped,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/woluwe-saint-lambert/1200/20161443,30,,Good,1670000,,Apartment block,,No,,,2,8,Apartment block,Semi equipped,1200 Woluwe-Saint-Lambert,100,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/11449832,,,Just renovated,2150000,,House,,No,Yes,,4,4,House,Hyper equipped,8300 Knokke-Heist,,,
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1404/20203247,,,Good,2490000,,House,,No,Yes,,4,5,House,Installed,1404 Nivelles,,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/11155342,,,Good,3950000,,House,,No,Yes,,3,4,House,Hyper equipped,8300 Knokke-Zoute,,,
https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/20157180,,,As new,4350000,,House,,No,Yes,,3,6,House,Hyper equipped,8300 Knokke-Zoute,,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/11441014,,,Just renovated,5695000,,Villa,,No,Yes,,4,6,Villa,Hyper equipped,8300 Knokke-Heist,988,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/11295951,,,Just renovated,5695000,,Villa,,No,Yes,,4,6,Villa,Hyper equipped,8300 Knokke-Heist,988,,
https://www.immoweb.be/en/classified/house/for-sale/verlaine/4537/20244111,,,Just renovated,425000,,House,,No,Yes,,3,4,House,Installed,4537 Verlaine,350,,
https://www.immoweb.be/en/classified/house/for-sale/verviers/4800/20307883,,,To be done up,129000,,House,,No,,,2,2,House,Semi equipped,4800 Verviers,,,
https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20307822,,,Good,129000,,House,,No,,,2,1,House,Installed,8930 Menen,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/eeklo/9900/20307403,,,Good,229000,,Apartment block,,No,Yes,,2,4,Apartment block,Installed,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20308226,46,,Good,275000,,House,,,,,3,4,House,,9500 Geraardsbergen,,,
https://www.immoweb.be/en/classified/house/for-sale/wondelgem/9032/20241792,,,To renovate,299000,,House,,No,Yes,,2,4,House,Installed,9032 Wondelgem,,,
https://www.immoweb.be/en/classified/house/for-sale/sart-dames-avelines/1495/20306770,20,,Good,315000,,House,,,,,4,2,House,Hyper equipped,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/ciney/5590/20308688,30,,,375000,,Apartment block,,,,,2,3,Apartment block,Installed,,279,,
https://www.immoweb.be/en/classified/villa/for-sale/baudour-saint-ghislain/7331/20308272,,,Good,380000,,Villa,,,Yes,,4,4,Villa,Installed,7331 BAUDOUR (Saint-Ghislain),,,
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20310756,,,Good,425000,,House,,,,,2,3,House,Hyper equipped,2500 Lier,29,,
https://www.immoweb.be/en/classified/house/for-sale/zonnebeke/8980/20308972,,,Good,480000,,House,,,,,,3,House,Installed,8980 Zonnebeke,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/zwijnaarde/9052/20303692,,,,499000,,Mixed-use building,,,Yes,,,3,Mixed-use building,,9052 Zwijnaarde,,,
https://www.immoweb.be/en/classified/house/for-sale/zedelgem/8211/20290223,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge-sint-michiels/8200/20286699,,,To renovate,424800,,House,,No,Yes,,4,4,House,Installed,8200 Brugge Sint-Michiels,442,,
https://www.immoweb.be/en/classified/house/for-sale/tielt-8700/8700/20288822,,,Good,448500,,House,,,Yes,,,3,House,,8700 Tielt (8700),,,
https://www.immoweb.be/en/classified/town-house/for-sale/antwerpen-borgerhout/2140/20289805,11,,As new,599000,,Town-house,,No,,,2,3,Town-house,Hyper equipped,2140 Antwerpen Borgerhout,53,,
https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20268852,32,,Good,199000,,House,,No,,,2,4,House,Installed,4040 Herstal,212,,
https://www.immoweb.be/en/classified/house/for-sale/hotton/6990/20253607,20,,As new,335000,,House,,No,,,3,4,House,Not installed,6990 Hotton,393,,
https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/20270219,,,To be done up,135000,,House,,,,,,2,House,Installed,9570 Lierde,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/dentergem/8720/20268358,,,To restore,419000,,Country house,,,,,4,3,Country house,Semi equipped,8720 Dentergem,4000,,
https://www.immoweb.be/en/classified/house/for-sale/oud-heverlee/3050/20269015,,,To renovate,547000,,House,,,,,4,5,House,,3050 OUD-HEVERLEE,,,
https://www.immoweb.be/en/classified/house/for-sale/halen/3545/20303964,70,,Good,449000,,House,,,,,4,3,House,Hyper equipped,3545 Halen,400,,
https://www.immoweb.be/en/classified/house/for-sale/chatelet/6200/20315322,20,,,215000,,House,,,,,3,3,House,,,20,,
https://www.immoweb.be/en/classified/house/for-sale/pont-de-loup/6250/20315323,20,,,215000,,House,,,,,3,3,House,,,20,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20258437,,,Good,250000,,House,,,,,3,3,House,,8000 Brugge,,,
https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20253592,,,To renovate,350000,,House,,No,,,,3,House,,1800 Vilvoorde,,,
https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20314615,,,Good,355000,,House,,No,,,2,3,House,Installed,1070 Anderlecht,40,,
https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20218728,,,To restore,439000,,House,,No,,,2,4,House,Not installed,1040 Etterbeek,50,,
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20253767,,,To be done up,480000,,House,,,Yes,,,7,House,Semi equipped,8870 Izegem,,,
https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/20316156,,,,561299,,House,,,,,,3,House,Hyper equipped,8540 Deerlijk,,,
https://www.immoweb.be/en/classified/villa/for-sale/sint-martens-leerne/9800/20315192,,,,1985000,,Villa,,,Yes,,4,4,Villa,,9800 Sint-Martens-Leerne,,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/yvoir/5530/20297767,,,Good,115000,,Country house,,,,,,1,Country house,,5530 Yvoir,207,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/somme-leuze/5377/20298936,16,,Good,125000,,Country house,,,,,,3,Country house,,5377 Somme-Leuze,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/20297979,10,,To renovate,164000,,Mixed-use building,,No,,,2,4,Mixed-use building,Installed,4100 Seraing,,,
https://www.immoweb.be/en/classified/town-house/for-sale/dinant/5500/20297655,,,Good,175000,,Town-house,,,,,,3,Town-house,,5500 Dinant,700,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2020/20298194,20,,As new,355000,,House,,,,,2,4,House,Hyper equipped,2020 Antwerpen,,,
https://www.immoweb.be/en/classified/house/for-sale/aalst-herdersem/9310/20298987,,,Good,375000,,House,,,Yes,,4,3,House,Installed,9310 Aalst Herdersem,,,
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20297624,,,As new,435000,,House,,,Yes,,4,3,House,,9940 Evergem,,,
https://www.immoweb.be/en/classified/house/for-sale/vinderhoute/9921/20298912,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/wondelgem/9032/20298944,,,To be done up,495000,,House,,No,,,,3,House,Installed,9032 Wondelgem,546,,
https://www.immoweb.be/en/classified/house/for-sale/kasterlee/2460/20298373,,,Good,499000,,House,,,,,4,3,House,,2460 Kasterlee,,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20297561,100,,Good,950000,,House,,,,,2,6,House,Installed,,234,,
https://www.immoweb.be/en/classified/house/for-sale/avelgem/8580/20019022,,,To be done up,220000,,House,,,Yes,,,6,House,Installed,8580 Avelgem,247,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/namur/5000/20209842,,,To be done up,499000,,Apartment block,,,,,2,5,Apartment block,Not installed,5000 Namur,,,
https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20275847,12,,,249000,,House,,No,,,4,3,House,,4540 Amay,785,,
https://www.immoweb.be/en/classified/house/for-sale/mons/7000/20278102,,,Good,262000,,House,,,,,2,6,House,Semi equipped,7000 MONS,,,
https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/20278492,,,To renovate,320000,,House,,,,,,3,House,,8020 Ruddervoorde,,,
https://www.immoweb.be/en/classified/house/for-sale/bierbeek/3360/20308054,,,,479738,,House,,No,,,,3,House,Installed,3360 Bierbeek,,,
https://www.immoweb.be/en/classified/house/for-sale/bierbeek/3360/20307984,,,,481738,,House,,No,,,,3,House,Installed,3360 Bierbeek,,,
https://www.immoweb.be/en/classified/house/for-sale/hoevenen/2940/20277897,,,Good,489000,,House,,,Yes,,2,5,House,Hyper equipped,2940 HOEVENEN,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge-sint-michiels/8200/20180509,,,To renovate,344000,,House,,No,Yes,,3,3,House,Installed,8200 Brugge Sint-Michiels,348,,
https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/20227278,,,To renovate,395000,,House,,,,,2,3,House,,1083 GANSHOREN,,,
https://www.immoweb.be/en/classified/house/for-sale/kaprijke/9970/20310262,,,Good,435000,,House,,No,Yes,,3,3,House,,9970 Kaprijke,,,
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20293009,,,Good,170000,,House,,,Yes,,2,2,House,,9600 Ronse,,,
https://www.immoweb.be/en/classified/house/for-sale/kuurne/8520/20293016,,,Good,295000,,House,,,,,3,4,House,,8520 Kuurne,45,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/lokeren/9160/20291827,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/nieuwpoort/8620/20293474,,,Good,459000,,House,,,,,2,4,House,,8620 Nieuwpoort,40,,
https://www.immoweb.be/en/classified/house/for-sale/oedelem/8730/20264781,,,Good,439000,,House,,,Yes,,,4,House,,8730 Oedelem,,,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/steenokkerzeel/1820/20155790,80,,As new,595000,,Exceptional property,,No,,,3,6,Exceptional property,Hyper equipped,1820 Steenokkerzeel,20,,
https://www.immoweb.be/en/classified/house/for-sale/fooz/4340/20111279,95,,,650000,,House,,,,,4,3,House,Hyper equipped,4340 FOOZ,790,,
https://www.immoweb.be/en/classified/house/for-sale/bornem/2880/20249611,,,To renovate,279000,,House,,,Yes,,3,4,House,Installed,2880 BORNEM,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/20137331,,,To renovate,299000,,Apartment block,,No,Yes,,2,5,Apartment block,Installed,4000 Liège,60,,
https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/20300474,24,,,525000,,House,,,,,3,5,House,,2220 Heist-Op-Den-Berg,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/20100008,,,To renovate,895000,,Apartment block,,No,,,2,6,Apartment block,Installed,1030 Schaerbeek,20,,
https://www.immoweb.be/en/classified/house/for-sale/malmedy/4960/20285117,33,,As new,285000,,House,,No,,,3,3,House,Not installed,4960 Malmedy,869,,
https://www.immoweb.be/en/classified/house/for-sale/malmedy/4960/20285162,30,,As new,296000,,House,,No,,,3,3,House,Not installed,4960 Malmedy,869,,
https://www.immoweb.be/en/classified/house/for-sale/malmedy/4960/20269803,,,As new,298000,,House,,No,Yes,,4,3,House,Not installed,4960 Malmedy,640,,
https://www.immoweb.be/en/classified/house/for-sale/verlaine/4537/20244114,30,,Just renovated,340000,,House,,No,,,3,3,House,Installed,4537 Verlaine,200,,
https://www.immoweb.be/en/classified/villa/for-sale/ans/4430/20139805,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/oostkamp/8020/20244903,,,As new,469000,,House,,No,Yes,,4,3,House,Hyper equipped,8020 Oostkamp,,,
https://www.immoweb.be/en/classified/villa/for-sale/ans/4431/20139800,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/ans/4431/20139801,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20304966,50,,To renovate,199000,,House,,No,,,2,4,House,,9500 Geraardsbergen,300,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/milmort/4041/20303817,150,,To renovate,259000,,Farmhouse,,No,,,3,4,Farmhouse,Installed,4041 Milmort,450,,
https://www.immoweb.be/en/classified/house/for-sale/houdeng-goegnies/7110/20303148,,,Good,290000,,House,,No,,,,3,House,,7110 Houdeng-Goegnies,182,,
https://www.immoweb.be/en/classified/house/for-sale/houdeng-goegnies/7110/20303142,,,Good,295000,,House,,No,,,,3,House,,7110 Houdeng-Goegnies,196,,
https://www.immoweb.be/en/classified/house/for-sale/gent-wondelgem/9032/20304462,,,Just renovated,386000,,House,,No,Yes,,2,4,House,Installed,9032 Gent Wondelgem,,,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20305174,25,,As new,860000,,House,,,,,2,5,House,Hyper equipped,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/oostende/8400/20304671,,,,930000,,Apartment block,,No,,,,8,Apartment block,Installed,8400 Oostende,,,
https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20281779,,,Just renovated,1290000,,House,,,,,,4,House,Hyper equipped,2650 EDEGEM,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ghoy/7863/20302737,16,,Good,1480000,,Mixed-use building,,No,,,4,3,Mixed-use building,,,,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20303172,23,,Good,1500000,,House,,,,,3,4,House,Hyper equipped,,,,
https://www.immoweb.be/en/classified/farmhouse/for-sale/moignelee/5060/20287174,,,To be done up,199999,,Farmhouse,,,,,3,2,Farmhouse,Installed,,690,,
https://www.immoweb.be/en/classified/house/for-sale/sprimont/4140/20285871,35,,As new,295000,,House,,,,,4,2,House,Installed,4140 Sprimont,1138,,
https://www.immoweb.be/en/classified/house/for-sale/affligem/1790/20286883,25,,Good,375000,,House,,No,,,3,3,House,Installed,1790 Affligem,50,,
https://www.immoweb.be/en/classified/house/for-sale/wespelaar/3150/20285532,,,,395000,,House,,,Yes,,,2,House,Hyper equipped,3150 Wespelaar,,,
https://www.immoweb.be/en/classified/house/for-sale/waasmunster/9250/20285977,20,,As new,409000,,House,,,,,4,2,House,,9250 Waasmunster,400,,
https://www.immoweb.be/en/classified/country-cottage/for-sale/drongen/9031/20287466,,,To renovate,485000,,Country house,,,,,4,4,Country house,,9031 DRONGEN,,,
https://www.immoweb.be/en/classified/house/for-sale/alveringem/8690/20226387,,,To be done up,209000,,House,,No,Yes,,,6,House,Installed,8690 Alveringem,,,
https://www.immoweb.be/en/classified/house/for-sale/ans/4431/20272359,,,To renovate,175000,,House,,,,,3,2,House,Semi equipped,4431 ANS,194,,
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20232124,,,Good,259000,,House,,No,Yes,,4,3,House,Installed,5590 Ciney,311,,
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1120/20252615,13,,To be done up,489000,,House,,No,,,2,4,House,Installed,1120 Bruxelles,197,,
https://www.immoweb.be/en/classified/villa/for-sale/wachtebeke/9185/20245720,,,To be done up,575000,,Villa,,,Yes,,4,4,Villa,,9185 Wachtebeke,3800,,
https://www.immoweb.be/en/classified/house/for-sale/namur/5002/20234758,20,,To renovate,265000,,House,,,,,2,4,House,,5002 NAMUR,,,
https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20314012,,,,175000,,House,,No,,,3,2,House,,9900 Eeklo,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20295292,,,Good,139000,,House,,,,,2,3,House,Installed,9500 GERAARDSBERGEN,,,
https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20258661,,,To renovate,179000,,House,,No,,,3,3,House,,9700 Oudenaarde,,,
https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20296864,,,To renovate,279000,,House,,,,,2,3,House,,2610 Wilrijk,165,,
https://www.immoweb.be/en/classified/house/for-sale/braives/4260/20296397,169,,Good,315000,,House,,,,,4,3,House,,4260 Braives,1650,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20261652,20,,Good,349000,,House,,No,,,,3,House,,9000 Gent,20,,
https://www.immoweb.be/en/classified/house/for-sale/wellen/3830/20261619,,,Just renovated,365000,,House,,,,,,4,House,Installed,3830 Wellen,,,
https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/20261637,,,Good,369000,,House,,No,Yes,,,3,House,Installed,8680 Koekelare,,,
https://www.immoweb.be/en/classified/house/for-sale/acoz/6280/20295770,,,Just renovated,375000,,House,,,,,4,3,House,,6280 ACOZ,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20295128,,,Good,395000,,House,,,,,4,3,House,,8000 Brugge,,,
https://www.immoweb.be/en/classified/house/for-sale/houthulst/8650/20296656,,,Good,425000,,House,,,,,4,3,House,,8650 Houthulst,,,
https://www.immoweb.be/en/classified/house/for-sale/mol/2400/20295576,,,Good,499500,,House,,,,,3,4,House,,2400 Mol,,,
https://www.immoweb.be/en/classified/house/for-sale/jette/1090/20294898,56,,To be done up,515000,,House,,No,,,2,4,House,Installed,1090 Jette,,,
https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20295533,,,As new,620000,,House,,,Yes,,4,5,House,,1500 Halle,,,
https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20295528,,,As new,620000,,House,,,Yes,,4,5,House,,1500 Halle,,,
https://www.immoweb.be/en/classified/villa/for-sale/sint-kruis/8310/20294695,,,As new,675000,,Villa,,No,,,4,6,Villa,Hyper equipped,8310 Sint-Kruis,426,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20296713,,,To be done up,720000,,House,,No,Yes,,2,5,House,Not installed,,140,,
https://www.immoweb.be/en/classified/villa/for-sale/bonheiden/2820/20295085,,,,832000,,Villa,,,,,4,4,Villa,Installed,2820 Bonheiden,,,
https://www.immoweb.be/en/classified/house/for-sale/scherpenheuvel-zichem/3270/20296588,,,As new,895000,,House,,,Yes,,4,4,House,,3270 Scherpenheuvel-Zichem,,,
https://www.immoweb.be/en/classified/house/for-sale/jodoigne/1370/20295512,,,,900000,,House,,,Yes,,,6,House,,1370 JODOIGNE,,,
https://www.immoweb.be/en/classified/villa/for-sale/zwalm/9630/20261577,,,Good,995000,,Villa,,,Yes,,,6,Villa,,9630 Zwalm,,,
https://www.immoweb.be/en/classified/villa/for-sale/horebeke/9667/20261576,,,Good,995000,,Villa,,,Yes,,,6,Villa,,9667 Horebeke,,,
https://www.immoweb.be/en/classified/villa/for-sale/villers-la-ville/1495/20296110,,,As new,1195000,,Villa,,No,Yes,,4,4,Villa,Hyper equipped,,3450,,
https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/20296131,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/11016485,15,,As new,430000,,Apartment block,,No,,,2,3,Apartment block,Installed,1070 Anderlecht,40,,
https://www.immoweb.be/en/classified/house/for-sale/leuven/3000/20158108,12,,As new,665935,,House,,,,,3,5,House,Installed,3000 Leuven,55,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9506/20306066,,,,545000,,House,,,,,3,3,House,Hyper equipped,9506 GERAARDSBERGEN,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20288893,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288875,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/geraardsbergen/9500/20288915,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20288922,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/remicourt/4350/20285755,50,,As new,319999,,House,,,,,2,3,House,Installed,,176,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20291711,2,,As new,339000,,House,,,,,2,3,House,,9000 Gent,,,
https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/20291789,12,,Good,380000,,House,,No,,,3,3,House,Hyper equipped,9120 Beveren,15,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/20107461,,,Good,140000,,Mixed-use building,,No,,,2,2,Mixed-use building,Not installed,4100 Seraing,,,
https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/20267459,,,To renovate,325000,,House,,No,,,,,House,Not installed,9255 Buggenhout,,,
https://www.immoweb.be/en/classified/house/for-sale/hasselt/3500/20267547,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/20179545,,,Good,1775000,,Villa,,No,Yes,,4,4,Villa,,2930 Brasschaat,,,
https://www.immoweb.be/en/classified/house/for-sale/anseremme/5500/20252966,20,,To be done up,240000,,House,,,,,4,5,House,Not installed,5500 ANSEREMME,,,
https://www.immoweb.be/en/classified/house/for-sale/zemst/1982/20252754,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20255540,,,Good,449000,,House,,,Yes,,2,3,House,Installed,2930 Brasschaat,,,
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20255517,,,As new,495000,,House,,,Yes,,2,3,House,Installed,2930 BRASSCHAAT,,,
https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1700/20251715,36,,As new,695000,,House,,No,,,3,3,House,,1700 Dilbeek,374,,
https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20301042,,,Good,145000,,House,,No,,,2,3,House,Installed,8930 Menen,56,,
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20300960,21,,Just renovated,430000,,House,,,,,4,3,House,Installed,,500,,
https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20301071,,,As new,769000,,House,,No,Yes,,3,3,House,Hyper equipped,,,,
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20252427,,,To be done up,116000,,House,,,,,,2,House,,8500 Kortrijk,,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/huy/4500/20265890,,,,165000,,Mixed-use building,,No,,,2,1,Mixed-use building,,4500 HUY,,,
https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20240713,20,,Good,169000,,House,,No,,,2,2,House,Semi equipped,4020 Liège,97,,
https://www.immoweb.be/en/classified/house/for-sale/paliseul/6850/20284094,8,,Good,169000,,House,,No,,,3,5,House,Semi equipped,6850 Paliseul,,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20277194,,,Good,234000,,House,,,,,2,1,House,Hyper equipped,9000 Gent,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/20125967,,,To be done up,249000,,Apartment block,,No,,,2,5,Apartment block,Not installed,4000 Liège,,,
https://www.immoweb.be/en/classified/house/for-sale/tielt/8700/20283831,30,,To be done up,249000,,House,,,,,2,3,House,,8700 Tielt,131,,
https://www.immoweb.be/en/classified/town-house/for-sale/kluisbergen/9690/20260874,20,,As new,249000,,Town-house,,No,,,2,2,Town-house,Hyper equipped,9690 Kluisbergen,40,,
https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/20285220,,,Good,250000,,House,,,,,,3,House,,8560 Wevelgem,,,
https://www.immoweb.be/en/classified/house/for-sale/engis/4480/20284259,,,Good,259000,,House,,,Yes,,,2,House,,4480 ENGIS,,,
https://www.immoweb.be/en/classified/house/for-sale/virton-ruette/6760/20233866,,,To be done up,265000,,House,,No,,,4,5,House,Semi equipped,6760 Virton Ruette,180,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/kessel-lo/3010/20284215,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/kessel-lo/3010/20284211,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/bas-oha/4520/20280263,,,,290000,,House,,No,Yes,,4,3,House,,4520 BAS-OHA,,,
https://www.immoweb.be/en/classified/villa/for-sale/awans/4342/20241614,18,,To renovate,295000,,Villa,,No,,,4,3,Villa,Not installed,4342 Awans,220,,
https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/20213137,10,,To renovate,299000,,House,,No,,,4,3,House,Semi equipped,1083 Ganshoren,100,,
https://www.immoweb.be/en/classified/house/for-sale/werken/8610/20283374,,,Good,329000,,House,,,,,4,4,House,,8610 Werken,340,,
https://www.immoweb.be/en/classified/house/for-sale/les-bons-villers/6210/20175153,,,,355000,,House,,No,Yes,,3,4,House,,6210 Les Bons Villers,,,
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20275609,,,Good,375000,,House,,,Yes,,3,2,House,,2060 Antwerpen,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4020/20246465,,,To be done up,390000,,Apartment block,,No,,,2,5,Apartment block,,4020 Liège,,,
https://www.immoweb.be/en/classified/house/for-sale/aartselaar/2630/20213553,,,As new,399000,,House,,,,,2,5,House,,2630 Aartselaar,,,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20225955,30,,Good,445000,,House,,No,,,2,3,House,Hyper equipped,8000 Brugge,,,
https://www.immoweb.be/en/classified/house/for-sale/lievegem/9920/20237874,,,As new,510000,,House,,,,,4,4,House,,9920 Lievegem,,,
https://www.immoweb.be/en/classified/villa/for-sale/wanze/4520/20277079,,,,525000,,Villa,,No,,,4,4,Villa,,4520 Wanze,,,
https://www.immoweb.be/en/classified/house/for-sale/vrasene/9120/20285414,,,Good,539000,,House,,,Yes,,,4,House,Installed,9120 VRASENE,,,
https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve/1340/20148348,50,,To be done up,595000,,House,,No,,,4,3,House,Installed,1340 Ottignies-Louvain-la-Neuve,1461,,
https://www.immoweb.be/en/classified/house/for-sale/limelette/1342/20148346,50,,To be done up,595000,,House,,No,,,4,3,House,Installed,1342 Limelette,1461,,
https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20214229,12,,To be done up,625000,,House,,No,,,2,4,House,Semi equipped,1950 Kraainem,170,,
