URL,Locality,Type of property,Furnished,Number of rooms,Fully equipped kitchen,Living Area,Open fire,Terrace Area,Surface of the land,Surface area of the plot of land,Terrace,Swimming pool,Subtype of property,Price,Number of facades,Garden,State of the building,Garden Area
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20308996,9000 Gent,Apartment,,1,,,,,,,Yes,,Apartment,565000,,,Good,
https://www.immoweb.be/en/classified/service-flat/for-sale/alken/3570/20296940,3570 Alken,Service flat,,1,Installed,,,9,,,,,Service flat,230000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20298879,1050 Ixelles,Apartment,No,2,Hyper equipped,,,3,,,,,Apartment,380000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/stabroek/2940/20296922,2940 Stabroek,Apartment,,3,Installed,,,8,,,,,Apartment,399000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2018/2018/20299081,2018 ANTWERPEN 2018,Apartment,,3,Installed,,,15,,,,,Apartment,575000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20297176,9000 Gent,Apartment,,3,Hyper equipped,,,,,,Yes,,Apartment,649000,,,As new,280
https://www.immoweb.be/en/classified/apartment/for-sale/destelbergen/9070/20297174,9070 Destelbergen,Apartment,,3,Hyper equipped,,,,,,Yes,,Apartment,649000,,,As new,280
https://www.immoweb.be/en/classified/apartment/for-sale/soignies/7060/20316764,7060 SOIGNIES,Apartment,,1,Installed,,,12,,,,,Apartment,228000,4,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314375,9000 Gent,Apartment,No,1,Hyper equipped,,,10,,,,,Apartment,235000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314349,9000 Gent,Apartment,No,1,Hyper equipped,,,10,,,,,Apartment,250000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314154,9000 Gent,Apartment,No,1,Hyper equipped,,,12,,,,,Apartment,255000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20313523,9000 Gent,Apartment,No,1,Hyper equipped,,,12,,,,,Apartment,260000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20314960,8800 Roeselare,Apartment,,2,,,,11,,,,,Apartment,265000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314341,9000 Gent,Apartment,No,1,Hyper equipped,,,10,,,,,Apartment,265000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20316392,1030 Schaerbeek,Apartment,No,2,Hyper equipped,,,5,,,,,Apartment,299000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314304,9000 Gent,Apartment,No,2,Hyper equipped,,,12,,,,,Apartment,320000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314263,9000 Gent,Apartment,No,1,Hyper equipped,,,13,,,,,Apartment,325000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20314345,9000 Gent,Apartment,No,3,Hyper equipped,,,26,,,,,Apartment,340000,,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/saint-nicolas/4420/20312786,4420 Saint-Nicolas,Duplex,No,4,Installed,,,,,,,,Duplex,319000,3,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/sleidinge/9940/20291217,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem/9940/20291178,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/20291282,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/destelbergen/9070/20291290,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20291341,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/wondelgem/9032/20305634,9032 Wondelgem,Ground floor,No,2,,,,,,,Yes,,Ground floor,219000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20307965,2600 Berchem,Apartment,,2,Semi equipped,,,,,,Yes,,Apartment,265000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20310753,2800 Mechelen,Apartment,,2,Installed,,,6,,,,,Apartment,287000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20295695,2140 ANTWERPEN,Apartment,,2,Installed,,,,,,,,Apartment,214900,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20295696,2140 ANTWERPEN,Apartment,,2,Installed,,,,,,,,Apartment,219900,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20295693,2140 ANTWERPEN,Apartment,,2,Installed,,,,,,,,Apartment,219900,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20295046,1000 Bruxelles,Apartment,No,1,Installed,,,,,,,,Apartment,285000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20295044,1000 Bruxelles,Apartment,No,1,Installed,,,,,,,,Apartment,285000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/rumbeke/8800/20302750,8800 Rumbeke,Apartment,No,2,,,,,,,Yes,,Apartment,169000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20304889,2100 DEURNE,Apartment,,2,Installed,,,,,,,,Apartment,235000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20304627,8400 Oostende,Apartment,,2,,,,,,,,,Apartment,650000,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20310043,1020 Laeken,Apartment,No,2,Hyper equipped,,,12,,,,,Apartment,319000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20299970,2170 Merksem,Apartment,No,2,Installed,,,,,,,,Apartment,225000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20293555,2170 MERKSEM,Apartment,,2,Installed,,,3,,,,,Apartment,199900,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20309743,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lembeke/9971/20306548,9971 Lembeke,Apartment,No,2,Installed,,,14,,,,,Apartment,365000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/bornem/2880/20299647,2880 BORNEM,Apartment,,2,Installed,,,14,,,,,Apartment,229000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20298878,1050 Ixelles,Apartment,No,1,Not installed,,,5,,,,,Apartment,249000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20316055,4000 Liège,Apartment,No,2,Installed,,,8,,,,,Apartment,370000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/jalhay/4845/20313695,4845 Jalhay,Apartment,No,2,Installed,,,21,,,,,Apartment,295000,3,,As new,55
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-amandsberg/9040/20311355,9040 Gent Sint-Amandsberg,Apartment,No,2,Installed,,,12,,,,,Apartment,325000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20291880,1300 WAVRE,Apartment,No,3,USA semi equipped,,,54,,,,,Apartment,269000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20291474,2018 ANTWERPEN,Apartment,,2,Installed,,,4,,,,,Apartment,469000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-nicolas/4420/20306743,4420 SAINT-NICOLAS,Apartment,,1,Installed,,,,,,,,Apartment,99000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst-9300/9300/20305175,9300 Aalst (9300),Apartment,No,1,,,,,,,,,Apartment,124999,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20304284,8800 Roeselare,Apartment,,2,Installed,,,,,,,,Apartment,229000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20304205,8300 Knokke-Zoute,Apartment,Yes,1,Hyper equipped,,,,,,,,Apartment,349500,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294256,8400 Oostende,Apartment,No,2,,,,4,,,,,Apartment,144000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20295476,4020 LIÈGE,Apartment,,2,Semi equipped,,,6,,,,,Apartment,159000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20295953,1210 Saint-Josse-ten-Noode,Apartment,No,2,Semi equipped,,,,,,,,Apartment,165000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294257,8400 Oostende,Apartment,,2,,,,5,,,,,Apartment,185000,,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20295106,1190 Forest,Duplex,No,1,Not installed,,,,,,,,Duplex,199000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/assenede/9960/20296457,9960 ASSENEDE,Apartment,,2,Installed,,,,,,Yes,,Apartment,274000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20296152,2600 BERCHEM,Apartment,,2,Hyper equipped,,,,,,Yes,,Apartment,1095000,,,Just renovated,170
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/westende/8434/20290897,8434 Westende,,,,,,,,,,,,,From260000To740000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20289025,2600 BERCHEM,Apartment,,2,Installed,,,3,,,,,Apartment,214500,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20288094,2600 BERCHEM,Apartment,,2,Installed,,,12,,,,,Apartment,299000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20289024,2600 BERCHEM,Apartment,,2,Installed,,,106,,,,,Apartment,499000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20303490,1050 Ixelles,Apartment,,2,Installed,,,,,,Yes,,Apartment,695000,2,,As new,
https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/20309679,8434 Westende,Flat studio,Yes,,,,,,,,Yes,,Flat studio,168000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20309345,8400 Oostende,Apartment,,2,Installed,,,1square meter,,,,,Apartment,245000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lede/9340/20310226,9340 Lede,Apartment,No,2,Semi equipped,,,,,,,,Apartment,245000,,,Good,80
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/20310116,1080 Sint-Jans-Molenbeek,Apartment,No,2,Installed,,,10,,,,,Apartment,325000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/temse/9140/20300197,9140 Temse,Apartment,No,1,Installed,,,,,,Yes,,Apartment,239000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20316964,8430 MIDDELKERKE,Apartment,Yes,1,Semi equipped,,,3,,,,,Apartment,205000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-wilrijk/2610/20315028,2610 Antwerpen Wilrijk,Apartment,No,3,Installed,,,4,,,,,Apartment,249900,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20316997,4500 HUY,Apartment,,1,Installed,,,16,,,,,Apartment,270000,2,,,150
https://www.immoweb.be/en/classified/loft/for-sale/kortrijk/8500/20316536,8500 Kortrijk,Loft,,1,Installed,,,,,,Yes,,Loft,365000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20316598,2000 ANTWERPEN,Apartment,,3,Installed,,,,,,,,Apartment,885000,,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/etterbeek/1040/20316000,1040 ETTERBEEK,Penthouse,,3,,,,42,,,,,Penthouse,1150000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/ledeberg/9050/20307477,9050 Ledeberg,Apartment,,2,,,,,,,,,Apartment,225000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20307448,9050 Gentbrugge,Apartment,No,1,,,,,,,,,Apartment,245000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20309627,1140 Evere,Apartment,No,2,Hyper equipped,,,,,,Yes,,Apartment,315000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20307405,9000 Gent,Apartment,No,2,,,,,,,,,Apartment,320000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20306598,8400 Oostende,Apartment,No,2,,,,6,,,,,Apartment,395000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/lembeke/9971/20306528,9971 Lembeke,Apartment,No,3,Installed,,,17,,,,,Apartment,495000,,,Just renovated,79
https://www.immoweb.be/en/classified/apartment/for-sale/seraing/4102/20239719,4102 Seraing,Apartment,No,2,Installed,,,25,,,,,Apartment,325000,2,,As new,148
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20296384,1070 Anderlecht,Apartment,No,2,Installed,,,10,,,,,Apartment,199000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20298537,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20296888,8300 Knokke,Apartment,Yes,2,Installed,,,,,,Yes,,Apartment,465000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20297505,1050 Ixelles,Apartment,No,2,Hyper equipped,,,,,,Yes,,Apartment,900000,2,,As new,163
https://www.immoweb.be/en/classified/apartment/for-sale/dikkelvenne/9890/20316205,9890 Dikkelvenne,Apartment,No,2,,,,6,,,,,Apartment,308750,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/ukkel/1180/20313267,1180 Ukkel,Apartment,No,2,Installed,,,16,,,,,Apartment,299000,3,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen-2000/2000/20310948,2000 Antwerpen (2000),Penthouse,,2,Installed,,,39,,,,,Penthouse,679000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20305571,8420 De Haan,Apartment,,2,,,,,,,,,Apartment,225000,,,Just renovated,
https://www.immoweb.be/en/classified/kot/for-sale/antwerpen/2060/20306805,2060 ANTWERPEN,Kot,,2,Installed,,,,,,,,Kot,235000,2,,Just renovated,
https://www.immoweb.be/en/classified/duplex/for-sale/halle/1500/20307901,1500 HALLE,Duplex,,3,Installed,,,6,,,,,Duplex,385000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20307900,1500 HALLE,Apartment,,3,Installed,,,6,,,,,Apartment,385000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/20296498,6600 BASTOGNE,Apartment,,3,Installed,,,,,,,,Apartment,345000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20297309,1180 Uccle,Apartment,,2,USA hyper equipped,,,,,,,,Apartment,460000,2,,Good,25
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20290513,1150 Woluwe-Saint-Pierre,Apartment,No,4,Hyper equipped,,,14,,,,,Apartment,885000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20304153,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20305564,2640 MORTSEL,Apartment,,2,Installed,,,6,,,,,Apartment,259000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20305565,2640 MORTSEL,Apartment,,2,Installed,,,5,,,,,Apartment,295000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20301898,1180 Uccle,Apartment,No,2,Hyper equipped,,,27,,,,,Apartment,695000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20303636,1500 HALLE,Apartment,,4,Installed,,,6,,,,,Apartment,749000,3,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20293552,8400 Oostende,Apartment,No,1,,,,10,,,,,Apartment,139000,,,To be done up,100
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/staden/8840/20287619,8840 Staden,Residentie De Gilde,,,,,,,,,,,Residentie De Gilde,From184500To277750,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/habay-la-neuve/6720/20288310,6720 HABAY-LA-NEUVE,PRIMVERT - RESIDENCE REINETTE,,,,,,,,,,,PRIMVERT - RESIDENCE REINETTE,From199000To469000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/koekelare/8680/20287620,8680 Koekelare,,,,,,,,,,,,,From224467To421106,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/habay-la-neuve/6720/20288311,6720 HABAY-LA-NEUVE,PRIMVERT - RESIDENCE CORNELIE,,,,,,,,,,,PRIMVERT - RESIDENCE CORNELIE,From225000To339000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anzegem/8570/20287741,8570 Anzegem,Residentie Goswin,,,,,,,,,,,Residentie Goswin,From228540To434384,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289500,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evergem/9940/20287743,9940 Evergem,Residentie Koriander,,,,,,,,,,,Residentie Koriander,From263668To387468,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ukkel/1180/20289424,1180 Ukkel,Les promenades d'Uccle - Canopée,,,,,,,,,,,Les promenades d'Uccle - Canopée,From270000To995000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/langemark-poelkapelle/8920/20287618,8920 Langemark-Poelkapelle,Residentie 'Le Vieux Charles',,,,,,,,,,,Residentie 'Le Vieux Charles',From298000To344000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lint/2547/20290663,2547 LINT,Residentie Willow - Lint,,,,,,,,,,,Residentie Willow - Lint,From299500To319000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289264,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289115,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289175,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289315,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289233,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289338,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/20289391,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20286074,2020 ANTWERPEN,Apartment,,2,,,,1square meter,,,,,Apartment,149500,3,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20285846,1400 Nivelles,Apartment,,3,Installed,,,13,,,,,Apartment,180000,4,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20286450,2660 HOBOKEN,Apartment,,2,,,,3,,,,,Apartment,249900,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/hannut/4280/20300813,4280 Hannut,Apartment,No,2,Installed,,,,,,Yes,,Apartment,175000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/hannut/4280/20300812,4280 Hannut,Apartment,No,2,Installed,,,,,,Yes,,Apartment,190000,4,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20299963,8780 Oostrozebeke,Apartment,No,2,Installed,,,,,,Yes,,Apartment,235000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20301172,1180 Uccle,Apartment,No,1,Hyper equipped,,,10,,,,,Apartment,269000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/drogenbos/1620/20301175,1620 Drogenbos,Apartment,No,1,Hyper equipped,,,10,,,,,Apartment,269000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20299959,1140 Evere,Apartment,,2,Installed,,,3,,,,,Apartment,335000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20299835,8300 Knokke-Heist,Apartment,No,3,Installed,,,,,,,,Apartment,775000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/hamme-9220/9220/20312891,9220 Hamme (9220),Apartment,,3,,,,,,,,,Apartment,215000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/20315712,2630 AARTSELAAR,Apartment,,3,Installed,,,7,,,,,Apartment,399500,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20293114,9300 AALST,Apartment,,3,Installed,,,,,,Yes,,Apartment,289000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2050/2050/20307991,2050 Antwerpen (2050),Apartment,,2,Installed,,,,,,Yes,,Apartment,365000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/lembeke/9971/20306568,9971 Lembeke,Apartment,No,2,Installed,,,16,,,,,Apartment,385000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20308020,8400 Oostende,Apartment,No,3,,,,8,,,,,Apartment,445000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brakel/9660/20297038,9660 Brakel,Apartment,No,1,Installed,,,,,,,,Apartment,220000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20297481,2000 ANTWERPEN,Apartment,,2,,,,1square meter,,,,,Apartment,349000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20296872,8670 Koksijde,Apartment,,2,,,,,,,Yes,,Apartment,495000,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20297504,1000 Bruxelles,Apartment,No,3,Hyper equipped,,,,,,Yes,,Apartment,1200000,2,,As new,150
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20297503,1050 Ixelles,Apartment,No,3,Hyper equipped,,,,,,Yes,,Apartment,1200000,2,,As new,150
https://www.immoweb.be/en/classified/apartment/for-sale/bertrix/6880/20315519,6880 Bertrix,Apartment,No,2,,,,,,,Yes,,Apartment,239900,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20315759,1190 Forest,Apartment,No,1,Hyper equipped,,,2,,,,,Apartment,275000,2,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20316395,1000 Bruxelles,Penthouse,No,2,Hyper equipped,,,5,,,,,Penthouse,325000,,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/schaerbeek/1030/20316396,1030 Schaerbeek,Penthouse,No,2,Hyper equipped,,,5,,,,,Penthouse,325000,,,As new,
https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20314511,1040 Etterbeek,Flat studio,No,1,Installed,,,,,,,,Flat studio,190000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-nicolas/4420/20312775,4420 Saint-Nicolas,Apartment,No,3,Installed,,,13,,,,,Apartment,229000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20312459,1080 Molenbeek-Saint-Jean,Apartment,No,2,,,,4,,,,,Apartment,349000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20314816,1150 Woluwe-Saint-Pierre,Apartment,No,3,Installed,,,14,,,,,Apartment,365000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20312851,3000 Leuven,Apartment,,3,,,,3,,,,,Apartment,485000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20311714,1050 IXELLES,Apartment,,3,Hyper equipped,,,7,,,,,Apartment,545000,2,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/zaventem/1930/20291799,1930 Zaventem,Flat studio,Yes,1,Installed,,,5,,,,,Flat studio,169000,2,,As new,
https://www.immoweb.be/en/classified/duplex/for-sale/bruxelles/1000/20290634,1000 Bruxelles,Duplex,No,3,Hyper equipped,,,52,,,,,Duplex,460000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/zomergem/9930/20309057,9930 Zomergem,Apartment,No,2,Hyper equipped,,,19,,,,,Apartment,408000,4,,As new,91
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20306147,2930 Brasschaat,Apartment,,2,,,,,,,Yes,,Apartment,259000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/maldegem-adegem/9991/20305710,9991 Maldegem Adegem,Ground floor,No,1,Installed,,,40,,,,,Ground floor,299000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20304706,8450 Bredene,Apartment,,2,Installed,,,,,,,,Apartment,325000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20307646,2610 WILRIJK,Apartment,,3,Hyper equipped,,,10,,,,,Apartment,475000,3,,,120
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20296485,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hombeek/2811/20282491,2811 HOMBEEK,Apartment,,2,Installed,,,9,,,,,Apartment,260000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20296493,2060 ANTWERPEN,Apartment,,2,Installed,,,,,,,,Apartment,265000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/rotselaar/3110/20296772,3110 ROTSELAAR,Apartment,,3,Installed,,,,,,,,Apartment,307500,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/wezemaal/3111/20296771,3111 WEZEMAAL,Apartment,,3,Installed,,,,,,,,Apartment,307500,,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/20295500,2830 WILLEBROEK,Apartment,,3,Semi equipped,,,36,,,,,Apartment,310000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20295055,1000 Bruxelles,Apartment,No,1,Installed,,,,,,,,Apartment,475000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20296660,1000 Bruxelles,Apartment,No,2,Hyper equipped,,,,,,Yes,,Apartment,900000,2,,As new,163
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20294174,8300 Knokke,Apartment,,3,Installed,,,,,,Yes,,Apartment,1250000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20294175,8301 Duinbergen,Apartment,,3,Installed,,,,,,Yes,,Apartment,1250000,2,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20288641,1180 Uccle,Penthouse,,2,Semi equipped,,,40,,,,,Penthouse,525000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20304021,,,,,,,,,,,,,,,,,,
