URL,Locality,Type of property,Furnished,Number of rooms,Fully equipped kitchen,Living Area,Open fire,Terrace Area,Surface of the land,Surface area of the plot of land,Terrace,Swimming pool,Subtype of property,Price,Number of facades,Garden,State of the building,Garden Area
https://www.immoweb.be/en/classified/apartment/for-sale/boncelles/4100/20243296,4100 Boncelles,Apartment,,1,Installed,,,5,,,,,Apartment,160000,2,,Good,
https://www.immoweb.be/en/classified/loft/for-sale/antwerpen/2000/20291330,2000 ANTWERPEN,Loft,,1,Installed,,,,,,Yes,,Loft,325000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-deurne/2100/20307854,2100 Antwerpen Deurne,Apartment,No,1,Installed,,,5,,,,,Apartment,174900,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/20305488,1081 Koekelberg,Apartment,,2,,,,5,,,,,Apartment,235000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9051/20306521,9051 Gent,Apartment,,3,,,,,,,Yes,,Apartment,495000,,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/evere/1140/20261486,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294803,9000 Gent,Apartment,,1,Semi equipped,,,,,,,,Apartment,229000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20296497,9800 Deinze,Apartment,No,2,Hyper equipped,,,,,,,,Apartment,229000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20296226,2100 Deurne,Apartment,Yes,2,Installed,,,10,,,,,Apartment,245000,2,,As new,
https://www.immoweb.be/en/classified/penthouse/for-sale/deurne/2100/20296225,2100 Deurne,Penthouse,No,3,Installed,,,52,,,,,Penthouse,399000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20270990,1300 WAVRE,Apartment,No,1,Installed,,,,,,,,Apartment,149000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20270989,1300 WAVRE,Apartment,No,1,Installed,,,,,,,,Apartment,159000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20270987,1300 WAVRE,Apartment,No,3,Installed,,,,,,,,Apartment,229000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/20270988,1300 WAVRE,Ground floor,No,3,Installed,,,,,,,,Ground floor,229000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wakken/8720/20287602,8720 Wakken,Apartment,No,1,Installed,,,,,,Yes,,Apartment,149900,,,Good,
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20287715,3000 Leuven,Flat studio,Yes,,Installed,,,6,,,,,Flat studio,245000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/liedekerke/1770/20306094,1770 LIEDEKERKE,Apartment,,3,Hyper equipped,,,11,,,,,Apartment,462000,4,,,49
https://www.immoweb.be/en/classified/apartment/for-sale/saint-nicolas/4420/20305346,4420 SAINT-NICOLAS,Apartment,,1,Not installed,,,10,,,,,Apartment,139500,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-berchem/2600/20302974,2600 Antwerpen Berchem,Apartment,No,2,Installed,,,5,,,,,Apartment,159900,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20302266,1000 Bruxelles,Apartment,Yes,1,Semi equipped,,,,,,,,Apartment,179000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20303814,1050 Ixelles,Apartment,No,1,Installed,,,22,,,,,Apartment,250000,2,,Good,70
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20300686,9000 Gent,Apartment,,2,,,,3,,,,,Apartment,270000,,,To be done up,
https://www.immoweb.be/en/classified/duplex/for-sale/spa/4900/20304084,4900 Spa,Duplex,No,2,Installed,,,9,,,,,Duplex,298500,2,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/lier/2500/20302794,2500 Lier,Duplex,,3,Hyper equipped,,,,,,Yes,,Duplex,349000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20302527,3000 Leuven,Apartment,,2,,,,5,,,,,Apartment,349000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20304004,1150 Woluwe-Saint-Pierre,Apartment,No,2,Not installed,,,4,,,,,Apartment,390000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20302572,1030 Schaarbeek,Apartment,,3,Semi equipped,,,,,,,,Apartment,699000,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20281777,2610 WILRIJK,Apartment,,1,Installed,,,3,,,,,Apartment,185000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20281778,2610 WILRIJK,Apartment,,1,Installed,,,3,,,,,Apartment,195000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/heverlee/3001/20268459,3001 HEVERLEE,Apartment,,3,Installed,,,2,,,,,Apartment,360000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20293498,8370 Blankenberge,Apartment,,2,,,,,,,Yes,,Apartment,245000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20310315,9051 Gent Sint-Denijs-Westrem,Apartment,No,2,Hyper equipped,,,3,,,,,Apartment,398000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gent-sint-denijs-westrem/9051/20310310,9051 Gent Sint-Denijs-Westrem,Apartment,No,2,Hyper equipped,,,3,,,,,Apartment,459000,2,,As new,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de-klinge/9170/20271338,9170 DE KLINGE,"Residentie ""Klingedorp""",,,,,,,,,,,"Residentie ""Klingedorp""",From22500To339750,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/thieu/7070/20272908,7070 Thieu,Thieu,,,,,,,,,,,Thieu,From145000To326000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/arlon/6700/20270823,6700 ARLON,Résidence OXILA,,,,,,,,,,,Résidence OXILA,From234900To399900,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/20131295,8370 Blankenberge,New real estate project - Apartments,,,,,,,,,,,New real estate project - Apartments,From436000To692000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20284951,8300 Knokke-Zoute,Apartment,Yes,2,Hyper equipped,,,,,,Yes,,Apartment,799000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/20288137,2630 AARTSELAAR,Apartment,,2,Installed,,,,,,,,Apartment,224000,2,,Good,
https://www.immoweb.be/en/classified/triplex/for-sale/virton/6760/20300469,6760 Virton,Triplex,No,3,Installed,,,,,,,,Triplex,169000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-zuid/2018/20302026,2018 Antwerpen-Zuid,Apartment,Yes,2,Installed,,,5,,,,,Apartment,329000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20300656,1030 Schaerbeek,Apartment,No,2,Hyper equipped,,,,,,,,Apartment,390000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/putte/2580/20300227,2580 Putte,Apartment,,3,Hyper equipped,,,,,,Yes,,Apartment,695000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20301955,9800 Deinze,Apartment,No,2,Hyper equipped,,,,,,Yes,,Apartment,239000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20316059,2000 Antwerpen,Apartment,Yes,2,,,,20,,,,,Apartment,419000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20314368,8300 Knokke,Apartment,,2,Installed,,,,,,,,Apartment,449000,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/20302886,1050 Ixelles,Duplex,,3,USA hyper equipped,,,20,,,,,Duplex,799000,2,,As new,45
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/20316762,2300 Turnhout,Apartment,,2,,,,5,,,,,Apartment,263000,2,,Just renovated,52
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20315427,2650 Edegem,Apartment,,2,Installed,,,5,,,,,Apartment,295000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20292049,8420 De Haan,Apartment,Yes,1,Installed,,,,,,Yes,,Apartment,89000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20293354,1000 BRUSSEL,Apartment,,1,Installed,,,11,,,,,Apartment,285000,4,,Good,
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/20308890,1050 Ixelles,Duplex,No,3,,,,80,,,,,Duplex,1600000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/20268729,8530 Harelbeke,Apartment,,3,Installed,,,4,,,,,Apartment,195000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20254019,1180 Uccle,Apartment,No,2,Installed,,,12,,,,,Apartment,445000,2,,To renovate,90
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20209328,1160 Auderghem,Apartment,No,2,Hyper equipped,,,25,,,,,Apartment,449000,,,As new,50
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20237973,1210 Saint-Josse-ten-Noode,Apartment,No,1,Semi equipped,,,,,,,,Apartment,139000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20238677,1210 Saint-Josse-ten-Noode,Apartment,No,1,Semi equipped,,,,,,,,Apartment,169000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20284355,1040 Etterbeek,Apartment,No,1,Semi equipped,,,,,,,,Apartment,195000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20270973,1000 Bruxelles,Apartment,Yes,1,Hyper equipped,,,,,,,,Apartment,197500,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20221915,1000 Bruxelles,Apartment,No,1,Installed,,,,,,,,Apartment,229500,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20217508,1200 Woluwe-Saint-Lambert,Apartment,No,1,Hyper equipped,,,12,,,,,Apartment,245000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20259952,1080 MOLENBEEK-SAINT-JEAN,Apartment,,2,Hyper equipped,,,4,,,,,Apartment,265000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20210100,1080 Molenbeek-Saint-Jean,Apartment,No,3,Hyper equipped,,,5,,,,,Apartment,295000,2,,As new,
https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20253431,1040 Etterbeek,Flat studio,No,1,Hyper equipped,,,9,,,,,Flat studio,299000,2,,As new,20
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20242296,1040 Etterbeek,Apartment,No,2,Installed,,,5,,,,,Apartment,319000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20284709,1070 Anderlecht,Apartment,No,2,Hyper equipped,,,10,,,,,Apartment,319000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20280777,1070 Anderlecht,Apartment,No,2,Hyper equipped,,,20,,,,,Apartment,335000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20282703,9620 Zottegem,Apartment,,3,Installed,,,8,,,,,Apartment,365000,,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/20278545,1160 Auderghem,Ground floor,,2,Installed,,,4,,,,,Ground floor,380000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20222727,1200 Woluwe-Saint-Lambert,Apartment,Yes,2,Hyper equipped,,,16,,,,,Apartment,435000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20211666,1050 Ixelles,Apartment,No,3,Hyper equipped,,,,,,,,Apartment,790000,2,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ekeren/2180/20313661,2180 EKEREN,Schuttershof,,,,,,,,,,,Schuttershof,From325000To419000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20298643,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20297921,9300 Aalst,Apartment,No,1,Hyper equipped,,,,,,Yes,,Apartment,269000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20295809,9000 Gent,Apartment,No,4,Not installed,,,,,,Yes,,Apartment,299000,2,,To renovate,70
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20298104,1050 Ixelles,Apartment,No,2,Hyper equipped,,,26,,,,,Apartment,790000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20315479,2950 KAPELLEN,Apartment,,2,Hyper equipped,,,11,,,,,Apartment,311500,4,,,20
https://www.immoweb.be/en/classified/apartment/for-sale/berlare/9290/20316030,9290 Berlare,Apartment,No,3,Hyper equipped,,,31,,,,,Apartment,546000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20313403,1050 Ixelles,Apartment,No,1,,,,,,,,,Apartment,235000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2610/20314990,2610 Antwerpen,Apartment,,3,,,,,,,Yes,,Apartment,255000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20291927,1070 Anderlecht,Apartment,No,1,Installed,,,,,,Yes,,Apartment,170000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20288796,8300 Knokke-Zoute,Apartment,,4,Hyper equipped,,,,,,Yes,,Apartment,2775000,3,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20308642,4000 Liège,Apartment,No,1,Installed,,,,,,,,Apartment,169000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/court-saint-etienne/1490/20307673,1490 COURT-SAINT-ETIENNE,Apartment,,1,Semi equipped,,,5,,,,,Apartment,170000,2,,Good,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20308243,1000 Bruxelles,Flat studio,No,,Installed,,,10,,,,,Flat studio,175000,,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20305561,8400 Oostende,Apartment,Yes,1,,,,,,,,,Apartment,189000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20306844,1030 Schaarbeek,Apartment,No,1,Hyper equipped,,,12,,,,,Apartment,239000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/20307259,1080 Sint-Jans-Molenbeek,Apartment,No,2,Installed,,,,,,Yes,,Apartment,250000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20308230,1200 Woluwe-Saint-Lambert,Apartment,No,2,Hyper equipped,,,3,,,,,Apartment,345000,2,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/forest/1190/20234146,1190 Forest,"""Forest Village II""",,,,,,,,,,,"""Forest Village II""",From188000To460000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/20210432,1140 Evere,"""Evora""",,,,,,,,,,,"""Evora""",From235000To459000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bredene/8450/20266638,8450 Bredene,OPTIMIST,,,,,,,,,,,OPTIMIST,From240000To380000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/eeklo/9900/20265168,9900 Eeklo,,,,,,,,,,,,,From274668To355277,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vosselaar/2350/20269289,2350 VOSSELAAR,Residentie Konijnenberg,,,,,,,,,,,Residentie Konijnenberg,From289000To685000,,,,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/eeklo/9900/20265176,9900 Eeklo,,,,,,,,,,,,,From306152To355718,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/berchem/2600/20275109,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20274574,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20073959,2000 ANTWERPEN,Apartment,,2,Semi equipped,,,10,,,,,Apartment,349000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20275314,8300 Knokke,Apartment,No,2,Installed,,,8,,,,,Apartment,635000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/20294411,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/20296886,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/latour/6761/20296108,6761 Latour,Apartment,,2,Semi equipped,,,,,,,,Apartment,135000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294138,9000 Gent,Apartment,No,2,Not installed,,,10,,,,,Apartment,185000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294137,9000 Gent,Apartment,No,2,Not installed,,,10,,,,,Apartment,185000,2,,To renovate,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20296227,2100 Deurne,Apartment,Yes,2,Installed,,,,,,,,Apartment,219000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20294805,9000 Gent,Apartment,,1,Semi equipped,,,,,,,,Apartment,229000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20294824,1180 Uccle,Apartment,No,2,Semi equipped,,,8,,,,,Apartment,245000,2,,Good,
https://www.immoweb.be/en/classified/flat-studio/for-sale/auderghem/1160/20294832,1160 Auderghem,Flat studio,Yes,,Hyper equipped,,,3,,,,,Flat studio,250000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/20294817,2930 BRASSCHAAT,Apartment,,1,Installed,,,60,,,,,Apartment,329000,2,,Good,
https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/20295301,1080 Molenbeek-saint-jean,Penthouse,No,2,Hyper equipped,,,86,,,,,Penthouse,339000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20296305,8300 KNOKKE,Apartment,,1,Semi equipped,,,,,,,,Apartment,359000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/laakdal/2430/20312527,2430 LAAKDAL,Apartment,,1,Installed,,,14,,,,,Apartment,239500,3,,,
https://www.immoweb.be/en/classified/apartment/for-sale/assenede/9960/20311327,9960 Assenede,Apartment,No,1,Hyper equipped,,,51,,,,,Apartment,295000,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20310562,2140 Borgerhout,Apartment,No,1,Installed,,,,,,,,Apartment,169000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/bertem/3060/20308136,3060 BERTEM,Apartment,,1,Installed,,,,,,,,Apartment,345000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20271230,2660 HOBOKEN,Apartment,,1,,,,6,,,,,Apartment,155000,2,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20287747,9820 Merelbeke,Apartment,No,1,,,,,,,Yes,,Apartment,275000,,,Just renovated,
https://www.immoweb.be/en/classified/penthouse/for-sale/oostende/8400/20287384,8400 Oostende,Penthouse,,2,,,,,,,Yes,,Penthouse,1195000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/montegnee/4420/20305344,4420 MONTEGNÉE,Apartment,,3,Not installed,,,,,,,,Apartment,199500,2,,Just renovated,
https://www.immoweb.be/en/classified/penthouse/for-sale/lier/2500/20303845,2500 LIER,Penthouse,,2,Installed,,,14,,,,,Penthouse,335000,2,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schoten/2900/20304244,2900 Schoten,Apartment,No,2,Installed,,,42,,,,,Apartment,384900,2,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20304349,1170 Watermael-Boitsfort,Apartment,,3,Installed,,,34,,,,,Apartment,450000,3,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20305637,1050 Ixelles,Apartment,No,3,Installed,,,8,,,,,Apartment,950000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/20280391,1081 Koekelberg,Apartment,,2,Semi equipped,,,10,,,,,Apartment,220000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20275685,1070 Anderlecht,Apartment,,2,USA installed,,,16,,,,,Apartment,279000,,,As new,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20143305,1190 Forest,Apartment,,2,Semi equipped,,,8,,,,,Apartment,295000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20200112,1040 Etterbeek,Apartment,,1,USA hyper equipped,,,3,,,,,Apartment,330000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20222419,1030 Schaarbeek,Apartment,,2,Installed,,,4,,,,,Apartment,349000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/20207728,1300 WAVRE,Ground floor,No,2,USA hyper equipped,,,15,,,,,Ground floor,365000,2,,Just renovated,70
https://www.immoweb.be/en/classified/ground-floor/for-sale/tervuren/3080/20253324,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20082967,1000 Brussel,Apartment,,2,Installed,,,,,,,,Apartment,485000,2,,As new,36
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20279643,1180 Uccle,Penthouse,,2,USA hyper equipped,,,55,,,,,Penthouse,685000,4,,Just renovated,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre-sint-pieters-woluwe/1150/20161958,1150 Woluwe-Saint-Pierre - Sint-Pieters-Woluwe,Apartment,,3,Hyper equipped,,,15,,,,,Apartment,795000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20264680,2000 Antwerpen (2000),Apartment,No,2,Hyper equipped,,,10,,,,,Apartment,549000,,,As new,1400
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20281065,8500 KORTRIJK,Apartment,,2,Semi equipped,,,,,,Yes,,Apartment,275000,2,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20273285,1030 Schaerbeek,Ground floor,No,2,Installed,,,,,,,,Ground floor,349000,2,,Good,31
https://www.immoweb.be/en/classified/penthouse/for-sale/harelbeke/8530/20280152,8530 Harelbeke,Penthouse,No,3,,,,51,,,,,Penthouse,669000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/11263737,8540 DEERLIJK,Apartment,,2,Installed,,,1square meter,,,,,Apartment,180000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20293822,6700 ARLON,Apartment,,2,Installed,,,,,,Yes,,Apartment,285000,,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vichte/8570/20296774,,Rembrandt - appartementen,,,,,,,,,,,Rembrandt - appartementen,From189250To435000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/mariakerke/9030/20309746,9030 Mariakerke,Apartment,,2,,,,,,,Yes,,Apartment,229500,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/elsene/1050/20309980,1050 Elsene,Ground floor,Yes,2,USA hyper equipped,,,,,,,,Ground floor,370000,2,,Good,
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20279233,8370 BLANKENBERGE,Flat studio,Yes,,Installed,,,,,,Yes,,Flat studio,136000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20279338,8780 OOSTROZEBEKE,Apartment,,2,,,,7,,,,,Apartment,140000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20279337,8780 OOSTROZEBEKE,Apartment,,2,,,,7,,,,,Apartment,149000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20279343,8780 OOSTROZEBEKE,Apartment,,2,,,,20,,,,,Apartment,165000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/tielt-8700/8700/20278359,8700 Tielt (8700),Apartment,No,1,,,,14,,,,,Apartment,193000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/20229232,1300 Wavre,Apartment,No,2,Semi equipped,,,,,,Yes,,Apartment,240000,2,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20279076,8370 BLANKENBERGE,Apartment,Yes,1,Installed,,,,,,Yes,,Apartment,289000,2,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/zwijnaarde/9052/20278358,9052 Zwijnaarde,Apartment,No,2,Installed,,,5,,,,,Apartment,299000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20286409,1020 Laeken,Apartment,No,2,Hyper equipped,,,3,,,,,Apartment,259000,2,,As new,
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerpen/2018/20288073,2018 ANTWERPEN,Ground floor,,1,Installed,,,,,,,,Ground floor,295000,2,,Just renovated,27
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20285251,8660 De Panne,Apartment,,2,Installed,,,,,,Yes,,Apartment,295000,,,Good,
https://www.immoweb.be/en/classified/ground-floor/for-sale/marche-en-famenne/6900/20303518,6900 Marche-en-Famenne,Ground floor,No,3,Not installed,,,13,,,,,Ground floor,335000,3,,As new,111
https://www.immoweb.be/en/classified/apartment/for-sale/klemskerke/8420/20302518,8420 Klemskerke,Apartment,,,,,,4,,,,,Apartment,145000,,,As new,
https://www.immoweb.be/en/classified/duplex/for-sale/huy/4500/20302496,4500 HUY,Duplex,,3,USA semi equipped,,,,,,,,Duplex,225000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20302074,1070 Anderlecht,Apartment,,2,,,,,,,,,Apartment,330000,,,Good,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20301028,8380 Zeebrugge,Apartment,,3,,,,,,,Yes,,Apartment,745000,,,Good,
https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/seneffe/7180/20266844,,LES DEUX ECLUSES PHASE II,,,,,,,,,,,LES DEUX ECLUSES PHASE II,From208000To404000,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/20316216,2170 Merksem,Apartment,,1,Hyper equipped,,,10,,,,,Apartment,187500,,,As new,10
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20272656,8400 Oostende,Apartment,No,2,,,,2,,,,,Apartment,195000,,,To be done up,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20292320,8300 Knokke-Heist,Apartment,No,2,Hyper equipped,,,4,,,,,Apartment,1195000,2,,Just renovated,
