URL,Garden Area,Garden,Price,Type of property,Subtype of property,Open fire,State of the building,Surface of the land,Locality,Fully equipped kitchen,Number of facades,Terrace,Living Area,Swimming pool,Furnished,Number of rooms,Surface area of the plot of land,Terrace Area
https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/20297605,,,240000,Apartment,Apartment,,Good,,9400 Ninove,Installed,3,,,,No,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/kapellen/2950/20299146,,,315000,Apartment,Apartment,,Good,,2950 Kapellen,Installed,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20298158,,,325000,Apartment,Apartment,,Good,,2000 Antwerpen,Hyper equipped,2,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20299186,,,520000,Apartment,Apartment,,As new,,,Hyper equipped,2,,,,Yes,2,,4
https://www.immoweb.be/en/classified/penthouse/for-sale/knokke-heist/8300/20298900,,,625000,Penthouse,Penthouse,,As new,,8300 Knokke-Heist,Hyper equipped,2,,,,No,2,,10
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20257909,,,366500,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,1,,27
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20257907,,,406000,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,2,,25
https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20257910,,,645500,Apartment,Apartment,,Good,,9820 Merelbeke,,,,,,No,3,,39
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20312416,,,270000,Apartment,Apartment,,,,8430 Middelkerke,,3,,,,,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20252433,,,315000,Apartment,Apartment,,To renovate,,1000 BRUXELLES,Not installed,,,,,No,2,,
https://www.immoweb.be/en/classified/duplex/for-sale/knokke/8300/20312396,,,1235000,Duplex,Duplex,,Good,,8300 Knokke,,,,,,,2,,24
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20279577,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/oostende/8400/20195211,,,269500,Duplex,Duplex,,,,8400 Oostende,Installed,,,,,No,3,,5
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20269268,,,315000,Apartment,Apartment,,,,1420 Braine-l'Alleud,,2,Yes,,,No,3,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/evergem/9940/20291269,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/20291356,50,,275000,Apartment,Apartment,,Just renovated,,,Installed,2,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20261511,,,249000,Apartment,Apartment,,,,8400 Oostende,,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20259039,,,2595000,Apartment,Apartment,,As new,,9000 Gent,,,,,,,2,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/liege/4000/20259484,,,175000,Flat studio,Flat studio,,As new,,4000 Liège,Installed,,,,,No,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/evere/1140/20210443,,,235000,Flat studio,Flat studio,,As new,,1140 Evere,Hyper equipped,,,,,No,,,4
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20270560,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20240726,,,269000,Apartment,Apartment,,As new,,1140 Evere,,4,,,,,1,,5
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20240723,,,279000,Apartment,Apartment,,As new,,1140 Evere,,4,,,,,1,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/gent/9000/20270544,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zaventem/1930/20233239,,,308000,Apartment,Apartment,,As new,,1930 Zaventem,Hyper equipped,2,,,,No,1,,5
https://www.immoweb.be/en/classified/apartment/for-sale/zaventem/1930/20139532,,,325000,Apartment,Apartment,,As new,,1930 Zaventem,Hyper equipped,2,,,,No,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20270545,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar-aartselaar/2630/20281813,,,349300,Apartment,Apartment,,Good,,2630 Aartselaar (Aartselaar),,2,,,,No,2,,18
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20270577,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20240724,,,379000,Apartment,Apartment,,As new,,1140 Evere,,4,,,,,3,,5
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20270558,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20240725,,,469000,Apartment,Apartment,,As new,,1140 Evere,,4,,,,,2,,45
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20274947,,,472500,Apartment,Apartment,,Good,,9000 Gent,,,,,,,2,,14
https://www.immoweb.be/en/classified/penthouse/for-sale/brussels/1000/20256873,,,495000,Penthouse,Penthouse,,As new,,1000 Brussels,Hyper equipped,3,,,,No,1,,54
https://www.immoweb.be/en/classified/penthouse/for-sale/ukkel/1180/20255292,,,710000,Penthouse,Penthouse,,,,1180 Ukkel,Installed,4,,,,No,2,,58
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20145559,,,1375000,Apartment,Apartment,,As new,,1050 Ixelles,Hyper equipped,2,,,,No,3,,39
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20278356,,,199000,Apartment,Apartment,,Good,,8670 Koksijde,,,Yes,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20295535,,,150000,Apartment,Apartment,,Good,,8660 De panne,Installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20295191,,,170000,Apartment,Apartment,,Good,,9100 Sint-Niklaas,,,Yes,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20294708,,,215000,Apartment,Apartment,,Good,,3300 Tienen,Installed,3,,,,No,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20295215,,,230000,Apartment,Apartment,,As new,,8540 Deerlijk,Not installed,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20295536,,,249500,Apartment,Apartment,,Good,,8670 Koksijde,Installed,3,,,,No,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1120/20295841,,,259000,Apartment,Apartment,,Good,,1120 Bruxelles,Not installed,2,,,,No,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/20291776,,,295000,Apartment,Apartment,,Just renovated,,,Hyper equipped,,,,,,3,,35
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20295197,,,395000,Apartment,Apartment,,Good,,8300 Knokke,Hyper equipped,2,,,,No,2,,4
https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20294547,,,435000,Apartment,Apartment,,Just renovated,,,Installed,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/20252556,,,209000,Apartment,Apartment,,Good,,8420 Wenduine,Installed,,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/niel/2845/20251383,,,219000,Apartment,Apartment,,Good,,2845 Niel,Hyper equipped,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20194193,,,394000,Apartment,Apartment,,As new,,2800 Mechelen,,,,,,,2,,35
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20176974,,,1480000,Penthouse,Penthouse,,As new,,1180 Uccle,Hyper equipped,4,,,,No,3,,30
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20124047,,,1425000,Apartment,Apartment,,As new,,,Hyper equipped,2,Yes,,,No,4,,
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20252571,,,189000,Apartment,Apartment,,Good,,8670 Koksijde,Installed,,Yes,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20290067,,,195000,Apartment,Apartment,,Good,,3300 Tienen,,,,,,,2,,10
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20289709,,,360000,Penthouse,Penthouse,,As new,,,USA installed,2,,,,,1,,10
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/20287554,,,825000,Apartment,Apartment,,As new,,2060 Antwerpen,,,,,,,4,,
https://www.immoweb.be/en/classified/apartment/for-sale/ath/7800/20308214,,,230000,Apartment,Apartment,,Good,,7800 Ath,,2,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/wetteren/9230/20306067,36,,318000,Apartment,Apartment,,,,9230 WETTEREN,Installed,2,,,,,2,,18
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/20303296,,,20000+850permonth,Apartment,Apartment,,Good,,1083 Ganshoren,Semi equipped,2,Yes,,,Yes,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20304454,,,189000,Apartment,Apartment,,As new,,2018 Antwerpen,,3,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20305383,,,250000,Apartment,Apartment,,To be done up,,,Installed,,,,,,1,,1square meter
https://www.immoweb.be/en/classified/apartment/for-sale/stekene/9190/20304359,,,435000,Apartment,Apartment,,,,9190 STEKENE,Installed,2,,,,,2,,20
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20303321,,,445000,Apartment,Apartment,,To renovate,,,Semi equipped,,,,,,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20303704,,,680000,Apartment,Apartment,,As new,,,Hyper equipped,2,,,,No,3,,4
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20147877,,,412000,Apartment,Apartment,,As new,,1800 Vilvoorde,Installed,4,,,,,,,151
https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20214545,,,79500,Flat studio,Flat studio,,To renovate,,8430 Middelkerke,,,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20124705,,,95000,Apartment,Apartment,,,,9051 Sint-Denijs-Westrem,,,Yes,,,,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/20214522,,,105000,Flat studio,Flat studio,,To be done up,,8434 Westende,,,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jemeppe-sur-meuse/4101/20104757,,,110000,Apartment,Apartment,,,,4101 JEMEPPE-SUR-MEUSE,,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/frasnes-lez-buissenal/7911/20205894,,,115000,Apartment,Apartment,,Good,,7911 FRASNES-LEZ-BUISSENAL,Semi equipped,2,,,,,2,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20206873,,,125000,Flat studio,Flat studio,,,,8370 Blankenberge,,,Yes,,,No,,,
https://www.immoweb.be/en/classified/service-flat/for-sale/merelbeke/9820/20211393,,,129000,Service flat,Service flat,,,,9820 Merelbeke,,,,,,No,1,,
https://www.immoweb.be/en/classified/service-flat/for-sale/assebroek/8310/11114956,,,135000,Service flat,Service flat,,Just renovated,,8310 Assebroek,,,Yes,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20214528,,,135000,Apartment,Apartment,,Good,,8434 Westende,,,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20186916,,,135000,Apartment,Apartment,,,,9051 Sint-Denijs-Westrem,Installed,,Yes,,,,1,,
https://www.immoweb.be/en/classified/service-flat/for-sale/merelbeke/9820/20019068,,,135000,Service flat,Service flat,,,,9820 Merelbeke,,,,,,No,1,,
https://www.immoweb.be/en/classified/kot/for-sale/leuven/3000/20045277,,,140000,Kot,Kot,,,,3000 LEUVEN,USA hyper equipped,3,,,,,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/20213643,,,140000,Flat studio,Flat studio,,Good,,8434 Westende,,,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/jupille/4020/20016883,,,144900,Apartment,Apartment,,Good,,4020 Jupille,Not installed,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/nassogne/6950/20040265,,,149000,Apartment,Apartment,,Just renovated,,6950 Nassogne,Installed,2,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20214523,,,149000,Apartment,Apartment,,To renovate,,8434 Westende,,,,,,No,,,
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20214521,,,149000,Apartment,Apartment,,To be done up,,8434 Westende,,,,,,No,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/20213644,,,149000,Flat studio,Flat studio,,Good,,8434 Westende,,,,,,Yes,,,
https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20140790,,,150000,Apartment,Apartment,,To renovate,,1800 VILVOORDE,Semi equipped,2,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20084746,,,150000,Apartment,Apartment,,Good,,8370 Blankenberge,,,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/10440000,,,150000,Apartment,Apartment,,Good,,9051 Sint-Denijs-Westrem,Semi equipped,4,,,,No,1,,5
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20018677,,,159000,Apartment,Apartment,,,,8400 Oostende,,,,,,Yes,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20116447,,,160000,Apartment,Apartment,,Good,,4000 Liège,Installed,3,,,,,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/11361475,,,165000,Apartment,Apartment,,Good,,8434 Westende,,,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20213061,,,169000,Apartment,Apartment,,To be done up,,2100 Deurne,,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/durbuy/6940/20085561,,,169000,Apartment,Apartment,,Good,,6940 Durbuy,Installed,3,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10612844,,,169000,Apartment,Apartment,,,,8370 Blankenberge,,,,,,Yes,1,,6
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11365949,,,169500,Apartment,Apartment,,To be done up,,8400 Oostende,Installed,,,,,No,1,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/blankenberge/8370/20134471,,,173000,Flat studio,Flat studio,,,,8370 Blankenberge,,,,,,Yes,,,6
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9051/20120402,,,175000,Apartment,Apartment,,,,9051 GENT,Semi equipped,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20220236,,,180000,Apartment,Apartment,,To be done up,,1030 Schaerbeek,Not installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/duplex/for-sale/blankenberge/8370/11098822,,,189000,Duplex,Duplex,,,,8370 Blankenberge,,,,,,,1,,3
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20073650,,,189000,Apartment,Apartment,,Good,,8400 Oostende,,2,,,,,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20110183,,,190000,Apartment,Apartment,,To renovate,,1030 Schaerbeek,Not installed,2,,,,No,1,,1square meter
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11452830,,,190000,Apartment,Apartment,,Good,,1030 Schaerbeek,Not installed,2,,,,No,1,,
https://www.immoweb.be/en/classified/duplex/for-sale/ans/4430/10912116,,,190000,Duplex,Duplex,,Good,,4430 Ans,Installed,3,Yes,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/11395858,,,191900,Apartment,Apartment,,Good,,8380 Zeebrugge,Installed,,Yes,,,,2,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/ciney/5590/20012431,,,195000,Ground floor,Ground floor,,As new,,5590 Ciney,Installed,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20214516,,,195000,Apartment,Apartment,,Good,,8400 Oostende,,,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/bornem/2880/20171428,17,,198000,Apartment,Apartment,,As new,,2880 Bornem,,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/athus/6791/20111915,,,,Apartment,Apartment,,,,6791 ATHUS,,2,,,,,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20104776,,,205000,Apartment,Apartment,,To be done up,,1070 Anderlecht,Installed,2,,,,No,3,,4
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/20221063,,,205000,Apartment,Apartment,,Good,,8210 Zedelgem,,,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20213642,,,205000,Apartment,Apartment,,Good,,8434 Westende,,,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20243237,,,215000,Apartment,Apartment,,Just renovated,,1040 ETTERBEEK,,2,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/20216064,,,215000,Apartment,Apartment,,Just renovated,,9700 OUDENAARDE,Hyper equipped,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-nicolas/4420/20189362,,,219000,Apartment,Apartment,,Good,,4420 Saint-nicolas,Semi equipped,3,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10778916,,,219000,Apartment,Apartment,,,,8400 Oostende,,,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11430719,,,220000,Apartment,Apartment,,To be done up,,1300 Wavre,Installed,2,,,,No,2,,37
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20241565,,,225000,Apartment,Apartment,,As new,,1070 ANDERLECHT,Not installed,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11196704,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/11192810,,,225000,Apartment,Apartment,,As new,,1083 Ganshoren,Hyper equipped,3,,,,No,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/11180843,,,225000,Apartment,Apartment,,As new,,1090 Jette,Hyper equipped,2,,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20170540,,,219000,Apartment,Apartment,,Good,,8400 Oostende,Installed,,,,,,1,,2
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11449777,,,229000,Apartment,Apartment,,To be done up,,1080 Molenbeek-Saint-Jean,Semi equipped,2,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/koekelberg/1081/11448389,,,229000,Apartment,Apartment,,To be done up,,1081 Koekelberg,Semi equipped,2,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/sint-andries/8200/11077092,,,229000,Apartment,Apartment,,To renovate,,8200 Sint-Andries,,,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20138083,,,230000,Apartment,Apartment,,Good,,1090 Jette,Installed,2,,,,No,2,,2
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10892040,,,235000,Apartment,Apartment,,To be done up,,1070 ANDERLECHT,Semi equipped,4,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20226719,,,235000,Apartment,Apartment,,Good,,6700 Arlon,Semi equipped,2,,,,,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11451731,,,235000,Apartment,Apartment,,To renovate,,9000 Gent,,,,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20234035,,,239000,Apartment,Apartment,,Good,,1030 Schaarbeek,,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/aubange/6790/20192368,,,240000,Apartment,Apartment,,As new,,6790 AUBANGE,USA hyper equipped,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20235039,,,245000,Apartment,Apartment,,Good,,1030 Schaarbeek,,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/10483521,,,245000,Apartment,Apartment,,Good,,8301 Heist-aan-Zee,,2,,,,Yes,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/laarne/9270/11465259,,,245000,Apartment,Apartment,,,,9270 Laarne,,4,Yes,,,No,2,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20088644,165,,249000,Ground floor,Ground floor,,To renovate,,1030 Schaerbeek,Not installed,2,Yes,,,No,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11149768,,,249000,Apartment,Apartment,,,,8370 Blankenberge,,,,,,No,2,,5
https://www.immoweb.be/en/classified/apartment/for-sale/gentbrugge/9050/20158971,,,249000,Apartment,Apartment,,,,9050 Gentbrugge,,,,,,No,2,,
https://www.immoweb.be/en/classified/duplex/for-sale/ixelles/1050/11478925,,,250000,Duplex,Duplex,,Good,,1050 Ixelles,Semi equipped,2,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/11451615,,,253000,Apartment,Apartment,,Good,,8450 Bredene,,,,,,,2,,3
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/11451612,,,253000,Apartment,Apartment,,Good,,8450 Bredene,Installed,,,,,,2,,3
https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/20146042,,,255000,Flat studio,Flat studio,,,,3000 Leuven,,,,,,Yes,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/melsele/9120/20228343,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/zele/9240/20223810,,,258000,Apartment,Apartment,,,,9240 ZELE,Installed,2,,,,,1,,12
https://www.immoweb.be/en/classified/apartment/for-sale/jambes/5100/20221760,,,259000,Apartment,Apartment,,Good,,5100 JAMBES,,4,,,,,3,,
https://www.immoweb.be/en/classified/apartment/for-sale/koksijde/8670/20063594,,,259000,Apartment,Apartment,,,,8670 Koksijde,,,Yes,,,No,2,,
https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2018/10905976,,,260000,Penthouse,Penthouse,,,,2018 ANTWERPEN,Installed,2,,,,,1,,13
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20166131,,,262500,Apartment,Apartment,,,,8370 Blankenberge,,,,,,Yes,2,,11
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11477571,,,265000,Apartment,Apartment,,To renovate,,1030 Schaerbeek,Semi equipped,3,,,,No,2,,20
https://www.immoweb.be/en/classified/apartment/for-sale/grace-berleur/4460/11472798,,,265000,Apartment,Apartment,,,,4460 GRÂCE-BERLEUR,USA installed,2,,,,,3,,50
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20239037,,,265000,Apartment,Apartment,,,,9000 GENT,Installed,2,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/nazareth/9810/11324404,,,265000,Apartment,Apartment,,Good,,9810 Nazareth,,,,,,No,3,,10
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/20104992,,,269000,Duplex,Duplex,,As new,,1200 Woluwe-Saint-Lambert,Installed,,,,,No,1,,18
https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11443526,,,269000,Apartment,Apartment,,As new,,2100 Deurne,Hyper equipped,2,,,,No,2,,9
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/20049940,,,269000,Apartment,Apartment,,Good,,5000 Namur,Installed,2,,,,No,2,,12
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20092954,,,270000,Apartment,Apartment,,Good,,8400 Oostende,Installed,2,,,,,3,,8
https://www.immoweb.be/en/classified/apartment/for-sale/bonheiden/2820/20039339,,,274000,Apartment,Apartment,,,,2820 Bonheiden,Installed,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/vise/4600/20189482,,,279000,Apartment,Apartment,,As new,,4600 Visé,USA installed,3,,,,,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/9669072,,,279000,Apartment,Apartment,,Good,,9700 OUDENAARDE,Semi equipped,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20117320,,,285000,Apartment,Apartment,,Good,,2140 Antwerpen,Installed,2,,,,,2,,6
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/20090303,,,285000,Apartment,Apartment,,,,9900 Eeklo,,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20141598,,,289000,Apartment,Apartment,,To be done up,,1030 Schaerbeek,Semi equipped,2,,,,No,2,,8
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20084978,,,289000,Apartment,Apartment,,,,9000 Gent,,,Yes,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20129869,,,290000,Apartment,Apartment,,Good,,1140 EVERE,Semi equipped,2,,,,,2,,5
https://www.immoweb.be/en/classified/duplex/for-sale/kortrijk/8500/11170815,,,295000,Duplex,Duplex,,Good,,8500 Kortrijk,Installed,,,,,,4,,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-idesbald/8670/20112030,,,295000,Apartment,Apartment,,Good,,8670 Sint-Idesbald,Installed,,,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/11162712,,,299000,Apartment,Apartment,,Good,,1000 Brussel,,,,,,Yes,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1130/11440979,,,299000,Apartment,Apartment,,As new,,1130 Bruxelles,Hyper equipped,2,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20063118,,,299000,Apartment,Apartment,,As new,,1140 Evere,Hyper equipped,4,Yes,,,No,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20234487,,,299000,Apartment,Apartment,,Just renovated,,2800 MECHELEN,Installed,2,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11155494,,,299000,Apartment,Apartment,,,,8370 Blankenberge,,,,,,,2,,5
https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20177206,,,299900,Apartment,Apartment,,Just renovated,,2610 Wilrijk,Installed,,,,,,2,,9
https://www.immoweb.be/en/classified/apartment/for-sale/athus/6791/11011606,,,300000,Apartment,Apartment,,To restore,,6791 ATHUS,Not installed,,,,,,6,,
https://www.immoweb.be/en/classified/apartment/for-sale/tielt-8700/8700/7961536,,,305000,Apartment,Apartment,,Good,,8700 Tielt (8700),Installed,,,,,,2,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9308/20267501,,,305000,Apartment,Apartment,,As new,,9308 Aalst,Hyper equipped,2,,,,,2,,15
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/20040578,,,310000,Apartment,Apartment,,To renovate,,8430 MIDDELKERKE,Not installed,2,Yes,,,,1,,
https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/20136532,,,315000,Penthouse,Penthouse,,Good,,1080 Molenbeek-Saint-Jean,Installed,3,,,,,3,,30
